Format Version,1.23,Take Name,circum_21_10_2023,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-10-21 11.48.30.571 AM,Total Frames in Take,955,Total Exported Frames,955,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
731,6.091667,144.769241,-13.327907,-2.676076,138.163956,186.474976,82.342972,0.218823,181.486313,273.757233,198.976837,0.936697,228.888321,199.122131,210.484772,0.953229,206.724823,250.173538,200.371140,0.888218,181.803497,235.227829,217.389130,0.853669,233.181915,262.009735,178.542633,0.927551,138.124466,186.447083,82.185524,0.000000,181.686951,273.705170,199.122253,229.032700,199.238358,210.510193,207.058899,250.403137,200.559845,181.257050,235.075211,217.245209,233.049225,261.868561,178.327118,,,,,,
732,6.100000,144.974762,-12.933844,-2.475556,137.826080,186.896622,82.868851,0.221763,180.159531,273.902527,200.070923,0.936697,227.560989,199.290573,211.730118,0.953229,205.414566,250.344330,201.590958,0.888218,180.382538,235.322205,218.377625,0.853669,232.022461,262.272217,179.996887,0.927551,137.787811,186.869125,82.711029,0.000000,180.328888,273.845154,200.235046,227.696777,199.397858,211.765518,205.784912,250.572647,201.742950,179.828232,235.176605,218.239258,231.901276,262.139496,179.783783,,,,,,
733,6.108333,145.185944,-12.495638,-2.243551,137.561401,187.318954,83.295509,0.239344,178.793304,274.044098,201.096848,0.941808,226.179443,199.453232,212.951965,0.958973,204.061569,250.510193,202.766617,0.868270,178.904556,235.412918,219.297089,0.847460,230.838959,262.528442,181.433762,0.930244,137.524521,187.291840,83.137291,0.000000,178.940521,273.982178,201.266190,226.294739,199.562393,212.993454,204.506470,250.766510,202.884933,178.331696,235.244217,219.171936,230.704529,262.393555,181.229828,,,,,,
734,6.116667,145.338699,-12.108893,-2.047398,137.172211,187.644119,83.780037,0.260177,177.429321,274.185364,202.052795,0.941808,224.808151,199.623383,214.116608,0.958973,202.710403,250.675827,203.865372,0.868270,177.447617,235.519089,220.178665,0.847460,229.632736,262.764648,182.755981,0.930244,137.136536,187.617294,83.621498,0.000000,177.570267,274.122589,202.241623,224.919708,199.718933,214.177582,203.209213,250.942383,203.943573,176.846207,235.341248,220.054337,229.482910,262.643311,182.552643,,,,,,
735,6.125000,145.483124,-11.676083,-1.850870,136.782013,187.902390,84.247147,0.210331,175.944443,274.289215,202.999344,0.928485,223.337921,199.777405,215.312897,0.944461,201.245956,250.814850,204.974777,0.923839,175.874771,235.590134,221.054825,0.853928,228.320297,262.982910,184.106735,0.937286,136.747681,187.875793,84.088272,0.000000,176.167557,274.289490,203.178375,223.502151,199.918625,215.362457,201.506485,250.922256,205.090546,175.326080,235.444687,220.916382,228.221176,262.879547,183.900833,,,,,,
736,6.133333,145.623962,-11.242558,-1.668915,136.399323,188.214462,84.684860,0.209910,174.461975,274.450073,203.903717,0.930925,221.883606,199.996704,216.460464,0.947987,199.787262,251.015274,206.038818,0.919181,174.314468,235.717834,221.887589,0.853848,227.006668,263.267792,185.410263,0.938422,136.366302,188.188110,84.525673,0.000000,174.665710,274.434479,204.089661,222.039703,200.122589,216.515839,200.069870,251.128555,206.147324,173.762558,235.583923,221.748810,226.916275,263.178101,185.199371,,,,,,
737,6.141667,145.764755,-10.828038,-1.464302,135.959320,188.551071,85.106308,0.226996,172.970337,274.619171,204.776428,0.930925,220.379135,200.199402,217.578201,0.947987,198.305679,251.210388,207.071396,0.919181,172.725906,235.854874,222.690018,0.853848,225.673645,263.531555,186.681656,0.938422,135.927597,188.524948,84.946808,0.000000,173.176437,274.598724,204.968018,220.539673,200.346313,217.625381,198.602753,251.351532,207.182327,172.158463,235.709061,222.544708,225.577423,263.409943,186.477356,,,,,,
738,6.150000,145.905853,-10.384514,-1.268350,135.572433,188.863434,85.477005,0.210971,171.454483,274.768799,205.606995,0.930364,218.872543,200.399567,218.665573,0.949357,196.806747,251.395370,208.069260,0.915089,171.122543,235.971298,223.447113,0.853088,224.323395,263.796631,187.929749,0.936651,135.542084,188.837555,85.317200,0.000000,171.656555,274.746124,205.797379,219.025528,200.517044,218.727463,197.093155,251.532532,208.189743,170.573334,235.831085,223.292038,224.231049,263.704956,187.712311,,,,,,
739,6.158333,146.020676,-9.939609,-1.072163,135.196411,189.134903,85.860718,0.231198,169.943787,274.926666,206.404785,0.930364,217.367416,200.612579,219.753876,0.949357,195.311066,251.589035,209.045380,0.915089,169.523880,236.103607,224.187439,0.853088,222.974960,264.061157,189.152863,0.936651,135.167435,189.109192,85.700630,0.000000,170.159531,274.924591,206.590591,217.535843,200.762817,219.801270,195.595352,251.732803,209.155304,168.961121,235.943466,224.038361,222.869415,263.929321,188.959000,,,,,,
740,6.166667,146.087708,-9.475057,-0.888305,134.839325,189.309006,86.263641,0.232581,168.398224,275.089874,207.151688,0.928117,215.848389,200.857605,220.856949,0.945614,193.786606,251.798843,209.993134,0.910089,167.901337,236.254776,224.906021,0.846099,221.594604,264.336212,190.344040,0.934916,134.811737,189.283356,86.103294,0.000000,168.614685,275.062622,207.338959,216.005615,200.999084,220.907761,194.081696,251.958405,210.122757,167.326950,236.095047,224.752609,221.500305,264.222198,190.129807,,,,,,
741,6.175000,146.177994,-9.019617,-0.660565,134.458282,189.565262,86.635651,0.232716,166.852859,275.271332,207.893768,0.928117,214.268051,201.081650,221.946274,0.945614,192.242676,252.007309,210.936493,0.910089,166.245697,236.418991,225.606873,0.846099,220.207489,264.595642,191.544220,0.934916,134.432159,189.539734,86.475052,0.000000,167.066345,275.269989,208.081436,214.441498,201.223053,221.997650,192.527374,252.161209,211.061111,165.668976,236.252121,225.450439,220.112656,264.468506,191.336960,,,,,,
742,6.183333,146.252731,-8.534910,-0.459406,134.138794,189.759964,87.006447,0.238449,165.289246,275.430542,208.615173,0.929543,212.711868,201.316223,223.035538,0.943174,190.693192,252.210312,211.867599,0.911141,164.594269,236.563385,226.292587,0.845998,218.807602,264.864502,192.736267,0.936452,134.114151,189.734512,86.845596,0.000000,165.492599,275.407104,208.808899,212.882721,201.458466,223.082886,190.988464,252.374237,211.978409,164.017441,236.413940,226.136353,218.714981,264.731171,192.540680,,,,,,
743,6.191667,146.314148,-8.053549,-0.238907,133.826767,189.943542,87.383110,0.241528,163.740723,275.596893,209.313995,0.929543,211.141113,201.545944,224.127655,0.943174,189.148758,252.412918,212.785675,0.911141,162.943115,236.719498,226.964508,0.845998,217.417145,265.119110,193.917511,0.936452,133.803604,189.918137,87.222023,0.000000,163.942139,275.582703,209.522507,211.312515,201.696671,224.183884,189.461273,252.583740,212.902405,162.363983,236.559692,226.782928,217.310883,264.971436,193.717346,,,,,,
744,6.200000,146.367737,-7.592694,-0.039598,133.479889,190.093552,87.808731,0.239913,162.207214,275.737122,210.031448,0.925811,209.596191,201.754593,225.218765,0.940699,187.621307,252.591904,213.711105,0.909460,161.319641,236.850266,227.656754,0.839557,216.030762,265.351776,195.092667,0.932659,133.458160,190.068192,87.647446,0.000000,162.413956,275.721191,210.243744,209.769180,201.905777,225.277817,187.915482,252.759811,213.839279,160.727310,236.682831,227.475159,215.949173,265.216034,194.874771,,,,,,
745,6.208333,146.449966,-7.166734,0.192370,133.094406,190.318527,88.248116,0.242684,160.726196,275.871765,210.786316,0.925811,208.042816,201.911575,226.304367,0.940699,186.126297,252.742615,214.658554,0.909460,159.720383,236.968048,228.368057,0.839557,214.681534,265.541321,196.291473,0.932659,133.074066,190.293289,88.086632,0.000000,160.934570,275.860229,210.996872,208.214127,202.066696,226.363602,186.427704,252.916580,214.787735,159.145889,236.800949,228.173141,214.574890,265.390869,196.087463,,,,,,
746,6.216667,146.549973,-6.777437,0.400467,132.638092,190.613495,88.706749,0.248935,159.266953,276.026825,211.564117,0.926967,206.518768,202.081406,227.347687,0.943100,184.653961,252.911423,215.600632,0.902590,158.155716,237.099442,229.086990,0.840621,213.339371,265.755219,197.469376,0.931670,132.619003,190.588455,88.545074,0.000000,159.474854,276.018372,211.769226,206.679718,202.229141,227.411591,184.967972,253.103287,215.728821,157.576752,236.909180,228.899902,213.235550,265.614349,197.259460,,,,,,
747,6.225000,146.598419,-6.356829,0.613167,132.280792,190.783478,89.198250,0.252720,157.823837,276.170227,212.304413,0.926967,205.016846,202.263718,228.442139,0.943100,183.199448,253.077591,216.538254,0.902590,156.607346,237.234360,229.801392,0.840621,212.019348,265.956757,198.646988,0.931670,132.263046,190.758484,89.036423,0.000000,158.026978,276.153809,212.512894,205.201447,202.417511,228.494080,183.501083,253.272415,216.663483,156.019577,237.069763,229.609558,211.917847,265.789063,198.453156,,,,,,
748,6.233333,146.613190,-5.992718,0.809070,131.784912,190.939621,89.776649,0.249760,156.387527,276.356445,213.053375,0.923339,203.512207,202.482819,229.537659,0.937638,181.747299,253.281021,217.471817,0.906307,155.071152,237.421661,230.545547,0.837339,210.686386,266.177307,199.786392,0.929591,131.768341,190.914597,89.614708,0.000000,156.595642,276.351288,213.278503,203.689896,202.644531,229.604752,182.050980,253.455368,217.605362,154.481995,237.246338,230.332275,210.586136,266.021790,199.574020,,,,,,
749,6.241667,146.632309,-5.586668,1.017305,131.371170,191.110107,90.299797,0.251413,154.923111,276.552185,213.764069,0.923339,201.980911,202.720535,230.623169,0.937638,180.267441,253.499207,218.383743,0.906307,153.502716,237.616791,231.246735,0.837339,209.334106,266.420349,200.927261,0.929591,131.355911,191.085068,90.137726,0.000000,155.115768,276.540680,213.982666,202.159561,202.885284,230.679535,180.570450,253.693726,218.519974,152.918701,237.442642,231.038406,209.243881,266.246643,200.724258,,,,,,
750,6.250000,146.643509,-5.172770,1.230619,130.980576,191.281769,90.818939,0.251128,153.460297,276.763000,214.455902,0.926519,200.445175,202.975189,231.705872,0.939513,178.786713,253.732956,219.283630,0.904597,151.932938,237.828964,231.932617,0.838957,207.982010,266.677002,202.060257,0.930603,130.966644,191.256683,90.656754,0.000000,153.666397,276.761902,214.665451,200.629776,203.117676,231.770370,179.088531,253.922318,219.420303,151.349060,237.654221,231.724075,207.873291,266.521057,201.858017,,,,,,
751,6.258333,146.629776,-4.823082,1.435660,130.471878,191.442337,91.413857,0.255780,152.046188,277.000122,215.159088,0.926678,198.935928,203.239716,232.781052,0.938057,177.346573,253.982391,220.178207,0.902889,150.410187,238.075134,232.646133,0.836939,206.657822,266.928070,203.154175,0.930411,130.459106,191.417175,91.251587,0.000000,152.237427,276.998474,215.381439,199.121460,203.390244,232.846634,177.655289,254.185349,220.298157,149.819626,237.894272,232.436508,206.562897,266.757141,202.956070,,,,,,
752,6.266667,146.600876,-4.485253,1.627198,129.967545,191.564514,92.014641,0.274630,150.665878,277.228058,215.836273,0.926678,197.469391,203.503128,233.831940,0.938057,175.942352,254.225998,221.044083,0.902889,148.929672,238.315903,233.342102,0.836939,205.362000,267.172119,204.208435,0.930411,129.955872,191.539215,91.852310,0.000000,150.869354,277.224182,216.051270,197.643753,203.690628,233.883606,176.261871,254.422394,221.183075,148.329269,238.117813,233.135376,205.265182,266.990265,204.009720,,,,,,
753,6.275000,146.597412,-4.163939,1.850247,129.420609,191.774246,92.617836,0.263806,149.287445,277.478577,216.547485,0.924721,195.955750,203.752853,234.887939,0.934461,174.524261,254.474457,221.935638,0.905673,147.425873,238.572845,234.054825,0.835001,204.060013,267.410156,205.296402,0.928710,129.410049,191.748886,92.455437,0.000000,149.488800,277.491425,216.770981,196.146210,203.921188,234.952118,174.822235,254.668060,222.062469,146.833405,238.380005,233.837143,203.962662,267.228180,205.099609,,,,,,
754,6.283333,146.602112,-3.824660,2.038061,128.870789,191.957870,93.192307,0.267111,147.856064,277.690582,217.240372,0.924721,194.438629,203.992325,235.906052,0.934461,173.068130,254.700684,222.802017,0.905673,145.897064,238.786438,234.740509,0.835001,202.708588,267.649628,206.360397,0.928710,128.861328,191.932480,93.029846,0.000000,148.061798,277.711853,217.464386,194.639053,204.152390,235.976410,173.381866,254.893005,222.957031,145.281937,238.589554,234.506042,202.603790,267.472961,206.145660,,,,,,
755,6.291667,146.719025,-3.600054,2.303158,128.051514,192.453568,93.677002,0.241235,146.460800,277.938293,217.982834,0.938826,192.808884,204.128265,236.790161,0.953663,171.601044,254.895721,223.650726,0.890528,144.334045,239.007202,235.403351,0.848167,201.358536,267.822540,207.404266,0.934674,128.042969,192.428467,93.514442,0.000000,146.626205,277.915222,218.161667,192.963623,204.199631,236.863068,171.931274,255.133209,223.812851,143.787872,238.837204,235.199280,201.254288,267.706818,207.194458,,,,,,
756,6.300000,146.756226,-3.295003,2.487971,127.441734,192.742966,94.190643,0.249572,145.058136,278.175110,218.647354,0.938826,191.305313,204.367020,237.708954,0.953663,170.167938,255.135651,224.460968,0.890528,142.832047,239.235611,236.036621,0.848167,200.022903,268.076630,208.405762,0.934674,127.434196,192.717941,94.028023,0.000000,145.243256,278.162384,218.817978,191.462479,204.469940,237.768875,170.477844,255.357773,224.621216,142.278900,239.049728,235.846298,199.923904,267.950134,208.205063,,,,,,
757,6.308333,146.737427,-2.965870,2.634232,126.864403,192.874329,94.750214,0.243178,143.621750,278.382172,219.273544,0.936504,189.824844,204.630188,238.656326,0.952637,168.718430,255.371094,225.253632,0.890938,141.327438,239.448532,236.666992,0.845163,198.659210,268.335022,209.377762,0.933313,126.857895,192.849228,94.587555,0.000000,143.792419,278.364288,219.460770,189.979233,204.705887,238.735870,169.042923,255.608047,225.423508,140.776138,239.267548,236.450424,198.560822,268.221161,209.157516,,,,,,
758,6.316667,146.771408,-2.595796,2.832916,126.334488,193.129166,95.198425,0.260130,142.127075,278.594604,219.876923,0.936504,188.235062,204.864014,239.565323,0.952637,167.194275,255.597061,226.030319,0.890938,139.731003,239.652039,237.236679,0.845163,197.241791,268.587036,210.378952,0.933313,126.329185,193.104126,95.035713,0.000000,142.306396,278.592194,220.067535,188.401337,204.949463,239.644852,167.509918,255.846710,226.186798,139.158951,239.447052,237.027069,197.152679,268.459381,210.161942,,,,,,
759,6.325000,146.751907,-2.227717,3.015691,125.745087,193.278320,95.674858,0.246292,140.576553,278.816040,220.421768,0.935590,186.606110,205.134308,240.473175,0.952934,165.618942,255.842926,226.764496,0.891985,138.090179,239.879639,237.782639,0.845516,195.766037,268.851227,211.321243,0.934625,125.740959,193.253204,95.512131,0.000000,140.738892,278.800201,220.621201,186.753464,205.213028,240.559967,165.939896,256.089447,226.915787,137.545700,239.687164,237.562759,195.679825,268.734467,211.103729,,,,,,
760,6.333333,146.751541,-1.848885,3.186310,125.169067,193.479401,96.113670,0.249697,139.009659,279.047455,220.953629,0.935590,184.978119,205.420242,241.342728,0.952934,164.032043,256.103455,227.478195,0.891985,136.443253,240.110123,238.300781,0.845516,194.274155,269.144379,212.249695,0.934625,125.166130,193.454269,95.950920,0.000000,139.172424,279.029236,221.160645,185.137589,205.505341,241.428650,164.350555,256.345184,227.631485,135.883530,239.926147,238.072540,194.193130,269.019806,212.031784,,,,,,
761,6.341667,146.736542,-1.431502,3.348800,124.659943,193.616074,96.539703,0.255080,137.406662,279.248535,221.451965,0.935180,183.337280,205.703018,242.217651,0.950258,162.415634,256.347473,228.175674,0.888351,134.770874,240.312927,238.792603,0.834860,192.752106,269.432434,213.174301,0.932421,124.658295,193.590881,96.376945,0.000000,137.564606,279.238525,221.657349,183.494644,205.786392,242.306396,162.743378,256.598114,228.346603,134.186920,240.104752,238.564545,192.692978,269.316589,212.937332,,,,,,
762,6.350000,146.710876,-1.042965,3.566001,124.131699,193.786682,96.969810,0.253708,135.862991,279.492065,221.931549,0.935180,181.671783,205.982986,243.091599,0.950258,160.831726,256.608429,228.861023,0.888351,133.114334,240.564163,239.271912,0.834860,191.276321,269.702271,214.088196,0.932421,124.131340,193.761398,96.807060,0.000000,136.011459,279.483307,222.114029,181.827118,206.056137,243.169525,161.155197,256.868256,229.030624,132.556396,240.362961,239.058304,191.206955,269.579315,213.871689,,,,,,
763,6.358333,146.661682,-0.641806,3.737634,123.615005,193.880966,97.407219,0.256092,134.294418,279.714233,222.375534,0.937043,180.041687,206.285873,243.945084,0.949307,159.241104,256.870422,229.512726,0.893820,131.467972,240.798233,239.730148,0.838437,189.778046,269.991943,214.956619,0.935376,123.615891,193.855530,97.244492,0.000000,134.445694,279.713989,222.576828,180.200165,206.382217,244.027008,159.551208,257.117035,229.665710,130.898285,240.585663,239.511230,189.727875,269.861725,214.739029,,,,,,
764,6.366667,146.624817,-0.258488,3.902588,123.043350,194.015823,97.825989,0.248831,132.717148,279.945282,222.810089,0.937043,178.401871,206.589645,244.756332,0.949307,157.641037,257.138031,230.141281,0.893820,129.815781,241.037186,240.170105,0.838437,188.264862,270.288879,215.795761,0.935376,123.045441,193.990295,97.663292,0.000000,132.847733,279.929749,223.027664,178.558823,206.680222,244.845581,157.948959,257.393646,230.319397,129.222977,240.824829,239.933075,188.262131,270.170593,215.547760,,,,,,
