Format Version,1.23,Take Name,danielle_circum_002,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-07 01.49.16.643 PM,Total Frames in Take,480,Total Exported Frames,480,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
234,3.900000,0.452620,0.520266,0.145277,0.709474,0.039397,0.141717,0.007205,0.000151,0.160559,0.207764,-0.047525,0.955605,0.127132,0.227251,-0.088519,0.964003,0.039397,0.141721,0.007205,0.000000,0.155424,0.235196,-0.024315,0.974174,0.160295,0.181247,-0.068807,0.937340,0.178698,0.183851,-0.030491,0.962821,,,,,,,,,,0.160557,0.207831,-0.047690,0.127035,0.227216,-0.088619,,,,0.155487,0.235159,-0.024242,0.160375,0.181394,-0.068621,0.178656,0.183709,-0.030485
235,3.916667,0.460953,0.511645,0.142419,0.710956,0.041633,0.141891,0.008465,0.000163,0.164631,0.205918,-0.044544,0.955605,0.131984,0.226508,-0.085626,0.964003,0.041633,0.141895,0.008465,0.000000,0.159866,0.233220,-0.021103,0.974174,0.164001,0.179624,-0.066094,0.937340,0.182115,0.181461,-0.027595,0.962821,,,,,,,,,,0.164617,0.205984,-0.044737,0.131881,0.226473,-0.085709,,,,0.159938,0.233182,-0.021039,0.164108,0.179784,-0.065900,0.182052,0.181309,-0.027578
236,3.933333,0.470141,0.503461,0.140539,0.711157,0.043637,0.141908,0.009568,0.000155,0.168268,0.204192,-0.041674,0.948869,0.136346,0.225963,-0.082717,0.967280,0.043637,0.141912,0.009568,0.000000,0.163861,0.231270,-0.017906,0.970455,0.167287,0.178202,-0.063578,0.934436,0.185139,0.179173,-0.024925,0.964761,,,,,,,,,,0.168249,0.204253,-0.041868,0.136254,0.225925,-0.082802,,,,0.163938,0.231215,-0.017835,0.167379,0.178361,-0.063390,0.185081,0.179046,-0.024903
237,3.950000,0.480244,0.495249,0.137635,0.710740,0.045293,0.142061,0.010700,0.000133,0.171554,0.202309,-0.038960,0.948869,0.140356,0.225352,-0.079866,0.967280,0.045294,0.142064,0.010701,0.000000,0.167601,0.229141,-0.014835,0.970455,0.170132,0.176659,-0.061236,0.934436,0.187775,0.176693,-0.022476,0.964761,,,,,,,,,,0.171567,0.202373,-0.039117,0.140273,0.225343,-0.079911,,,,0.167636,0.229099,-0.014821,0.170227,0.176779,-0.061049,0.187716,0.176560,-0.022474
238,3.966667,0.489933,0.486185,0.135324,0.710829,0.046731,0.142116,0.011677,0.000139,0.174666,0.200296,-0.036134,0.947107,0.144309,0.224571,-0.076960,0.976836,0.046732,0.142120,0.011677,0.000000,0.171094,0.226871,-0.011668,0.980266,0.172875,0.174992,-0.058777,0.940042,0.190195,0.174109,-0.019881,0.965384,,,,,,,,,,0.174669,0.200340,-0.036341,0.144223,0.224562,-0.076993,,,,0.171144,0.226814,-0.011647,0.172976,0.175124,-0.058604,0.190127,0.173997,-0.019834
239,3.983333,0.498456,0.477121,0.133166,0.711452,0.048175,0.142133,0.012769,0.000109,0.177701,0.198241,-0.033196,0.947107,0.148221,0.223611,-0.073999,0.976836,0.048175,0.142137,0.012769,0.000000,0.174446,0.224594,-0.008447,0.980266,0.175604,0.173247,-0.056155,0.940042,0.192544,0.171552,-0.017119,0.965384,,,,,,,,,,0.177828,0.198402,-0.033345,0.148127,0.223596,-0.073999,,,,0.174442,0.224512,-0.008479,0.175685,0.173322,-0.055997,0.192433,0.171412,-0.017096
240,4.000000,0.505321,0.468207,0.131389,0.712861,0.049537,0.142032,0.013835,0.000110,0.180544,0.196158,-0.030273,0.931560,0.151964,0.222430,-0.071145,0.977772,0.049538,0.142036,0.013836,0.000000,0.177512,0.222344,-0.005319,0.977389,0.178232,0.171414,-0.053480,0.957152,0.194727,0.169059,-0.014288,0.958336,,,,,,,,,,0.180684,0.196320,-0.030444,0.151876,0.222433,-0.071153,,,,0.177491,0.222259,-0.005340,0.178283,0.171471,-0.053327,0.194645,0.168921,-0.014241
241,4.016667,0.510965,0.461002,0.130132,0.713763,0.051016,0.141678,0.015085,0.000110,0.183164,0.194224,-0.027503,0.934707,0.155314,0.221228,-0.068402,0.972283,0.051017,0.141681,0.015086,0.000000,0.180303,0.220256,-0.002369,0.979447,0.180687,0.169697,-0.050924,0.955349,0.196815,0.166796,-0.011616,0.956080,,,,,,,,,,0.183317,0.194380,-0.027645,0.155212,0.221218,-0.068445,,,,0.180294,0.220174,-0.002370,0.180738,0.169777,-0.050772,0.196721,0.166651,-0.011582
242,4.033333,0.515899,0.455336,0.129587,0.713950,0.052601,0.141135,0.016581,0.000108,0.185598,0.192529,-0.024750,0.934707,0.158317,0.220161,-0.065612,0.972283,0.052602,0.141139,0.016582,0.000000,0.182866,0.218395,0.000569,0.979447,0.183000,0.168214,-0.048378,0.955349,0.198840,0.164827,-0.008992,0.956080,,,,,,,,,,0.185790,0.192687,-0.024884,0.158202,0.220155,-0.065670,,,,0.182853,0.218305,0.000581,0.183047,0.168284,-0.048223,0.198729,0.164693,-0.008966
243,4.050000,0.521805,0.449631,0.129754,0.713243,0.054080,0.140531,0.018023,0.000107,0.187879,0.190917,-0.021939,0.924535,0.161151,0.219282,-0.062664,0.968008,0.054081,0.140535,0.018024,0.000000,0.185269,0.216537,0.003642,0.975493,0.185164,0.166888,-0.045844,0.958025,0.200723,0.162905,-0.006401,0.953114,,,,,,,,,,0.188069,0.191106,-0.022079,0.161040,0.219257,-0.062722,,,,0.185263,0.216442,0.003664,0.185209,0.166963,-0.045700,0.200606,0.162762,-0.006368
244,4.066667,0.528067,0.442137,0.129919,0.713289,0.055291,0.140226,0.019270,0.000103,0.190111,0.189264,-0.018899,0.924535,0.164141,0.218425,-0.059554,0.968008,0.055292,0.140230,0.019271,0.000000,0.187599,0.214636,0.006938,0.975493,0.187303,0.165536,-0.043092,0.958025,0.202438,0.160916,-0.003554,0.953114,,,,,,,,,,0.190312,0.189454,-0.019037,0.164040,0.218409,-0.059620,,,,0.187578,0.214539,0.006973,0.187323,0.165589,-0.042948,0.202338,0.160786,-0.003529
245,4.083333,0.534444,0.433453,0.130239,0.713811,0.056367,0.140201,0.020314,0.000103,0.192313,0.187689,-0.015760,0.923175,0.167241,0.217670,-0.056381,0.973446,0.056368,0.140205,0.020315,0.000000,0.189868,0.212809,0.010328,0.972459,0.189445,0.164271,-0.040247,0.962077,0.204052,0.158997,-0.000592,0.959906,,,,,,,,,,0.192514,0.187871,-0.015904,0.167149,0.217668,-0.056434,,,,0.189835,0.212704,0.010338,0.189453,0.164324,-0.040105,0.203968,0.158868,-0.000547
246,4.100000,0.541493,0.425071,0.131166,0.713369,0.057449,0.140225,0.021196,0.000098,0.194410,0.186326,-0.012779,0.923175,0.170188,0.217192,-0.053253,0.973446,0.057450,0.140229,0.021197,0.000000,0.192023,0.211125,0.013621,0.972459,0.191490,0.163282,-0.037611,0.962077,0.205593,0.157275,0.002121,0.959906,,,,,,,,,,0.194592,0.186516,-0.012894,0.170064,0.217163,-0.053287,,,,0.192040,0.211026,0.013612,0.191570,0.163354,-0.037509,0.205439,0.157141,0.002177
247,4.116667,0.548151,0.417427,0.131747,0.712691,0.058501,0.140457,0.022277,0.000112,0.196353,0.185203,-0.009854,0.929035,0.172908,0.216890,-0.050149,0.964947,0.058502,0.140461,0.022278,0.000000,0.194041,0.209693,0.016838,0.970096,0.193368,0.162515,-0.035004,0.948900,0.207023,0.155822,0.004775,0.948970,,,,,,,,,,0.196562,0.185367,-0.009954,0.172783,0.216857,-0.050206,,,,0.194048,0.209575,0.016817,0.193437,0.162625,-0.034847,0.206862,0.155697,0.004795
248,4.133333,0.553521,0.410588,0.132388,0.712394,0.059611,0.140584,0.023463,0.000127,0.198224,0.184132,-0.006997,0.929035,0.175484,0.216489,-0.047166,0.964947,0.059612,0.140587,0.023464,0.000000,0.195944,0.208372,0.019926,0.970096,0.195213,0.161738,-0.032407,0.948900,0.208442,0.154487,0.007419,0.948970,,,,,,,,,,0.198418,0.184324,-0.007111,0.175366,0.216432,-0.047199,,,,0.195959,0.208248,0.019894,0.195295,0.161860,-0.032245,0.208268,0.154355,0.007436
249,4.150000,0.557383,0.404416,0.133299,0.712744,0.060722,0.140595,0.024808,0.000124,0.199983,0.183144,-0.004070,0.923495,0.177894,0.215998,-0.044197,0.962914,0.060724,0.140598,0.024810,0.000000,0.197671,0.207201,0.023014,0.966944,0.197007,0.160967,-0.029673,0.940170,0.209809,0.153303,0.010214,0.943885,,,,,,,,,,0.200218,0.183319,-0.004157,0.177768,0.215943,-0.044252,,,,0.197678,0.207070,0.022991,0.197086,0.161084,-0.029480,0.209614,0.153196,0.010187
250,4.166667,0.561275,0.398173,0.135000,0.712884,0.061784,0.140614,0.026020,0.000145,0.201647,0.182322,-0.001125,0.923495,0.180209,0.215683,-0.041188,0.962914,0.061785,0.140618,0.026021,0.000000,0.199251,0.206168,0.026137,0.966944,0.198754,0.160385,-0.026943,0.940170,0.211101,0.152287,0.013002,0.943885,,,,,,,,,,0.201862,0.182497,-0.001221,0.180108,0.215593,-0.041130,,,,0.199250,0.206087,0.026051,0.198863,0.160481,-0.026780,0.210880,0.152186,0.012962
251,4.183333,0.565391,0.392026,0.135966,0.712855,0.062611,0.140848,0.027237,0.000165,0.203065,0.181543,0.001656,0.906914,0.182271,0.215422,-0.038310,0.947911,0.062612,0.140851,0.027238,0.000000,0.200639,0.205182,0.029095,0.974081,0.200207,0.159847,-0.024369,0.928223,0.212132,0.151309,0.015613,0.909025,,,,,,,,,,0.203325,0.181783,0.001542,0.182079,0.215372,-0.038374,,,,0.200668,0.205094,0.029049,0.200353,0.160013,-0.024186,0.211889,0.151042,0.015654
252,4.200000,0.569616,0.386321,0.137694,0.712274,0.063413,0.141060,0.028441,0.000155,0.204365,0.180987,0.004441,0.906914,0.184154,0.215396,-0.035372,0.947911,0.063414,0.141063,0.028443,0.000000,0.201874,0.204380,0.032084,0.974081,0.201575,0.159562,-0.021815,0.928223,0.213098,0.150557,0.018182,0.909025,,,,,,,,,,0.204580,0.181189,0.004390,0.183953,0.215362,-0.035461,,,,0.201930,0.204315,0.032037,0.201742,0.159729,-0.021670,0.212861,0.150287,0.018224
253,4.216667,0.574089,0.380438,0.139985,0.711402,0.064168,0.141277,0.029495,0.000164,0.205595,0.180514,0.007203,0.925217,0.185975,0.215482,-0.032418,0.941247,0.064169,0.141280,0.029497,0.000000,0.203006,0.203625,0.035074,0.971878,0.202902,0.159391,-0.019306,0.930044,0.214001,0.149880,0.020694,0.911014,,,,,,,,,,0.205800,0.180726,0.007157,0.185774,0.215454,-0.032535,,,,0.203070,0.203538,0.035042,0.203064,0.159561,-0.019155,0.213770,0.149613,0.020738
254,4.233333,0.578007,0.374957,0.142014,0.710737,0.064819,0.141622,0.030581,0.000157,0.206670,0.180183,0.009863,0.925217,0.187606,0.215644,-0.029591,0.941247,0.064820,0.141625,0.030583,0.000000,0.203986,0.203047,0.037927,0.971878,0.204074,0.159327,-0.016867,0.930044,0.214772,0.149372,0.023135,0.911014,,,,,,,,,,0.206752,0.180233,0.009799,0.187426,0.215649,-0.029692,,,,0.204081,0.203019,0.037881,0.204273,0.159527,-0.016695,0.214578,0.149145,0.023173
255,4.250000,0.581187,0.371221,0.145259,0.709448,0.065692,0.141703,0.031779,0.000121,0.207753,0.180209,0.012448,0.971250,0.189034,0.216077,-0.026803,0.948360,0.065693,0.141707,0.031781,0.000000,0.204906,0.202811,0.040709,0.972698,0.205315,0.159613,-0.014497,0.917405,0.215707,0.149260,0.025484,0.924643,,,,,,,,,,0.207764,0.180192,0.012393,0.188933,0.216071,-0.026902,,,,0.204994,0.202723,0.040703,0.205446,0.159761,-0.014313,0.215578,0.149222,0.025461
256,4.266667,0.584175,0.367523,0.147786,0.708396,0.066396,0.142037,0.032968,0.000123,0.208680,0.180327,0.014889,0.984866,0.190311,0.216573,-0.024180,0.968284,0.066397,0.142040,0.032969,0.000000,0.205706,0.202698,0.043320,0.969891,0.206365,0.159964,-0.012244,0.929284,0.216468,0.149249,0.027715,0.965619,,,,,,,,,,0.208702,0.180304,0.014837,0.190215,0.216557,-0.024262,,,,0.205785,0.202615,0.043282,0.206487,0.160137,-0.012056,0.216341,0.149198,0.027698
257,4.283333,0.587357,0.363686,0.150968,0.707074,0.067120,0.142429,0.034055,0.000120,0.209604,0.180612,0.017372,0.984866,0.191587,0.217264,-0.021481,0.968284,0.067121,0.142433,0.034057,0.000000,0.206466,0.202716,0.045992,0.969891,0.207447,0.160513,-0.009970,0.929284,0.217240,0.149397,0.029958,0.965619,,,,,,,,,,0.209819,0.180788,0.017349,0.191460,0.217212,-0.021567,,,,0.206489,0.202589,0.045962,0.207521,0.160635,-0.009818,0.217054,0.149278,0.029945
258,4.300000,0.590037,0.359864,0.153759,0.706196,0.067744,0.142852,0.035144,0.000129,0.210428,0.180845,0.019797,0.983824,0.192774,0.217847,-0.018891,0.963790,0.067745,0.142856,0.035145,0.000000,0.207132,0.202727,0.048570,0.968927,0.208425,0.160970,-0.007720,0.932832,0.217904,0.149514,0.032187,0.965521,,,,,,,,,,0.210475,0.180825,0.019757,0.192671,0.217848,-0.018992,,,,0.207205,0.202634,0.048531,0.208533,0.161143,-0.007545,0.217781,0.149452,0.032192
259,4.316667,0.591706,0.357215,0.156451,0.705553,0.068482,0.143230,0.036480,0.000142,0.211267,0.181264,0.022204,0.983824,0.193855,0.218498,-0.016370,0.963790,0.068483,0.143234,0.036481,0.000000,0.207807,0.202978,0.051085,0.968927,0.209421,0.161551,-0.005440,0.932832,0.218659,0.149857,0.034454,0.965521,,,,,,,,,,0.211304,0.181252,0.022160,0.193744,0.218501,-0.016484,,,,0.207885,0.202894,0.051037,0.209534,0.161757,-0.005256,0.218542,0.149744,0.034476
260,4.333333,0.592894,0.355456,0.158045,0.705088,0.069247,0.143669,0.038136,0.000148,0.212103,0.181680,0.024532,0.977960,0.194852,0.219074,-0.013959,0.960453,0.069248,0.143672,0.038137,0.000000,0.208548,0.203283,0.053485,0.967211,0.210348,0.162077,-0.003195,0.916445,0.219434,0.150222,0.036686,0.952708,,,,,,,,,,0.212146,0.181661,0.024458,0.194729,0.219076,-0.014058,,,,0.208633,0.203204,0.053423,0.210483,0.162300,-0.002986,0.219295,0.150096,0.036713
261,4.350000,0.593551,0.353353,0.160887,0.704950,0.070055,0.143975,0.039642,0.000174,0.212949,0.182191,0.027044,0.977960,0.195888,0.219712,-0.011409,0.960453,0.070056,0.143978,0.039644,0.000000,0.209195,0.203680,0.056057,0.967211,0.211382,0.162691,-0.000768,0.916445,0.220240,0.150696,0.039123,0.952708,,,,,,,,,,0.212987,0.182189,0.027003,0.195761,0.219700,-0.011557,,,,0.209288,0.203600,0.056016,0.211518,0.162939,-0.000517,0.220100,0.150542,0.039102
262,4.366667,0.595638,0.350424,0.163352,0.704084,0.070777,0.144557,0.041105,0.000201,0.213786,0.182683,0.029586,0.977088,0.196993,0.220480,-0.008714,0.946770,0.070778,0.144561,0.041107,0.000000,0.209891,0.203983,0.058719,0.967032,0.212358,0.163370,0.001637,0.891557,0.220971,0.151099,0.041497,0.923617,,,,,,,,,,0.213859,0.182707,0.029536,0.196827,0.220459,-0.008847,,,,0.209992,0.203938,0.058647,0.212539,0.163650,0.001915,0.220781,0.150861,0.041474
263,4.383333,0.596905,0.348882,0.166946,0.702933,0.071649,0.144814,0.042699,0.000160,0.214612,0.183395,0.032165,0.977088,0.197916,0.221383,-0.005989,0.946770,0.071650,0.144817,0.042700,0.000000,0.210506,0.204504,0.061408,0.967032,0.213383,0.164252,0.004090,0.891557,0.221821,0.151758,0.043919,0.923617,,,,,,,,,,0.214653,0.183386,0.032109,0.197788,0.221403,-0.006104,,,,0.210592,0.204424,0.061324,0.213512,0.164480,0.004309,0.221692,0.151598,0.043954
264,4.400000,0.599611,0.345561,0.170186,0.701492,0.072296,0.145473,0.044041,0.000201,0.215356,0.184026,0.034798,0.977133,0.198943,0.222365,-0.003126,0.948625,0.072297,0.145476,0.044043,0.000000,0.211073,0.204877,0.064200,0.970482,0.214298,0.165134,0.006546,0.896200,0.222462,0.152279,0.046318,0.925375,,,,,,,,,,0.215430,0.184027,0.034744,0.198785,0.222375,-0.003258,,,,0.211159,0.204853,0.064123,0.214459,0.165397,0.006825,0.222299,0.152029,0.046302
265,4.416667,0.601849,0.342494,0.173895,0.700169,0.073001,0.145980,0.045430,0.000200,0.216105,0.184666,0.037522,0.977133,0.199943,0.223313,-0.000197,0.948625,0.073002,0.145984,0.045432,0.000000,0.211605,0.205270,0.067065,0.970482,0.215255,0.166010,0.009107,0.896200,0.223144,0.152827,0.048826,0.925375,,,,,,,,,,0.216191,0.184698,0.037480,0.199783,0.223316,-0.000325,,,,0.211693,0.205228,0.066975,0.215416,0.166264,0.009388,0.222968,0.152579,0.048804
266,4.433333,0.604262,0.338555,0.177729,0.699043,0.073548,0.146567,0.046609,0.000199,0.216738,0.185225,0.040258,0.978191,0.200921,0.224211,0.002742,0.949145,0.073549,0.146571,0.046611,0.000000,0.211998,0.205573,0.069941,0.972513,0.216119,0.166818,0.011675,0.899745,0.223661,0.153283,0.051343,0.924682,,,,,,,,,,0.216820,0.185231,0.040230,0.200768,0.224220,0.002608,,,,0.212077,0.205562,0.069866,0.216269,0.167066,0.011952,0.223501,0.153031,0.051303
267,4.450000,0.605755,0.335254,0.182177,0.698196,0.074145,0.146922,0.047916,0.000178,0.217325,0.185838,0.043121,0.978191,0.201781,0.225073,0.005750,0.949145,0.074146,0.146926,0.047918,0.000000,0.212290,0.205962,0.072907,0.972513,0.216988,0.167639,0.014400,0.899745,0.224199,0.153827,0.054034,0.924682,,,,,,,,,,0.217397,0.185802,0.043091,0.201651,0.225094,0.005626,,,,0.212368,0.205900,0.072803,0.217106,0.167886,0.014670,0.224061,0.153657,0.054022
268,4.466667,0.607438,0.331064,0.186922,0.697478,0.074629,0.147395,0.049073,0.000174,0.217823,0.186439,0.046091,0.981152,0.202644,0.225960,0.008871,0.950099,0.074630,0.147399,0.049075,0.000000,0.212461,0.206324,0.075982,0.967065,0.217801,0.168469,0.017224,0.908125,0.224605,0.154347,0.056821,0.944267,,,,,,,,,,0.217878,0.186420,0.046043,0.202514,0.225974,0.008720,,,,0.212554,0.206250,0.075925,0.217920,0.168724,0.017462,0.224468,0.154172,0.056840
269,4.483333,0.609646,0.327376,0.190945,0.696202,0.074998,0.147969,0.050345,0.000191,0.218205,0.187053,0.048898,0.981152,0.203331,0.226893,0.011898,0.950099,0.074999,0.147972,0.050347,0.000000,0.212590,0.206677,0.078915,0.967065,0.218428,0.169334,0.019878,0.908125,0.224903,0.154870,0.059407,0.944267,,,,,,,,,,0.218276,0.187057,0.048860,0.203171,0.226907,0.011769,,,,0.212685,0.206679,0.078845,0.218592,0.169581,0.020133,0.224734,0.154602,0.059389
270,4.500000,0.611086,0.323723,0.196144,0.695201,0.075422,0.148370,0.051556,0.000181,0.218548,0.187777,0.051887,0.978429,0.203962,0.227881,0.015057,0.951543,0.075423,0.148374,0.051558,0.000000,0.212582,0.207147,0.082001,0.973157,0.219107,0.170292,0.022730,0.910374,0.225211,0.155525,0.062205,0.924121,,,,,,,,,,0.218631,0.187781,0.051867,0.203812,0.227903,0.014936,,,,0.212660,0.207160,0.081928,0.219249,0.170513,0.022974,0.225056,0.155266,0.062175
271,4.516667,0.612455,0.320102,0.201178,0.694234,0.075809,0.148796,0.052774,0.000184,0.218841,0.188490,0.054847,0.981446,0.204540,0.228849,0.018184,0.950416,0.075810,0.148799,0.052776,0.000000,0.212533,0.207612,0.085048,0.972327,0.219729,0.171233,0.025562,0.908567,0.225468,0.156172,0.064981,0.923723,,,,,,,,,,0.218910,0.188474,0.054824,0.204391,0.228877,0.018056,,,,0.212618,0.207634,0.084980,0.219873,0.171464,0.025806,0.225320,0.155907,0.064955
272,4.533333,0.613068,0.317399,0.206874,0.693259,0.076297,0.149046,0.054142,0.000164,0.219116,0.189377,0.057895,0.981446,0.204990,0.229919,0.021366,0.950416,0.076298,0.149049,0.054144,0.000000,0.212422,0.208264,0.088161,0.972327,0.220372,0.172324,0.028504,0.908567,0.225793,0.157021,0.067876,0.923723,,,,,,,,,,0.219160,0.189339,0.057862,0.204866,0.229943,0.021241,,,,0.212509,0.208251,0.088096,0.220489,0.172553,0.028733,0.225667,0.156819,0.067870
273,4.550000,0.614008,0.314336,0.212388,0.692154,0.076756,0.149532,0.055387,0.000161,0.219377,0.190364,0.060858,0.981959,0.205461,0.231123,0.024491,0.959244,0.076757,0.149535,0.055389,0.000000,0.212313,0.209000,0.091195,0.968595,0.220989,0.173535,0.031355,0.911593,0.226078,0.157960,0.070664,0.943851,,,,,,,,,,0.219413,0.190311,0.060823,0.205344,0.231138,0.024378,,,,0.212405,0.208983,0.091111,0.221100,0.173779,0.031586,0.225956,0.157771,0.070665
274,4.566667,0.614771,0.311771,0.217712,0.690983,0.077186,0.150128,0.056737,0.000172,0.219577,0.191521,0.063778,0.981959,0.205814,0.232473,0.027571,0.959244,0.077187,0.150131,0.056739,0.000000,0.212160,0.209916,0.094179,0.968595,0.221526,0.174904,0.034176,0.911593,0.226326,0.159078,0.073421,0.943851,,,,,,,,,,0.219633,0.191481,0.063756,0.205664,0.232488,0.027457,,,,0.212263,0.209941,0.094099,0.221680,0.175146,0.034420,0.226164,0.158836,0.073393
275,4.583333,0.614716,0.310462,0.222506,0.690094,0.077671,0.150631,0.058333,0.000158,0.219780,0.192761,0.066586,0.981324,0.206054,0.233805,0.030468,0.953608,0.077672,0.150634,0.058335,0.000000,0.212045,0.210977,0.097016,0.968448,0.222032,0.176292,0.036924,0.915477,0.226637,0.160312,0.076129,0.940632,,,,,,,,,,0.219810,0.192694,0.066573,0.205925,0.233842,0.030339,,,,0.212147,0.210973,0.096942,0.222156,0.176526,0.037134,0.226509,0.160112,0.076135
276,4.600000,0.614839,0.308050,0.228884,0.688977,0.078121,0.151289,0.059614,0.000150,0.219868,0.194248,0.069626,0.981324,0.206260,0.235443,0.033635,0.953608,0.078122,0.151292,0.059616,0.000000,0.211702,0.212213,0.100092,0.968448,0.222532,0.177990,0.039881,0.915477,0.226830,0.161780,0.079027,0.940632,,,,,,,,,,0.219904,0.194195,0.069585,0.206140,0.235482,0.033522,,,,0.211795,0.212205,0.100022,0.222643,0.178198,0.040101,0.226710,0.161593,0.079032
277,4.616667,0.615278,0.306445,0.233504,0.687751,0.078579,0.152074,0.061150,0.000153,0.220050,0.195636,0.072391,0.979106,0.206498,0.236972,0.036541,0.957362,0.078580,0.152077,0.061152,0.000000,0.211590,0.213388,0.102901,0.973606,0.222996,0.179560,0.042574,0.918575,0.227099,0.163147,0.081656,0.944619,,,,,,,,,,0.220085,0.195567,0.072359,0.206383,0.237005,0.036420,,,,0.211678,0.213396,0.102844,0.223100,0.179779,0.042791,0.226987,0.162956,0.081648
278,4.633333,0.615566,0.304394,0.238944,0.686534,0.078974,0.152887,0.062581,0.000160,0.220106,0.197131,0.075313,0.979106,0.206642,0.238616,0.039603,0.957362,0.078975,0.152890,0.062583,0.000000,0.211288,0.214648,0.105858,0.973606,0.223396,0.181256,0.045424,0.918575,0.227250,0.164623,0.084439,0.944619,,,,,,,,,,0.220129,0.197040,0.075275,0.206520,0.238645,0.039489,,,,0.211394,0.214660,0.105777,0.223513,0.181495,0.045675,0.227127,0.164433,0.084421
279,4.650000,0.615730,0.302505,0.244655,0.685209,0.079335,0.153648,0.064102,0.000156,0.220079,0.198660,0.078345,0.976057,0.206675,0.240286,0.042776,0.957330,0.079335,0.153651,0.064104,0.000000,0.210888,0.215933,0.108919,0.968211,0.223725,0.182993,0.048388,0.911694,0.227340,0.166139,0.087330,0.941226,,,,,,,,,,0.220110,0.198574,0.078318,0.206553,0.240308,0.042659,,,,0.210991,0.215951,0.108847,0.223838,0.183239,0.048615,0.227216,0.165940,0.087320
280,4.666667,0.615887,0.300642,0.250548,0.683756,0.079669,0.154440,0.065618,0.000171,0.219990,0.200254,0.081399,0.976057,0.206634,0.242024,0.045982,0.957330,0.079670,0.154443,0.065620,0.000000,0.210419,0.217268,0.112002,0.968211,0.224002,0.184806,0.051375,0.911694,0.227380,0.167722,0.090239,0.941226,,,,,,,,,,0.220026,0.200165,0.081377,0.206515,0.242064,0.045853,,,,0.210514,0.217287,0.111925,0.224098,0.185039,0.051642,0.227271,0.167519,0.090200
281,4.683333,0.615855,0.298783,0.256339,0.682453,0.079986,0.155215,0.067152,0.000169,0.219868,0.201813,0.084458,0.973071,0.206563,0.243711,0.049172,0.954412,0.079987,0.155219,0.067154,0.000000,0.209918,0.218583,0.115074,0.967389,0.224244,0.186571,0.054379,0.905759,0.227386,0.169276,0.093169,0.940290,,,,,,,,,,0.219889,0.201715,0.084418,0.206440,0.243742,0.049041,,,,0.210030,0.218605,0.115009,0.224356,0.186822,0.054638,0.227265,0.169071,0.093145
282,4.700000,0.615774,0.296461,0.263038,0.680988,0.080270,0.155980,0.068573,0.000181,0.219626,0.203442,0.087681,0.973071,0.206396,0.245488,0.052544,0.954412,0.080270,0.155984,0.068575,0.000000,0.209234,0.219929,0.118304,0.967389,0.224428,0.188440,0.057547,0.905759,0.227282,0.170899,0.096248,0.940290,,,,,,,,,,0.219649,0.203330,0.087635,0.206266,0.245502,0.052419,,,,0.209356,0.219969,0.118222,0.224548,0.188719,0.057843,0.227149,0.170679,0.096203
283,4.716667,0.615849,0.294565,0.268850,0.679472,0.080461,0.156853,0.070140,0.000180,0.219340,0.205068,0.090779,0.968795,0.206152,0.247256,0.055796,0.956844,0.080462,0.156856,0.070143,0.000000,0.208574,0.221292,0.121414,0.962644,0.224501,0.190291,0.060594,0.894241,0.227127,0.172520,0.099206,0.940039,,,,,,,,,,0.219361,0.204955,0.090731,0.206035,0.247269,0.055669,,,,0.208693,0.221315,0.121326,0.224596,0.190573,0.060894,0.227010,0.172314,0.099169
284,4.733333,0.616174,0.292573,0.275616,0.677323,0.080621,0.157711,0.071557,0.000190,0.218918,0.206819,0.093923,0.968795,0.205739,0.249189,0.059157,0.956844,0.080622,0.157714,0.071559,0.000000,0.207735,0.222708,0.124583,0.962644,0.224483,0.192329,0.063669,0.894241,0.226877,0.174263,0.102160,0.940039,,,,,,,,,,0.218935,0.206705,0.093881,0.205603,0.249213,0.059011,,,,0.207867,0.222749,0.124512,0.224603,0.192618,0.063966,0.226744,0.174020,0.102120
285,4.750000,0.617042,0.290408,0.283086,0.674378,0.080759,0.158611,0.072839,0.000183,0.218399,0.208659,0.097090,0.971163,0.205200,0.251275,0.062634,0.948355,0.080759,0.158614,0.072841,0.000000,0.206777,0.224133,0.127799,0.958588,0.224388,0.194533,0.066745,0.892141,0.226556,0.176088,0.105069,0.921003,,,,,,,,,,0.218442,0.208558,0.097053,0.205045,0.251286,0.062499,,,,0.206912,0.224193,0.127726,0.224526,0.194832,0.067024,0.226395,0.175818,0.105036
