Format Version,1.23,Take Name,danielle_circum_002,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-07 01.49.16.643 PM,Total Frames in Take,480,Total Exported Frames,480,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
146,2.433333,-0.319713,0.242801,0.850227,0.340506,-0.065365,0.141256,0.063207,0.000437,-0.182570,0.223806,0.024652,0.879478,-0.158263,0.228365,-0.026003,0.917732,-0.065368,0.141254,0.063205,0.000000,-0.201103,0.193343,0.017860,0.000000,-0.160989,0.249507,0.030125,0.923438,-0.186429,0.230255,0.058336,0.899841,,,,,,,,,,-0.182866,0.223575,0.024350,-0.158101,0.228334,-0.026288,,,,,,,-0.161053,0.249592,0.030412,-0.186231,0.230433,0.058635
147,2.450000,-0.321884,0.249133,0.846605,0.342906,-0.064938,0.141411,0.061986,0.000239,-0.181240,0.224585,0.022064,0.879478,-0.156749,0.228281,-0.028573,0.917732,-0.064941,0.141409,0.061984,0.000000,-0.200045,0.194219,0.015597,0.000000,-0.159431,0.250146,0.027278,0.923438,-0.185132,0.231492,0.055653,0.899841,,,,,,,,,,-0.181578,0.224283,0.021784,-0.156579,0.228399,-0.028576,,,,,,,-0.159501,0.250079,0.027285,-0.184895,0.231743,0.055929
148,2.466667,-0.321710,0.258670,0.842790,0.345394,-0.064626,0.141262,0.060589,0.000228,-0.179963,0.225288,0.019665,0.881140,-0.155591,0.227836,-0.031099,0.949251,-0.064629,0.141260,0.060587,0.000000,-0.199183,0.195068,0.013753,0.000000,-0.157806,0.250643,0.024395,0.963533,-0.183656,0.232792,0.053149,0.889497,,,,,,,,,,-0.180257,0.225028,0.019397,-0.155422,0.227941,-0.031139,,,,,,,-0.157912,0.250547,0.024423,-0.183426,0.233044,0.053429
149,2.483333,-0.321041,0.267464,0.838681,0.349300,-0.064504,0.140917,0.059244,0.000240,-0.178641,0.226135,0.017429,0.881140,-0.154366,0.227598,-0.033426,0.949251,-0.064507,0.140915,0.059242,0.000000,-0.198339,0.196136,0.011987,0.000000,-0.156083,0.251209,0.021750,0.963533,-0.182129,0.234161,0.050813,0.889497,,,,,,,,,,-0.178952,0.225862,0.017145,-0.154197,0.227709,-0.033435,,,,,,,-0.156180,0.251116,0.021756,-0.181890,0.234416,0.051099
150,2.500000,-0.319412,0.275497,0.835411,0.352373,-0.064221,0.140761,0.057719,0.000230,-0.177396,0.227001,0.015389,0.882672,-0.153343,0.227522,-0.035589,0.963747,-0.064224,0.140759,0.057717,0.000000,-0.197522,0.197207,0.010400,0.000000,-0.154484,0.251818,0.019303,0.981810,-0.180620,0.235476,0.048688,0.909988,,,,,,,,,,-0.177686,0.226737,0.015131,-0.153216,0.227583,-0.035624,,,,,,,-0.154516,0.251822,0.019368,-0.180424,0.235675,0.048915
151,2.516667,-0.317542,0.284137,0.832536,0.354002,-0.063726,0.140940,0.056146,0.000201,-0.176199,0.227873,0.013363,0.896998,-0.152476,0.227426,-0.037770,0.958681,-0.063729,0.140938,0.056143,0.000000,-0.196691,0.198244,0.008912,0.000000,-0.152984,0.252480,0.016790,0.963660,-0.179109,0.236837,0.046563,0.902924,,,,,,,,,,-0.176456,0.227665,0.013118,-0.152332,0.227502,-0.037794,,,,,,,-0.153095,0.252395,0.016829,-0.178885,0.237054,0.046795
152,2.533333,-0.310243,0.295468,0.830160,0.356765,-0.063477,0.140493,0.053642,0.000321,-0.175130,0.228838,0.011610,0.896998,-0.152302,0.227298,-0.039908,0.958681,-0.063479,0.140491,0.053639,0.000000,-0.196210,0.199521,0.007906,0.000000,-0.151431,0.253072,0.014311,0.963660,-0.177310,0.238288,0.044731,0.902924,,,,,,,,,,-0.175217,0.228636,0.011279,-0.148831,0.233886,-0.035157,,,,,,,-0.151464,0.253102,0.014490,-0.177189,0.238459,0.044883
153,2.550000,-0.310065,0.300260,0.826985,0.360277,-0.062873,0.140592,0.052406,0.000391,-0.173520,0.229860,0.009669,0.909505,-0.150696,0.227678,-0.041827,0.940279,-0.062876,0.140591,0.052404,0.000000,-0.194926,0.200754,0.006178,0.864155,-0.149553,0.253847,0.012197,0.965915,-0.175604,0.239583,0.042718,0.865191,,,,,,,,,,-0.173710,0.229698,0.009408,-0.150498,0.227811,-0.041850,,,,-0.195281,0.200346,0.006128,-0.149546,0.253944,0.012293,-0.175264,0.239925,0.042958
154,2.566667,-0.306965,0.308547,0.823445,0.364019,-0.062529,0.140197,0.050495,0.000293,-0.172046,0.230714,0.007477,0.909505,-0.149606,0.227594,-0.044140,0.940279,-0.062532,0.140195,0.050493,0.000000,-0.193929,0.201912,0.004457,0.864155,-0.147688,0.254347,0.009576,0.965915,-0.173754,0.240839,0.040426,0.865191,,,,,,,,,,-0.172111,0.230625,0.007416,-0.149637,0.227495,-0.044291,,,,,,,-0.147592,0.254535,0.009788,,,
155,2.583333,-0.305089,0.317734,0.819688,0.366166,-0.061666,0.140238,0.048903,0.000290,-0.170261,0.231540,0.005213,0.974613,-0.148187,0.227367,-0.046487,0.945270,-0.061669,0.140236,0.048901,0.000000,-0.192536,0.202986,0.002752,0.000000,-0.145586,0.254880,0.006814,0.919933,-0.171632,0.242170,0.038018,0.000000,,,,,,,,,,-0.170287,0.231480,0.005136,-0.148231,0.227244,-0.046663,,,,,,,-0.145516,0.255063,0.007067,,,
156,2.600000,-0.303476,0.326420,0.815215,0.369834,-0.061135,0.140080,0.047480,0.000327,-0.168470,0.232466,0.002961,0.974613,-0.146673,0.227243,-0.048761,0.945270,-0.061138,0.140079,0.047478,0.000000,-0.191197,0.204233,0.000977,0.000000,-0.143427,0.255437,0.004147,0.919933,-0.169541,0.243562,0.035623,0.000000,,,,,,,,,,-0.168546,0.232369,0.002900,-0.146710,0.227130,-0.048928,,,,,,,-0.143313,0.255647,0.004375,,,
157,2.616667,-0.301193,0.335429,0.811074,0.372733,-0.060363,0.140099,0.046109,0.000260,-0.166597,0.233434,0.000934,0.973170,-0.145194,0.227171,-0.050837,0.948774,-0.060366,0.140097,0.046107,0.000000,-0.189749,0.205515,-0.000521,0.000000,-0.141212,0.256046,0.001652,0.922237,-0.167307,0.244998,0.033443,0.000000,,,,,,,,,,-0.166611,0.233378,0.000844,-0.145250,0.227048,-0.050991,,,,,,,-0.141143,0.256225,0.001897,,,
158,2.633333,-0.298920,0.343710,0.807009,0.375828,-0.059486,0.140184,0.044852,0.000229,-0.164596,0.234485,-0.000942,0.973170,-0.143568,0.227261,-0.052741,0.948774,-0.059489,0.140182,0.044850,0.000000,-0.188158,0.206891,-0.001923,0.000000,-0.138882,0.256731,-0.000643,0.922237,-0.164961,0.246465,0.031422,0.000000,,,,,,,,,,-0.164731,0.234430,-0.001095,-0.143546,0.227143,-0.052892,,,,,,,-0.138873,0.256878,-0.000428,-0.164856,0.246490,0.031512
159,2.650000,-0.296021,0.351198,0.802866,0.380048,-0.059156,0.140086,0.043832,0.000163,-0.162937,0.235628,-0.002418,0.959904,-0.142290,0.227532,-0.054241,0.966686,-0.059159,0.140084,0.043830,0.000000,-0.186952,0.208416,-0.003001,0.000000,-0.136861,0.257451,-0.002472,0.949382,-0.162944,0.247942,0.029822,0.943819,,,,,,,,,,-0.163024,0.235631,-0.002553,-0.142203,0.227500,-0.054337,,,,,,,-0.137023,0.257391,-0.002367,-0.162781,0.248033,0.029949
160,2.666667,-0.292872,0.358513,0.798869,0.384060,-0.058768,0.140143,0.042982,0.000155,-0.161261,0.236883,-0.003649,0.959904,-0.141032,0.227953,-0.055500,0.966686,-0.058771,0.140141,0.042980,0.000000,-0.185711,0.210056,-0.003836,0.000000,-0.134840,0.258284,-0.004057,0.949382,-0.160893,0.249510,0.028468,0.943819,,,,,,,,,,-0.161316,0.236906,-0.003749,-0.140953,0.227918,-0.055604,,,,,,,-0.134990,0.258222,-0.003976,-0.160766,0.249584,0.028591
161,2.683333,-0.287788,0.367293,0.792637,0.392429,-0.059863,0.139219,0.042502,0.000530,-0.159962,0.238236,-0.004548,0.912480,-0.140258,0.228265,-0.056412,0.852892,-0.059866,0.139218,0.042500,0.000000,-0.185127,0.212077,-0.004350,0.668525,-0.132977,0.258911,-0.005300,0.947579,-0.159083,0.251156,0.027442,0.946021,,,,,,,,,,-0.159744,0.238153,-0.004809,-0.139775,0.228434,-0.056702,,,,-0.186175,0.211776,-0.003596,-0.133073,0.259094,-0.005337,-0.158870,0.251122,0.027440
162,2.700000,-0.285027,0.373542,0.788986,0.395888,-0.059475,0.139447,0.041803,0.000548,-0.158403,0.239457,-0.005625,0.912480,-0.139084,0.228775,-0.057492,0.852892,-0.059478,0.139446,0.041801,0.000000,-0.183929,0.213655,-0.005089,0.668525,-0.131136,0.259745,-0.006675,0.947579,-0.157193,0.252631,0.026251,0.946021,,,,,,,,,,-0.158200,0.239398,-0.005891,-0.138597,0.228928,-0.057800,,,,-0.184964,0.213345,-0.004350,-0.131233,0.259918,-0.006700,-0.156969,0.252607,0.026267
163,2.716667,-0.281036,0.380159,0.785551,0.399259,-0.059096,0.139523,0.040817,0.000509,-0.156871,0.240611,-0.006714,0.898721,-0.138082,0.229237,-0.058628,0.854201,-0.059099,0.139522,0.040815,0.000000,-0.182771,0.215196,-0.005794,0.680350,-0.129316,0.260484,-0.008116,0.950437,-0.155240,0.254017,0.025046,0.962526,,,,,,,,,,-0.156534,0.240669,-0.006931,-0.137604,0.229423,-0.058906,,,,-0.183746,0.214922,-0.005014,-0.129479,0.260529,-0.008219,-0.155110,0.253947,0.025019
164,2.733333,-0.276212,0.387416,0.781949,0.402705,-0.058571,0.139595,0.039683,0.000517,-0.155130,0.241844,-0.007848,0.898721,-0.136983,0.229739,-0.059826,0.854201,-0.058574,0.139593,0.039682,0.000000,-0.181424,0.216856,-0.006490,0.680350,-0.127274,0.261259,-0.009657,0.950437,-0.153006,0.255484,0.023782,0.962526,,,,,,,,,,-0.154806,0.241912,-0.008068,-0.136524,0.229927,-0.060093,,,,-0.182395,0.216546,-0.005731,-0.127416,0.261293,-0.009735,-0.152866,0.255444,0.023736
165,2.750000,-0.269647,0.395278,0.778500,0.406182,-0.057969,0.139499,0.038224,0.000559,-0.153281,0.243074,-0.008955,0.902926,-0.135978,0.230253,-0.061048,0.856111,-0.057972,0.139498,0.038222,0.000000,-0.179992,0.218567,-0.007086,0.697398,-0.125111,0.261979,-0.011248,0.954696,-0.150535,0.256916,0.022540,0.954118,,,,,,,,,,-0.152995,0.243152,-0.009206,-0.135511,0.230454,-0.061318,,,,-0.180926,0.218199,-0.006411,-0.125246,0.261953,-0.011366,-0.150377,0.256968,0.022619
166,2.766667,-0.263097,0.403492,0.775149,0.408802,-0.057207,0.139384,0.036629,0.000593,-0.151421,0.244104,-0.010225,0.902901,-0.135012,0.230552,-0.062423,0.858201,-0.057210,0.139382,0.036627,0.000000,-0.178502,0.220057,-0.007796,0.678562,-0.122978,0.262522,-0.013049,0.960412,-0.148038,0.258170,0.021108,0.950685,,,,,,,,,,-0.151134,0.244224,-0.010458,-0.134554,0.230720,-0.062714,,,,-0.179501,0.219652,-0.007095,-0.123111,0.262514,-0.013134,-0.147852,0.258213,0.021158
167,2.783333,-0.257256,0.410638,0.772869,0.409718,-0.055564,0.139463,0.034447,0.000220,-0.149146,0.244931,-0.011995,0.902901,-0.133577,0.230791,-0.064295,0.858201,-0.055567,0.139462,0.034445,0.000000,-0.176474,0.221224,-0.009031,0.678562,-0.120529,0.262990,-0.015329,0.960412,-0.145192,0.259193,0.019182,0.950685,,,,,,,,,,-0.149069,0.245080,-0.012057,-0.133452,0.230799,-0.064367,,,,-0.176562,0.221148,-0.009026,-0.120803,0.262818,-0.015336,-0.145032,0.259284,0.019319
168,2.800000,-0.251325,0.420759,0.767991,0.412296,-0.054519,0.139054,0.032592,0.000207,-0.146785,0.245573,-0.014084,0.963175,-0.132151,0.230456,-0.066380,0.965081,-0.054523,0.139053,0.032591,0.000000,-0.174493,0.222408,-0.010451,0.977893,-0.117893,0.263064,-0.018026,0.922653,-0.142171,0.260175,0.016844,0.938687,,,,,,,,,,-0.146710,0.245671,-0.014165,-0.132044,0.230432,-0.066467,,,,-0.174570,0.222365,-0.010463,-0.118176,0.262945,-0.017990,-0.141993,0.260264,0.016987
169,2.816667,-0.245076,0.432411,0.762286,0.414583,-0.053284,0.138465,0.030596,0.000197,-0.144156,0.245985,-0.016516,0.963175,-0.130579,0.229738,-0.068758,0.965081,-0.053287,0.138464,0.030594,0.000000,-0.172249,0.223425,-0.012105,0.977893,-0.114994,0.262844,-0.021157,0.922653,-0.138813,0.260996,0.014098,0.938687,,,,,,,,,,-0.144130,0.246073,-0.016582,-0.130461,0.229733,-0.068841,,,,-0.172330,0.223365,-0.012108,-0.115244,0.262719,-0.021133,-0.138626,0.261099,0.014225
170,2.833333,-0.238651,0.447069,0.756454,0.413463,-0.051145,0.138299,0.028751,0.000496,-0.141259,0.246183,-0.018981,0.896670,-0.128998,0.228551,-0.071099,0.847813,-0.051149,0.138298,0.028750,0.000000,-0.169606,0.224183,-0.013500,0.701738,-0.111937,0.262462,-0.024584,0.954043,-0.135063,0.261790,0.011171,0.964482,,,,,,,,,,-0.141162,0.246353,-0.019345,-0.128535,0.228744,-0.071445,,,,-0.170310,0.223908,-0.012577,-0.112030,0.262304,-0.024578,-0.134941,0.261817,0.011103
171,2.850000,-0.232504,0.457936,0.747581,0.421140,-0.050722,0.136860,0.027013,0.000201,-0.137958,0.246618,-0.021782,0.896670,-0.126610,0.227823,-0.073700,0.847813,-0.050726,0.136859,0.027012,0.000000,-0.166902,0.225557,-0.015759,0.701738,-0.108209,0.261931,-0.027844,0.954043,-0.131079,0.262500,0.008076,0.964482,,,,,,,,,,-0.137912,0.246627,-0.021932,-0.126400,0.227852,-0.073871,,,,-0.166938,0.225658,-0.015527,-0.108508,0.261800,-0.027798,-0.131001,0.262493,0.008119
172,2.866667,-0.225444,0.467744,0.741727,0.424537,-0.049152,0.136185,0.025155,0.000280,-0.134702,0.247149,-0.023899,0.860179,-0.124432,0.227478,-0.075717,0.941294,-0.049156,0.136184,0.025153,0.000000,-0.163999,0.226780,-0.017239,0.964359,-0.104721,0.261754,-0.030536,0.895270,-0.127101,0.263250,0.005666,0.957198,,,,,,,,,,-0.134632,0.247697,-0.023987,-0.124280,0.227380,-0.075866,,,,-0.163986,0.226689,-0.017129,-0.105057,0.261510,-0.030482,-0.126999,0.263134,0.005741
173,2.883333,-0.218136,0.475907,0.736867,0.427734,-0.047374,0.135434,0.023337,0.000260,-0.131378,0.247600,-0.025654,0.860179,-0.122148,0.227273,-0.077415,0.941294,-0.047378,0.135433,0.023336,0.000000,-0.160976,0.227864,-0.018443,0.964359,-0.101207,0.261559,-0.032798,0.895270,-0.123093,0.263811,0.003665,0.957198,,,,,,,,,,-0.131307,0.248123,-0.025719,-0.122020,0.227176,-0.077523,,,,-0.160956,0.227767,-0.018390,-0.101534,0.261328,-0.032772,-0.122984,0.263713,0.003760
174,2.900000,-0.210917,0.483638,0.731486,0.431899,-0.045837,0.134725,0.021626,0.000227,-0.128009,0.248217,-0.027417,0.878756,-0.119779,0.227266,-0.079098,0.959636,-0.045841,0.134724,0.021625,0.000000,-0.157934,0.229169,-0.019715,0.975940,-0.097634,0.261478,-0.035009,0.901244,-0.119064,0.264497,0.001669,0.953920,,,,,,,,,,-0.127965,0.248693,-0.027499,-0.119666,0.227174,-0.079168,,,,-0.157881,0.229091,-0.019696,-0.097964,0.261263,-0.034983,-0.118944,0.264407,0.001776
175,2.916667,-0.204927,0.491565,0.726176,0.434784,-0.044148,0.134373,0.020121,0.000310,-0.124795,0.248817,-0.029240,0.878756,-0.117492,0.227194,-0.080783,0.959636,-0.044152,0.134372,0.020119,0.000000,-0.154971,0.230391,-0.021026,0.975940,-0.094269,0.261451,-0.037288,0.901244,-0.115250,0.265231,-0.000421,0.953920,,,,,,,,,,-0.124680,0.249412,-0.029101,-0.117376,0.227079,-0.080898,,,,-0.154927,0.230284,-0.021068,-0.094641,0.261198,-0.037311,-0.115155,0.265111,-0.000380
176,2.933333,-0.199137,0.500423,0.719666,0.438180,-0.042534,0.134012,0.018728,0.000277,-0.121395,0.249406,-0.031302,0.862842,-0.115051,0.226986,-0.082631,0.955664,-0.042538,0.134011,0.018727,0.000000,-0.151845,0.231693,-0.022550,0.977720,-0.090709,0.261324,-0.039817,0.892823,-0.111232,0.265992,-0.002794,0.961656,,,,,,,,,,-0.121237,0.249931,-0.031291,-0.114945,0.226882,-0.082728,,,,-0.151809,0.231612,-0.022541,-0.091073,0.261099,-0.039820,-0.111168,0.265877,-0.002715
177,2.950000,-0.193552,0.509351,0.712812,0.441586,-0.040906,0.133647,0.017421,0.000167,-0.117933,0.249926,-0.033411,0.862842,-0.112545,0.226699,-0.084489,0.955664,-0.040910,0.133646,0.017420,0.000000,-0.148644,0.232947,-0.024127,0.977720,-0.087100,0.261110,-0.042380,0.892823,-0.107160,0.266683,-0.005229,0.961656,,,,,,,,,,-0.118016,0.250187,-0.033502,-0.112370,0.226669,-0.084566,,,,-0.148567,0.232951,-0.024049,-0.087403,0.260923,-0.042375,-0.107027,0.266636,-0.005144
178,2.966667,-0.187898,0.518239,0.705537,0.445354,-0.039288,0.133396,0.016229,0.000170,-0.114340,0.250573,-0.035490,0.933198,-0.109919,0.226549,-0.086292,0.959076,-0.039292,0.133396,0.016228,0.000000,-0.145310,0.234372,-0.025695,0.976213,-0.083365,0.260982,-0.044892,0.909005,-0.102954,0.267479,-0.007640,0.956843,,,,,,,,,,-0.114394,0.250818,-0.035580,-0.109775,0.226508,-0.086359,,,,-0.145222,0.234369,-0.025659,-0.083683,0.260808,-0.044865,-0.102812,0.267452,-0.007546
179,2.983333,-0.181716,0.526687,0.698583,0.448956,-0.037729,0.133259,0.014973,0.000157,-0.110842,0.251342,-0.037455,0.933198,-0.107432,0.226614,-0.087997,0.959076,-0.037733,0.133258,0.014972,0.000000,-0.142043,0.235913,-0.027159,0.976213,-0.079754,0.260986,-0.047288,0.909005,-0.098829,0.268344,-0.009929,0.956843,,,,,,,,,,-0.110925,0.251570,-0.037530,-0.107289,0.226577,-0.088075,,,,-0.141960,0.235905,-0.027114,-0.080040,0.260826,-0.047249,-0.098686,0.268321,-0.009861
180,3.000000,-0.175849,0.534967,0.692051,0.451611,-0.036118,0.133353,0.013743,0.000159,-0.107560,0.252148,-0.039376,0.944273,-0.105147,0.226750,-0.089642,0.957735,-0.036121,0.133353,0.013742,0.000000,-0.138934,0.237435,-0.028568,0.977903,-0.076402,0.261086,-0.049648,0.915568,-0.094940,0.269253,-0.012187,0.954749,,,,,,,,,,-0.107665,0.252335,-0.039439,-0.104987,0.226726,-0.089690,,,,-0.138849,0.237444,-0.028543,-0.076706,0.260939,-0.049634,-0.094776,0.269230,-0.012115
181,3.016667,-0.170001,0.543169,0.685168,0.454546,-0.034574,0.133522,0.012664,0.000158,-0.104234,0.253024,-0.041232,0.941399,-0.102819,0.226967,-0.091197,0.956523,-0.034577,0.133522,0.012663,0.000000,-0.135776,0.239059,-0.029933,0.979240,-0.073014,0.261225,-0.051920,0.914840,-0.091012,0.270213,-0.014384,0.957376,,,,,,,,,,-0.104316,0.253237,-0.041284,-0.102660,0.226933,-0.091259,,,,-0.135699,0.239059,-0.029902,-0.073319,0.261075,-0.051908,-0.090860,0.270184,-0.014313
182,3.033333,-0.163488,0.551390,0.677968,0.457821,-0.032985,0.133662,0.011698,0.000154,-0.100703,0.253945,-0.042929,0.941399,-0.100357,0.227269,-0.092586,0.956523,-0.032989,0.133661,0.011697,0.000000,-0.132409,0.240780,-0.031138,0.979240,-0.069433,0.261362,-0.054036,0.914840,-0.086845,0.271172,-0.016429,0.957376,,,,,,,,,,-0.100785,0.254138,-0.042997,-0.100203,0.227244,-0.092641,,,,-0.132314,0.240788,-0.031100,-0.069740,0.261219,-0.053998,-0.086703,0.271140,-0.016381
183,3.050000,-0.156378,0.558958,0.670617,0.461936,-0.031466,0.133700,0.010822,0.000153,-0.096981,0.254913,-0.044433,0.948781,-0.097721,0.227721,-0.093805,0.959706,-0.031470,0.133700,0.010821,0.000000,-0.128859,0.242594,-0.032202,0.977323,-0.065661,0.261503,-0.055915,0.919580,-0.082479,0.272097,-0.018251,0.958064,,,,,,,,,,-0.097062,0.255076,-0.044527,-0.097573,0.227688,-0.093860,,,,-0.128778,0.242606,-0.032163,-0.065958,0.261385,-0.055879,-0.082330,0.272073,-0.018177
184,3.066667,-0.148508,0.565966,0.663263,0.466594,-0.029987,0.133802,0.009997,0.000148,-0.093104,0.256067,-0.045728,0.948781,-0.094971,0.228469,-0.094844,0.959706,-0.029990,0.133802,0.009996,0.000000,-0.125149,0.244627,-0.033087,0.977323,-0.061747,0.261801,-0.057563,0.919580,-0.077943,0.273126,-0.019839,0.958064,,,,,,,,,,-0.093201,0.256206,-0.045847,-0.094822,0.228437,-0.094880,,,,-0.125046,0.244656,-0.033050,-0.062040,0.261695,-0.057545,-0.077805,0.273096,-0.019739
185,3.083333,-0.140730,0.571948,0.655846,0.472162,-0.028670,0.133973,0.009297,0.000144,-0.089144,0.257361,-0.046882,0.958700,-0.092065,0.229459,-0.095775,0.961842,-0.028674,0.133973,0.009297,0.000000,-0.121368,0.246816,-0.033922,0.972613,-0.057744,0.262225,-0.058989,0.918866,-0.073370,0.274226,-0.021234,0.963213,,,,,,,,,,-0.089200,0.257484,-0.046977,-0.091918,0.229434,-0.095807,,,,-0.121269,0.246850,-0.033891,-0.058052,0.262125,-0.058973,-0.073252,0.274194,-0.021152
186,3.100000,-0.132873,0.577554,0.648413,0.477846,-0.027351,0.134279,0.008599,0.000145,-0.085117,0.258762,-0.048013,0.958700,-0.089081,0.230613,-0.096690,0.961842,-0.027355,0.134279,0.008599,0.000000,-0.117502,0.249115,-0.034757,0.972613,-0.053691,0.262755,-0.060370,0.918866,-0.068744,0.275399,-0.022592,0.963213,,,,,,,,,,-0.085171,0.258874,-0.048121,-0.088936,0.230595,-0.096711,,,,-0.117402,0.249143,-0.034729,-0.053998,0.262655,-0.060360,-0.068628,0.275377,-0.022501
187,3.116667,-0.125805,0.582205,0.640872,0.484246,-0.026075,0.134652,0.007993,0.000153,-0.080967,0.260180,-0.049168,0.960942,-0.085839,0.231835,-0.097649,0.976031,-0.026079,0.134652,0.007992,0.000000,-0.113525,0.251426,-0.035718,0.991318,-0.049505,0.263312,-0.061680,0.930046,-0.064077,0.276562,-0.023921,0.944740,,,,,,,,,,-0.080982,0.260258,-0.049303,-0.085767,0.231776,-0.097670,,,,-0.113558,0.251415,-0.035714,-0.049747,0.263346,-0.061543,-0.063860,0.276521,-0.023906
188,3.133333,-0.117664,0.587960,0.632464,0.490355,-0.024674,0.134988,0.007270,0.000141,-0.076564,0.261508,-0.050505,0.960942,-0.082530,0.232934,-0.098729,0.976031,-0.024678,0.134988,0.007269,0.000000,-0.109252,0.253736,-0.036770,0.991318,-0.045116,0.263695,-0.063251,0.930046,-0.059066,0.277622,-0.025501,0.944740,,,,,,,,,,-0.076606,0.261564,-0.050643,-0.082452,0.232891,-0.098749,,,,-0.109271,0.253729,-0.036753,-0.045328,0.263709,-0.063146,-0.058873,0.277600,-0.025465
189,3.150000,-0.108864,0.593894,0.623070,0.497215,-0.023485,0.135135,0.006593,0.000148,-0.071999,0.262660,-0.051903,0.958117,-0.079136,0.233881,-0.099844,0.979441,-0.023489,0.135136,0.006592,0.000000,-0.104809,0.255975,-0.037888,0.991622,-0.040588,0.263810,-0.064872,0.942554,-0.053863,0.278453,-0.027149,0.950858,,,,,,,,,,-0.072032,0.262715,-0.052058,-0.079060,0.233852,-0.099848,,,,-0.104833,0.255957,-0.037874,-0.040797,0.263813,-0.064778,-0.053673,0.278443,-0.027100
190,3.166667,-0.100097,0.600579,0.613058,0.503433,-0.022131,0.135330,0.005909,0.000122,-0.067334,0.263642,-0.053510,0.958117,-0.075708,0.234608,-0.101096,0.979441,-0.022135,0.135330,0.005908,0.000000,-0.100212,0.258072,-0.039171,0.991622,-0.036009,0.263731,-0.066737,0.942554,-0.048538,0.279139,-0.029064,0.950858,,,,,,,,,,-0.067372,0.263697,-0.053611,-0.075621,0.234568,-0.101100,,,,-0.100242,0.258069,-0.039169,-0.036201,0.263737,-0.066714,-0.048364,0.279121,-0.028984
191,3.183333,-0.091880,0.608292,0.602746,0.508170,-0.020640,0.135622,0.005218,0.000178,-0.062899,0.264384,-0.055382,0.971199,-0.072558,0.235001,-0.102508,0.945534,-0.020644,0.135623,0.005218,0.000000,-0.095769,0.259905,-0.040647,0.995533,-0.031721,0.263441,-0.068919,0.955051,-0.043433,0.279658,-0.031323,0.950492,,,,,,,,,,-0.062875,0.264463,-0.055463,-0.072617,0.234849,-0.102653,,,,-0.095772,0.259897,-0.040663,-0.031835,0.263517,-0.068803,-0.043280,0.279663,-0.031197
192,3.200000,-0.085039,0.616063,0.591344,0.513369,-0.019341,0.135984,0.004657,0.000165,-0.058517,0.264928,-0.057604,0.971199,-0.069355,0.235109,-0.104198,0.945534,-0.019345,0.135984,0.004656,0.000000,-0.091379,0.261585,-0.042556,0.995533,-0.027485,0.262917,-0.071359,0.955051,-0.038448,0.280022,-0.033931,0.950492,,,,,,,,,,-0.058523,0.265031,-0.057716,-0.069399,0.234958,-0.104319,,,,-0.091386,0.261575,-0.042557,-0.027589,0.262992,-0.071258,-0.038287,0.280006,-0.033797
193,3.216667,-0.078075,0.624586,0.579234,0.517961,-0.017991,0.136266,0.003941,0.000179,-0.054156,0.265183,-0.060172,0.971172,-0.066261,0.234894,-0.106146,0.943052,-0.017995,0.136267,0.003941,0.000000,-0.086954,0.263016,-0.044772,0.995064,-0.023324,0.262072,-0.074170,0.950426,-0.033451,0.280109,-0.036944,0.951088,,,,,,,,,,-0.054139,0.265257,-0.060259,-0.066320,0.234726,-0.106288,,,,-0.086942,0.263029,-0.044780,-0.023446,0.262179,-0.074055,-0.033301,0.280082,-0.036821
194,3.233333,-0.070127,0.634791,0.565491,0.521865,-0.016694,0.136390,0.003253,0.000190,-0.049790,0.265041,-0.063014,0.971172,-0.063403,0.234223,-0.108207,0.943052,-0.016698,0.136390,0.003253,0.000000,-0.082435,0.264180,-0.047166,0.995064,-0.019252,0.260716,-0.077328,0.950426,-0.028343,0.279791,-0.040353,0.951088,,,,,,,,,,-0.049769,0.265072,-0.063093,-0.063474,0.234064,-0.108356,,,,-0.082425,0.264196,-0.047178,-0.019375,0.260836,-0.077190,-0.028180,0.279783,-0.040250
