Format Version,1.23,Take Name,danielle_nziz_001,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-07 01.49.03.460 PM,Total Frames in Take,395,Total Exported Frames,395,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
196,3.266667,0.028983,-0.360732,-0.700499,-0.615088,0.004056,0.240131,0.071591,0.000133,-0.020583,0.386518,0.072946,0.965148,-0.015711,0.384309,0.016831,0.962723,0.004052,0.240132,0.071589,0.000000,-0.056250,0.379950,0.074479,0.986603,0.013193,0.388010,0.069325,0.950147,-0.009169,0.385993,0.105512,0.956547,,,,0.004452,0.235362,0.074094,-0.020509,0.386635,0.072932,-0.015736,0.384225,0.016711,,,,-0.056227,0.379972,0.074437,0.013028,0.388075,0.069416,-0.009077,0.385874,0.105598
197,3.283333,0.033743,-0.363283,-0.699524,-0.614454,0.004060,0.240071,0.070979,0.000141,-0.021016,0.386390,0.070768,0.965148,-0.015960,0.383625,0.014694,0.962723,0.004057,0.240073,0.070977,0.000000,-0.056667,0.379731,0.072257,0.986603,0.012767,0.387946,0.067237,0.950147,-0.009703,0.386230,0.103373,0.956547,,,,0.004573,0.235574,0.073521,-0.020970,0.386505,0.070788,-0.015980,0.383549,0.014542,,,,-0.056640,0.379744,0.072214,0.012610,0.387994,0.067339,-0.009599,0.386130,0.103446
198,3.300000,0.036554,-0.365465,-0.698373,-0.614308,0.004009,0.239920,0.070220,0.000137,-0.021166,0.386216,0.068903,0.968941,-0.016040,0.383043,0.012857,0.959843,0.004005,0.239921,0.070219,0.000000,-0.056815,0.379544,0.070397,0.988818,0.012620,0.387769,0.065401,0.952492,-0.009893,0.386304,0.101522,0.957765,,,,0.004391,0.235269,0.072691,-0.021095,0.386318,0.068905,-0.016056,0.382958,0.012721,,,,-0.056807,0.379569,0.070362,0.012466,0.387840,0.065486,-0.009802,0.386190,0.101607
199,3.316667,0.038455,-0.367212,-0.697587,-0.614043,0.003975,0.239716,0.069320,0.000142,-0.021297,0.385986,0.067208,0.968941,-0.016148,0.382515,0.011182,0.959843,0.003971,0.239718,0.069319,0.000000,-0.056942,0.379298,0.068725,0.988818,0.012489,0.387543,0.063711,0.952492,-0.010036,0.386257,0.099830,0.957765,,,,0.004390,0.235067,0.071748,-0.021237,0.386090,0.067195,-0.016169,0.382429,0.011041,,,,-0.056928,0.379323,0.068684,0.012335,0.387614,0.063803,-0.009936,0.386143,0.099933
200,3.333333,0.042411,-0.369070,-0.696982,-0.613355,0.004062,0.239625,0.068677,0.000145,-0.021638,0.385797,0.065332,0.971848,-0.016323,0.381897,0.009349,0.957584,0.004058,0.239627,0.068675,0.000000,-0.057268,0.379015,0.066803,0.989257,0.012153,0.387428,0.061916,0.949390,-0.010469,0.386361,0.097982,0.955437,,,,,,,-0.021574,0.385888,0.065317,-0.016334,0.381809,0.009205,,,,-0.057261,0.379047,0.066775,0.011993,0.387507,0.062011,-0.010369,0.386247,0.098075
201,3.350000,0.047572,-0.371459,-0.695823,-0.612850,0.004033,0.239598,0.068357,0.000139,-0.022073,0.385651,0.063366,0.971848,-0.016522,0.381176,0.007449,0.957584,0.004030,0.239600,0.068355,0.000000,-0.057688,0.378782,0.064767,0.989257,0.011727,0.387344,0.060067,0.949390,-0.011036,0.386592,0.096052,0.955437,,,,0.004436,0.234947,0.070709,-0.022010,0.385757,0.063356,-0.016541,0.381083,0.007313,,,,-0.057676,0.378810,0.064728,0.011574,0.387424,0.060160,-0.010938,0.386473,0.096143
202,3.366667,0.052309,-0.373732,-0.694829,-0.612210,0.003995,0.239580,0.067936,0.000134,-0.022526,0.385499,0.061428,0.970340,-0.016769,0.380495,0.005577,0.960331,0.003991,0.239582,0.067934,0.000000,-0.058125,0.378537,0.062775,0.988416,0.011280,0.387261,0.058228,0.955139,-0.011604,0.386792,0.094141,0.958315,,,,0.003836,0.234750,0.068816,-0.022473,0.385604,0.061412,-0.016794,0.380411,0.005445,,,,-0.058111,0.378554,0.062734,0.011143,0.387322,0.058325,-0.011508,0.386692,0.094234
203,3.383333,0.055727,-0.375526,-0.694221,-0.611500,0.003946,0.239528,0.067319,0.000144,-0.022940,0.385326,0.059705,0.970340,-0.017054,0.379935,0.003903,0.960331,0.003942,0.239529,0.067317,0.000000,-0.058524,0.378280,0.061028,0.988416,0.010868,0.387153,0.056562,0.955139,-0.012091,0.386883,0.092430,0.958315,,,,,,,-0.022888,0.385443,0.059697,-0.017067,0.379843,0.003750,,,,-0.058508,0.378299,0.060997,0.010717,0.387218,0.056653,-0.011996,0.386774,0.092529
204,3.400000,0.057145,-0.376842,-0.693975,-0.610839,0.003845,0.239401,0.066452,0.000149,-0.023266,0.385128,0.058284,0.969237,-0.017377,0.379532,0.002503,0.954688,0.003841,0.239402,0.066451,0.000000,-0.058839,0.378033,0.059638,0.990993,0.010539,0.386995,0.055131,0.951926,-0.012415,0.386826,0.091002,0.955209,,,,,,,-0.023210,0.385237,0.058282,-0.017382,0.379439,0.002348,,,,-0.058839,0.378055,0.059610,0.010385,0.387067,0.055220,-0.012312,0.386716,0.091098
205,3.416667,0.057920,-0.378051,-0.693507,-0.610550,0.003637,0.239196,0.065460,0.000149,-0.023519,0.384890,0.056868,0.969237,-0.017660,0.379128,0.001101,0.954688,0.003633,0.239197,0.065458,0.000000,-0.059089,0.377789,0.058264,0.990993,0.010284,0.386756,0.053690,0.951926,-0.012650,0.386690,0.089575,0.955209,,,,,,,-0.023452,0.384997,0.056844,-0.017692,0.379028,0.000959,,,,-0.059079,0.377814,0.058213,0.010132,0.386838,0.053796,-0.012544,0.386575,0.089686
206,3.433333,0.059432,-0.379482,-0.692937,-0.610163,0.003405,0.238993,0.064464,0.000144,-0.023869,0.384626,0.055242,0.970442,-0.017999,0.378628,-0.000500,0.954617,0.003401,0.238994,0.064462,0.000000,-0.059434,0.377502,0.056663,0.988696,0.009932,0.386506,0.052060,0.953968,-0.013006,0.386575,0.087941,0.956147,,,,,,,-0.023813,0.384729,0.055239,-0.018015,0.378535,-0.000655,,,,-0.059416,0.377525,0.056629,0.009785,0.386578,0.052144,-0.012917,0.386470,0.088049
207,3.450000,0.062122,-0.381512,-0.692040,-0.609648,0.003217,0.238785,0.063563,0.000147,-0.024254,0.384313,0.053319,0.970442,-0.018321,0.377943,-0.002375,0.954617,0.003214,0.238786,0.063561,0.000000,-0.059810,0.377148,0.054755,0.988696,0.009548,0.386220,0.050157,0.953968,-0.013426,0.386501,0.086015,0.956147,,,,0.003239,0.234045,0.064587,-0.024195,0.384425,0.053303,-0.018341,0.377846,-0.002524,,,,-0.059802,0.377169,0.054716,0.009402,0.386294,0.050250,-0.013326,0.386392,0.086125
208,3.466667,0.066865,-0.383487,-0.690895,-0.609205,0.003086,0.238655,0.062786,0.000099,-0.024719,0.384007,0.051058,0.973823,-0.018548,0.377128,-0.004548,0.985791,0.003082,0.238656,0.062784,0.000000,-0.060261,0.376764,0.052422,0.989606,0.009090,0.385973,0.048012,0.956294,-0.014026,0.386533,0.083775,0.967762,,,,,,,-0.024675,0.384075,0.050991,-0.018541,0.377080,-0.004518,,,,-0.060254,0.376776,0.052383,0.008927,0.386011,0.048061,-0.013921,0.386463,0.083802
209,3.483333,0.071802,-0.386598,-0.689162,-0.608640,0.002882,0.238514,0.062120,0.000095,-0.025183,0.383661,0.048612,0.973823,-0.018841,0.376144,-0.006893,0.985791,0.002878,0.238515,0.062119,0.000000,-0.060715,0.376362,0.049960,0.989606,0.008630,0.385661,0.045638,0.956294,-0.014589,0.386592,0.081326,0.967762,,,,,,,-0.025137,0.383735,0.048568,-0.018805,0.376099,-0.006911,,,,-0.060723,0.376367,0.049948,0.008453,0.385686,0.045673,-0.014485,0.386532,0.081365
210,3.500000,0.076030,-0.389862,-0.687398,-0.608038,0.002612,0.238358,0.061429,0.000100,-0.025644,0.383305,0.046265,0.969410,-0.019199,0.375181,-0.009142,0.984491,0.002609,0.238359,0.061428,0.000000,-0.061167,0.375967,0.047636,0.993061,0.008171,0.385321,0.043324,0.957835,-0.015108,0.386614,0.078962,0.965424,,,,,,,-0.025588,0.383395,0.046204,-0.019181,0.375131,-0.009174,,,,-0.061183,0.375963,0.047614,0.008011,0.385345,0.043371,-0.015004,0.386554,0.079031
211,3.516667,0.077748,-0.392139,-0.686359,-0.607531,0.002283,0.238106,0.060286,0.000101,-0.026046,0.382945,0.044255,0.971854,-0.019633,0.374485,-0.011106,0.981293,0.002279,0.238107,0.060285,0.000000,-0.061565,0.375601,0.045694,0.993708,0.007767,0.384958,0.041280,0.954324,-0.015490,0.386458,0.076925,0.962155,,,,,,,-0.026004,0.383032,0.044197,-0.019612,0.374426,-0.011146,,,,-0.061570,0.375607,0.045670,0.007596,0.384995,0.041334,-0.015375,0.386387,0.076994
212,3.533333,0.078156,-0.393718,-0.685487,-0.607442,0.001887,0.237677,0.058921,0.000096,-0.026337,0.382486,0.042440,0.971854,-0.020003,0.373836,-0.012901,0.981293,0.001883,0.237678,0.058919,0.000000,-0.061861,0.375178,0.043949,0.993708,0.007473,0.384460,0.039414,0.954324,-0.015736,0.386101,0.075083,0.962155,,,,0.001592,0.232813,0.059774,-0.026307,0.382558,0.042393,-0.019964,0.373780,-0.012935,,,,-0.061880,0.375190,0.043936,0.007307,0.384502,0.039452,-0.015621,0.386030,0.075140
213,3.550000,0.079697,-0.395502,-0.684972,-0.606663,0.001683,0.237235,0.057589,0.000102,-0.026750,0.381923,0.040423,0.975014,-0.020436,0.373013,-0.014879,0.982258,0.001680,0.237236,0.057587,0.000000,-0.062263,0.374574,0.041989,0.990620,0.007056,0.383929,0.037368,0.953918,-0.016135,0.385710,0.073043,0.961779,,,,,,,-0.026709,0.382000,0.040374,-0.020423,0.372956,-0.014918,,,,-0.062268,0.374580,0.041952,0.006885,0.383967,0.037426,-0.016014,0.385646,0.073110
214,3.566667,0.082480,-0.398278,-0.684019,-0.605549,0.001508,0.236832,0.056486,0.000107,-0.027238,0.381316,0.038156,0.975014,-0.020921,0.371971,-0.017074,0.982258,0.001505,0.236833,0.056485,0.000000,-0.062734,0.373904,0.039791,0.990620,0.006563,0.383369,0.035075,0.953918,-0.016622,0.385390,0.070741,0.961779,,,,,,,-0.027205,0.381415,0.038112,-0.020896,0.371905,-0.017132,,,,-0.062735,0.373909,0.039773,0.006390,0.383407,0.035133,-0.016507,0.385313,0.070802
215,3.583333,0.086148,-0.401415,-0.682987,-0.604131,0.001434,0.236464,0.055344,0.000106,-0.027755,0.380672,0.035593,0.970551,-0.021393,0.370806,-0.019541,0.978141,0.001430,0.236465,0.055343,0.000000,-0.063228,0.373166,0.037293,0.995886,0.006041,0.382798,0.032501,0.954691,-0.017160,0.385097,0.068139,0.962099,,,,,,,-0.027719,0.380765,0.035531,-0.021372,0.370741,-0.019595,,,,-0.063229,0.373171,0.037277,0.005874,0.382837,0.032560,-0.017048,0.385025,0.068212
216,3.600000,0.090587,-0.405392,-0.681562,-0.602432,0.001366,0.236103,0.054361,0.000108,-0.028320,0.379956,0.032844,0.970551,-0.021916,0.369439,-0.022164,0.978141,0.001362,0.236104,0.054359,0.000000,-0.063768,0.372348,0.034631,0.995886,0.005468,0.382162,0.029730,0.954691,-0.017747,0.384816,0.065335,0.962099,,,,,,,-0.028278,0.380030,0.032777,-0.021886,0.369382,-0.022216,,,,-0.063804,0.372352,0.034623,0.005315,0.382202,0.029786,-0.017630,0.384756,0.065405
217,3.616667,0.094678,-0.409586,-0.680062,-0.600659,0.001279,0.235732,0.053266,0.000102,-0.028876,0.379218,0.030018,0.974053,-0.022472,0.368051,-0.024862,0.982660,0.001276,0.235733,0.053265,0.000000,-0.064298,0.371520,0.031921,0.995797,0.004903,0.381493,0.026855,0.952994,-0.018297,0.384507,0.062440,0.964517,,,,,,,-0.028833,0.379286,0.029953,-0.022439,0.367998,-0.024891,,,,-0.064304,0.371530,0.031909,0.004723,0.381528,0.026895,-0.018188,0.384446,0.062506
218,3.633333,0.098024,-0.413743,-0.678612,-0.598911,0.001166,0.235305,0.052053,0.000106,-0.029399,0.378443,0.027249,0.974053,-0.023053,0.366679,-0.027513,0.982660,0.001163,0.235306,0.052051,0.000000,-0.064797,0.370676,0.029295,0.995797,0.004369,0.380769,0.024006,0.952994,-0.018782,0.384122,0.059593,0.964517,,,,,,,-0.029379,0.378533,0.027178,-0.023025,0.366626,-0.027580,,,,-0.064774,0.370673,0.029297,0.004197,0.380782,0.024066,-0.018681,0.384075,0.059670
219,3.650000,0.100161,-0.417619,-0.677608,-0.597000,0.001154,0.234761,0.050615,0.000101,-0.029834,0.377596,0.024618,0.962212,-0.023630,0.365354,-0.030056,0.979620,0.001150,0.234762,0.050614,0.000000,-0.065207,0.369763,0.026844,0.981913,0.003918,0.379973,0.021248,0.949910,-0.019131,0.383592,0.056875,0.968973,,,,,,,-0.029815,0.377714,0.024525,-0.023610,0.365298,-0.030112,,,,-0.065136,0.369757,0.026853,0.003728,0.379972,0.021311,-0.019050,0.383536,0.056952
220,3.666667,0.102847,-0.421827,-0.676712,-0.594597,0.001278,0.234181,0.049245,0.000110,-0.030307,0.376633,0.021901,0.962212,-0.024234,0.363859,-0.032665,0.979620,0.001274,0.234182,0.049243,0.000000,-0.065645,0.368697,0.024322,0.981913,0.003425,0.379097,0.018398,0.949910,-0.019523,0.382994,0.054062,0.968973,,,,,,,-0.030303,0.376765,0.021812,-0.024219,0.363809,-0.032745,,,,-0.065551,0.368679,0.024339,0.003241,0.379071,0.018474,-0.019453,0.382957,0.054138
221,3.683333,0.107496,-0.426616,-0.674330,-0.593062,0.000780,0.233684,0.048211,0.001279,-0.031121,0.375660,0.018835,0.969679,-0.025030,0.362118,-0.035544,0.976290,0.000777,0.233685,0.048209,0.045947,-0.066440,0.367682,0.021377,0.992979,0.002605,0.378147,0.015289,0.950440,-0.020344,0.382505,0.050898,0.958611,,,,,,,-0.031093,0.375754,0.018764,-0.024982,0.362063,-0.035604,0.000560,0.230041,0.049322,-0.066466,0.367691,0.021370,0.002418,0.378187,0.015341,-0.020205,0.382455,0.050973
222,3.700000,0.112370,-0.432221,-0.672343,-0.590350,0.000714,0.233219,0.047180,0.001260,-0.031850,0.374583,0.015655,0.969679,-0.025807,0.360219,-0.038518,0.976290,0.000710,0.233220,0.047179,0.045947,-0.067130,0.366496,0.018392,0.992979,0.001858,0.377157,0.012004,0.950440,-0.021041,0.381973,0.047586,0.958611,,,,,,,-0.031834,0.374703,0.015568,-0.025724,0.360156,-0.038590,0.000516,0.229642,0.048178,-0.067182,0.366500,0.018416,0.001659,0.377192,0.012046,-0.020886,0.381912,0.047667
223,3.716667,0.117239,-0.437758,-0.670316,-0.587622,0.000772,0.232726,0.046138,0.001245,-0.032451,0.373443,0.012480,0.962573,-0.026448,0.358264,-0.041475,0.961456,0.000769,0.232727,0.046136,0.082411,-0.067692,0.365251,0.015410,0.982292,0.001239,0.376103,0.008724,0.950184,-0.021614,0.381375,0.044271,0.948848,,,,,,,-0.032447,0.373580,0.012419,-0.026355,0.358183,-0.041568,0.000506,0.229179,0.047039,-0.067759,0.365256,0.015430,0.001047,0.376148,0.008753,-0.021449,0.381304,0.044369
224,3.733333,0.120523,-0.442948,-0.668070,-0.585622,0.000657,0.232083,0.044928,0.001199,-0.032906,0.372286,0.009506,0.962573,-0.027033,0.356403,-0.044260,0.961456,0.000653,0.232084,0.044927,0.082411,-0.068124,0.364074,0.012648,0.982292,0.000768,0.374952,0.005617,0.950184,-0.021990,0.380657,0.041158,0.948848,,,,,,,-0.032896,0.372431,0.009429,-0.026924,0.356310,-0.044344,0.000540,0.228671,0.045698,-0.068182,0.364096,0.012691,0.000560,0.375010,0.005628,-0.021841,0.380558,0.041259
225,3.750000,0.122868,-0.447254,-0.666769,-0.583341,0.000542,0.231367,0.043227,0.001200,-0.033510,0.371115,0.006499,0.965994,-0.027790,0.354699,-0.047123,0.974925,0.000539,0.231368,0.043225,0.123898,-0.068695,0.362846,0.009852,0.982976,0.000143,0.373827,0.002461,0.956560,-0.022502,0.379837,0.038024,0.954208,,,,,,,-0.033463,0.371220,0.006427,-0.027776,0.354638,-0.047201,0.000493,0.228120,0.044541,-0.068748,0.362825,0.009816,-0.000014,0.373857,0.002530,-0.022353,0.379817,0.038130
226,3.766667,0.126429,-0.451614,-0.665630,-0.580515,0.000616,0.230731,0.041833,0.001142,-0.034168,0.369884,0.003566,0.968007,-0.028511,0.352868,-0.049876,0.981147,0.000612,0.230731,0.041832,0.155351,-0.069306,0.361495,0.007107,0.986229,-0.000538,0.372701,-0.000592,0.958777,-0.023119,0.379023,0.034958,0.961065,,,,,,,-0.034134,0.369990,0.003503,-0.028499,0.352818,-0.049931,0.000998,0.227833,0.043524,-0.069336,0.361471,0.007067,-0.000691,0.372717,-0.000533,-0.022987,0.379004,0.035038
227,3.783333,0.130486,-0.456375,-0.663742,-0.578050,0.000538,0.230093,0.040625,0.001142,-0.034813,0.368597,0.000566,0.968007,-0.029194,0.350889,-0.052654,0.981147,0.000534,0.230094,0.040623,0.155351,-0.069914,0.360133,0.004285,0.986229,-0.001201,0.371478,-0.003693,0.958777,-0.023739,0.378195,0.031811,0.961065,,,,,,,-0.034765,0.368695,0.000481,-0.029174,0.350876,-0.052620,0.000791,0.227150,0.042247,-0.069964,0.360092,0.004230,-0.001357,0.371469,-0.003674,-0.023604,0.378189,0.031881
228,3.800000,0.133628,-0.462083,-0.661751,-0.575073,0.000510,0.229425,0.039480,0.001221,-0.035448,0.367256,-0.002321,0.960718,-0.030020,0.348831,-0.055317,0.918224,0.000507,0.229425,0.039479,0.160582,-0.070506,0.358738,0.001678,0.991130,-0.001865,0.370178,-0.006776,0.944521,-0.024259,0.377317,0.028738,0.948377,,,,,,,-0.035379,0.367396,-0.002339,-0.030067,0.348663,-0.055594,0.000496,0.226324,0.040767,-0.070505,0.358741,0.001643,-0.002001,0.370271,-0.006627,-0.024145,0.377281,0.028906
229,3.816667,0.136883,-0.466704,-0.659589,-0.573056,0.000383,0.228655,0.038234,0.001200,-0.035942,0.365888,-0.005190,0.960718,-0.030599,0.346817,-0.057966,0.918224,0.000379,0.228656,0.038232,0.160582,-0.070974,0.357352,-0.001004,0.991130,-0.002376,0.368819,-0.009758,0.944521,-0.024703,0.376355,0.025716,0.948377,,,,,,,-0.035870,0.366055,-0.005214,-0.030658,0.346648,-0.058241,0.000503,0.225720,0.039663,-0.070985,0.357329,-0.001051,-0.002496,0.368895,-0.009609,-0.024585,0.376333,0.025899
230,3.833333,0.138882,-0.469361,-0.659065,-0.571005,0.000296,0.227798,0.036492,0.001148,-0.036569,0.364611,-0.007790,0.960995,-0.031279,0.345197,-0.060446,0.954250,0.000292,0.227798,0.036491,0.175726,-0.071564,0.355991,-0.003469,0.967486,-0.003022,0.367620,-0.012451,0.962282,-0.025297,0.375326,0.023019,0.970417,,,,,,,-0.036486,0.364677,-0.007904,-0.031304,0.345246,-0.060271,0.000323,0.224918,0.038096,-0.071593,0.355926,-0.003578,-0.003169,0.367590,-0.012435,-0.025180,0.375336,0.023036
231,3.850000,0.140950,-0.474362,-0.656534,-0.569277,0.000100,0.226811,0.035202,0.001191,-0.036933,0.363095,-0.010548,0.960995,-0.031848,0.343060,-0.062991,0.954250,0.000096,0.226811,0.035201,0.175726,-0.071910,0.354530,-0.005989,0.967486,-0.003404,0.366046,-0.015375,0.962282,-0.025539,0.374172,0.020088,0.970417,,,,,,,-0.036813,0.363249,-0.010544,-0.031917,0.342891,-0.063285,-0.000066,0.223813,0.036501,-0.071928,0.354506,-0.006031,-0.003529,0.366116,-0.015224,-0.025447,0.374171,0.020255
232,3.866667,0.143746,-0.477943,-0.654961,-0.567393,-0.000009,0.225791,0.033810,0.001187,-0.037439,0.361529,-0.013223,0.952893,-0.032399,0.340987,-0.065474,0.912272,-0.000012,0.225792,0.033808,0.207075,-0.072388,0.352928,-0.008518,0.988727,-0.003925,0.364510,-0.018139,0.946807,-0.026018,0.372936,0.017281,0.953340,,,,,,,-0.037311,0.361668,-0.013211,-0.032463,0.340817,-0.065774,0.000333,0.223016,0.035303,-0.072405,0.352922,-0.008560,-0.004063,0.364593,-0.018000,-0.025932,0.372938,0.017447
233,3.883333,0.145696,-0.481365,-0.652916,-0.566358,-0.000252,0.224571,0.032319,0.001178,-0.037753,0.359886,-0.015862,0.952893,-0.032805,0.338877,-0.067936,0.912272,-0.000255,0.224571,0.032318,0.207075,-0.072695,0.351331,-0.011020,0.988727,-0.004248,0.362819,-0.020862,0.946807,-0.026278,0.371564,0.014520,0.953340,,,,,,,-0.037596,0.360016,-0.015843,-0.032864,0.338707,-0.068189,-0.000216,0.221632,0.033615,-0.072729,0.351325,-0.011074,-0.004395,0.362910,-0.020752,-0.026194,0.371548,0.014685
234,3.900000,0.148185,-0.485496,-0.650569,-0.564885,-0.000266,0.223287,0.030868,0.001160,-0.037935,0.358052,-0.018704,0.934126,-0.033090,0.336479,-0.070556,0.911303,-0.000270,0.223288,0.030867,0.224897,-0.072863,0.349535,-0.013693,0.979181,-0.004442,0.360946,-0.023808,0.946506,-0.026401,0.370066,0.011524,0.959111,,,,,,,-0.037728,0.358209,-0.018661,-0.033183,0.336328,-0.070863,-0.000254,0.220552,0.032326,-0.072894,0.349527,-0.013770,-0.004587,0.361045,-0.023686,-0.026338,0.370104,0.011670
235,3.916667,0.152054,-0.489418,-0.648625,-0.562703,-0.000353,0.222321,0.029450,0.001143,-0.038504,0.356358,-0.021700,0.934126,-0.033636,0.334179,-0.073294,0.911303,-0.000357,0.222321,0.029448,0.224897,-0.073399,0.347789,-0.016554,0.979181,-0.005025,0.359299,-0.026871,0.946506,-0.026981,0.368771,0.008369,0.959111,,,,,,,-0.038496,0.356526,-0.021790,-0.033677,0.334005,-0.073550,-0.000594,0.219451,0.030847,-0.073381,0.347764,-0.016568,-0.005135,0.359362,-0.026718,-0.026853,0.368769,0.008561
236,3.933333,0.154672,-0.493488,-0.646094,-0.561346,-0.000594,0.221216,0.027932,0.001150,-0.038867,0.354668,-0.024638,0.955158,-0.034084,0.331918,-0.075991,0.916235,-0.000598,0.221216,0.027931,0.194591,-0.073751,0.346148,-0.019336,0.994413,-0.005399,0.357558,-0.029899,0.947011,-0.027295,0.367417,0.005272,0.939996,,,,,,,-0.038872,0.354817,-0.024738,-0.034126,0.331729,-0.076264,-0.000899,0.218316,0.029301,-0.073733,0.346136,-0.019342,-0.005501,0.357643,-0.029735,-0.027162,0.367413,0.005472
237,3.950000,0.157882,-0.497401,-0.642587,-0.561024,-0.000964,0.219934,0.026598,0.001136,-0.039001,0.352793,-0.027620,0.955158,-0.034227,0.329410,-0.078688,0.916235,-0.000967,0.219935,0.026596,0.194591,-0.073901,0.344393,-0.022233,0.994413,-0.005525,0.355567,-0.032898,0.947011,-0.027424,0.365889,0.002138,0.939996,,,,,,,-0.038988,0.352992,-0.027723,-0.034272,0.329242,-0.078964,-0.001034,0.217215,0.028031,-0.073909,0.344386,-0.022268,-0.005619,0.355685,-0.032773,-0.027284,0.365912,0.002340
238,3.966667,0.162814,-0.502146,-0.639909,-0.558442,-0.000902,0.218960,0.025435,0.001131,-0.039471,0.350842,-0.030755,0.944274,-0.034645,0.326708,-0.081468,0.917973,-0.000906,0.218960,0.025434,0.216977,-0.074336,0.342395,-0.025216,0.990673,-0.006009,0.353660,-0.036100,0.946706,-0.027922,0.364429,-0.001207,0.941023,,,,,,,-0.039481,0.351033,-0.030870,-0.034691,0.326531,-0.081740,-0.001162,0.216204,0.026900,-0.074310,0.342378,-0.025237,-0.006111,0.353756,-0.035939,-0.027780,0.364450,-0.001020
239,3.983333,0.168775,-0.507328,-0.636940,-0.555374,-0.001042,0.217984,0.024344,0.001097,-0.040271,0.348686,-0.034104,0.944274,-0.035338,0.323703,-0.084394,0.917973,-0.001046,0.217985,0.024342,0.216977,-0.075093,0.340165,-0.028409,0.990673,-0.006825,0.351575,-0.039507,0.946706,-0.028783,0.362838,-0.004798,0.941023,,,,,,,-0.040287,0.348936,-0.034160,-0.035374,0.323544,-0.084673,-0.001179,0.215484,0.025950,-0.075100,0.340166,-0.028456,-0.006949,0.351780,-0.039318,-0.028586,0.362805,-0.004775
240,4.000000,0.174905,-0.513119,-0.633890,-0.551634,-0.001096,0.217071,0.023421,0.001076,-0.041141,0.346443,-0.037383,0.917430,-0.036134,0.320560,-0.087208,0.917709,-0.001100,0.217071,0.023420,0.281686,-0.075907,0.337833,-0.031481,0.994842,-0.007719,0.349420,-0.042886,0.927580,-0.029694,0.361200,-0.008361,0.950455,,,,,,,-0.041191,0.346745,-0.037508,-0.036155,0.320414,-0.087502,-0.001156,0.214687,0.025021,-0.075905,0.337828,-0.031501,-0.007833,0.349636,-0.042731,-0.029503,0.361183,-0.008312
241,4.016667,0.180803,-0.518793,-0.630296,-0.548536,-0.001312,0.216115,0.022572,0.001086,-0.041920,0.344180,-0.040581,0.921481,-0.036841,0.317401,-0.089923,0.923652,-0.001315,0.216115,0.022571,0.270538,-0.076646,0.335540,-0.034495,0.990358,-0.008513,0.347189,-0.046163,0.935088,-0.030513,0.359516,-0.011845,0.948110,,,,,,,-0.041984,0.344452,-0.040722,-0.036873,0.317246,-0.090184,-0.001263,0.213721,0.024239,-0.076645,0.335535,-0.034533,-0.008612,0.347384,-0.046023,-0.030326,0.359509,-0.011754
242,4.033333,0.185609,-0.523800,-0.627152,-0.545768,-0.001555,0.215087,0.021686,0.001064,-0.042648,0.342003,-0.043440,0.921481,-0.037540,0.314463,-0.092358,0.923652,-0.001559,0.215087,0.021685,0.270538,-0.077339,0.333350,-0.037176,0.990358,-0.009258,0.345031,-0.049109,0.935088,-0.031258,0.357830,-0.014965,0.948110,,,,,,,-0.042728,0.342335,-0.043602,-0.037606,0.314330,-0.092700,-0.001112,0.213023,0.023423,-0.077336,0.333350,-0.037235,-0.009363,0.345225,-0.048990,-0.031098,0.357844,-0.014866
243,4.050000,0.188250,-0.527094,-0.625394,-0.543705,-0.001852,0.213773,0.020338,0.001084,-0.043343,0.339966,-0.045932,0.905041,-0.038261,0.311967,-0.094592,0.897699,-0.001856,0.213773,0.020336,0.294277,-0.078004,0.331297,-0.039523,0.985522,-0.009970,0.343012,-0.051691,0.934040,-0.031937,0.356091,-0.017631,0.946588,,,,,,,-0.043394,0.340296,-0.046114,-0.038323,0.311787,-0.094954,-0.001909,0.211493,0.022000,-0.077960,0.331263,-0.039539,-0.010045,0.343220,-0.051546,-0.031783,0.356150,-0.017495
