Format Version,1.23,Take Name,charlie_nziz_002,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-07 01.51.42.572 PM,Total Frames in Take,271,Total Exported Frames,271,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
236,3.933333,0.944411,0.108732,-0.215544,-0.223171,0.059557,0.107717,0.005653,0.000225,0.143671,0.150964,-0.108769,0.894118,0.180173,0.169931,-0.070228,0.969141,0.059561,0.107715,0.005652,0.000000,0.156910,0.117245,-0.111078,0.977538,0.130327,0.181421,-0.101661,0.945356,0.114560,0.151294,-0.127302,0.928051,,,,0.143925,0.151303,-0.108788,0.180195,0.169829,-0.070161,,,,0.156924,0.117234,-0.110990,0.130321,0.181225,-0.101759,0.114276,0.151263,-0.127340
237,3.950000,0.945618,0.106233,-0.214427,-0.220324,0.059437,0.107053,0.005938,0.000232,0.143977,0.149169,-0.108592,0.894118,0.180477,0.168240,-0.070101,0.969141,0.059440,0.107051,0.005937,0.000000,0.157076,0.115379,-0.110645,0.977538,0.130747,0.179729,-0.101718,0.945356,0.114906,0.149497,-0.127189,0.928051,,,,0.144239,0.149509,-0.108616,0.180487,0.168147,-0.070037,,,,0.157087,0.115373,-0.110554,0.130754,0.179508,-0.101814,0.114615,0.149479,-0.127225
238,3.966667,0.946719,0.103343,-0.213547,-0.217809,0.059342,0.106652,0.006135,0.000239,0.144250,0.147622,-0.108539,0.895526,0.180792,0.166752,-0.070117,0.970813,0.059345,0.106649,0.006134,0.000000,0.157183,0.113754,-0.110360,0.978026,0.131164,0.178290,-0.101876,0.937956,0.115207,0.147979,-0.127178,0.924818,,,,0.144519,0.147942,-0.108542,0.180825,0.166668,-0.070043,,,,0.157195,0.113739,-0.110274,0.131147,0.178067,-0.101982,0.114911,0.147982,-0.127228
239,3.983333,0.947611,0.101984,-0.212967,-0.215122,0.059388,0.106407,0.006166,0.000243,0.144538,0.146538,-0.108625,0.895526,0.181060,0.165828,-0.070265,0.970813,0.059392,0.106405,0.006165,0.000000,0.157410,0.112636,-0.110227,0.978026,0.131499,0.177270,-0.102163,0.937956,0.115522,0.146838,-0.127309,0.924818,,,,0.144812,0.146878,-0.108673,0.181093,0.165738,-0.070185,,,,0.157411,0.112646,-0.110118,0.131496,0.177021,-0.102252,0.115216,0.146827,-0.127360
240,4.000000,0.948531,0.100079,-0.212361,-0.212545,0.059326,0.106540,0.006202,0.000246,0.144736,0.145733,-0.108719,0.887376,0.181268,0.165144,-0.070429,0.970444,0.059329,0.106538,0.006202,0.000000,0.157510,0.111784,-0.110102,0.977781,0.131781,0.176541,-0.102457,0.937493,0.115745,0.146007,-0.127441,0.924619,,,,0.145020,0.146082,-0.108724,0.181291,0.165050,-0.070360,,,,0.157516,0.111768,-0.110015,0.131765,0.176313,-0.102559,0.115448,0.145995,-0.127490
241,4.016667,0.949013,0.099072,-0.212278,-0.210945,0.059320,0.106563,0.006207,0.000240,0.144813,0.145219,-0.108835,0.885449,0.181361,0.164721,-0.070606,0.970475,0.059324,0.106561,0.006207,0.000000,0.157540,0.111249,-0.110091,0.975892,0.131898,0.176068,-0.102689,0.938443,0.115827,0.145465,-0.127564,0.924414,,,,0.145099,0.145575,-0.108872,0.181381,0.164633,-0.070530,,,,0.157546,0.111221,-0.109998,0.131886,0.175840,-0.102781,0.115527,0.145453,-0.127604
242,4.033333,0.949262,0.098357,-0.212788,-0.209638,0.059372,0.106624,0.006253,0.000249,0.144785,0.144882,-0.108981,0.885449,0.181380,0.164474,-0.070844,0.970475,0.059375,0.106622,0.006252,0.000000,0.157490,0.110900,-0.110147,0.975892,0.131895,0.175757,-0.102916,0.938443,0.115782,0.145090,-0.127686,0.924414,,,,0.145090,0.145246,-0.109004,0.181406,0.164377,-0.070773,,,,0.157489,0.110877,-0.110052,0.131865,0.175527,-0.103012,0.115482,0.145076,-0.127732
243,4.050000,0.949404,0.098109,-0.213376,-0.208512,0.059392,0.106684,0.006295,0.000250,0.144688,0.144682,-0.109111,0.882840,0.181315,0.164374,-0.071056,0.968168,0.059395,0.106682,0.006295,0.000000,0.157399,0.110700,-0.110207,0.973660,0.131797,0.175569,-0.103108,0.937479,0.115667,0.144838,-0.127789,0.922022,,,,0.144982,0.145045,-0.109148,0.181348,0.164281,-0.070977,,,,0.157408,0.110671,-0.110106,0.131769,0.175338,-0.103201,0.115360,0.144828,-0.127839
244,4.066667,0.949298,0.097661,-0.214425,-0.208127,0.059397,0.106705,0.006413,0.000208,0.144453,0.144559,-0.109218,0.882840,0.181166,0.164284,-0.071263,0.968168,0.059400,0.106703,0.006412,0.000000,0.157154,0.110573,-0.110304,0.973660,0.131582,0.175455,-0.103221,0.937479,0.115392,0.144702,-0.127833,0.922022,,,,0.144608,0.144779,-0.109160,0.181228,0.164229,-0.071191,,,,0.157200,0.110571,-0.110246,0.131582,0.175265,-0.103323,0.115129,0.144728,-0.127920
245,4.083333,0.949012,0.097588,-0.215412,-0.208450,0.059388,0.106675,0.006356,0.000245,0.144195,0.144603,-0.109433,0.884676,0.180984,0.164316,-0.071545,0.965615,0.059391,0.106673,0.006355,0.000000,0.156901,0.110620,-0.110563,0.977075,0.131331,0.175494,-0.103394,0.935318,0.115096,0.144750,-0.127988,0.924993,,,,0.144474,0.144968,-0.109477,0.181017,0.164219,-0.071453,,,,0.156908,0.110602,-0.110473,0.131310,0.175262,-0.103506,0.114797,0.144731,-0.128012
246,4.100000,0.948754,0.097261,-0.216870,-0.208263,0.059348,0.106737,0.006430,0.000211,0.143805,0.144597,-0.109637,0.884676,0.180704,0.164340,-0.071872,0.965615,0.059351,0.106735,0.006429,0.000000,0.156511,0.110614,-0.110782,0.977075,0.130955,0.175490,-0.103580,0.935318,0.114650,0.144728,-0.128105,0.924993,,,,0.143970,0.144795,-0.109557,0.180756,0.164281,-0.071804,,,,0.156548,0.110654,-0.110731,0.130973,0.175288,-0.103693,0.114378,0.144751,-0.128190
247,4.116667,0.948406,0.097416,-0.218559,-0.208009,0.059383,0.106762,0.006376,0.000246,0.143419,0.144652,-0.109987,0.878741,0.180417,0.164461,-0.072353,0.970323,0.059386,0.106760,0.006375,0.000000,0.156161,0.110684,-0.111152,0.973183,0.130552,0.175534,-0.103906,0.935566,0.114205,0.144738,-0.128360,0.925975,,,,0.143719,0.145029,-0.110045,0.180441,0.164372,-0.072277,,,,0.156159,0.110648,-0.111051,0.130525,0.175292,-0.103991,0.113910,0.144727,-0.128393
248,4.133333,0.948143,0.097300,-0.220454,-0.207264,0.059361,0.106808,0.006387,0.000211,0.142941,0.144576,-0.110343,0.878741,0.180056,0.164484,-0.072878,0.970323,0.059365,0.106805,0.006386,0.000000,0.155711,0.110617,-0.111497,0.973183,0.130067,0.175456,-0.104270,0.935566,0.113660,0.144602,-0.128611,0.925975,,,,0.143111,0.144789,-0.110296,0.180107,0.164431,-0.072816,,,,0.155750,0.110633,-0.111429,0.130074,0.175247,-0.104361,0.113392,0.144635,-0.128697
249,4.150000,0.948052,0.097168,-0.222532,-0.205513,0.059347,0.106980,0.006391,0.000213,0.142441,0.144427,-0.110788,0.929336,0.179666,0.164527,-0.073534,0.974217,0.059350,0.106977,0.006390,0.000000,0.155255,0.110482,-0.111861,0.979096,0.129547,0.175311,-0.104782,0.947023,0.113093,0.144343,-0.128947,0.925403,,,,0.142622,0.144636,-0.110731,0.179713,0.164461,-0.073471,,,,0.155306,0.110499,-0.111798,0.129553,0.175126,-0.104884,0.112808,0.144368,-0.129030
250,4.166667,0.947983,0.096626,-0.224799,-0.203608,0.059298,0.107126,0.006375,0.000214,0.141873,0.144135,-0.111309,0.929336,0.179238,0.164422,-0.074298,0.974217,0.059302,0.107123,0.006374,0.000000,0.154709,0.110196,-0.112292,0.979096,0.128980,0.175035,-0.105382,0.947023,0.112450,0.143952,-0.129345,0.925403,,,,0.142034,0.144369,-0.111274,0.179281,0.164358,-0.074243,,,,0.154756,0.110208,-0.112219,0.128987,0.174820,-0.105476,0.112192,0.143986,-0.129414
251,4.183333,0.947705,0.096004,-0.227635,-0.202042,0.059340,0.107081,0.006403,0.000216,0.141245,0.143716,-0.111865,0.927508,0.178796,0.164167,-0.075133,0.974891,0.059343,0.107079,0.006403,0.000000,0.154100,0.109783,-0.112792,0.978116,0.128361,0.174629,-0.105981,0.941057,0.111724,0.143446,-0.129739,0.928912,,,,0.141420,0.143943,-0.111819,0.178843,0.164100,-0.075075,,,,0.154134,0.109822,-0.112722,0.128375,0.174413,-0.106074,0.111451,0.143462,-0.129820
252,4.200000,0.947710,0.095662,-0.229911,-0.199588,0.059264,0.107053,0.006373,0.000217,0.140646,0.143179,-0.112411,0.927508,0.178314,0.163874,-0.075937,0.974891,0.059267,0.107050,0.006372,0.000000,0.153545,0.109259,-0.113212,0.978116,0.127743,0.174105,-0.106638,0.941057,0.111055,0.142774,-0.130166,0.928912,,,,0.140810,0.143376,-0.112350,0.178371,0.163800,-0.075876,,,,0.153596,0.109314,-0.113143,0.127748,0.173897,-0.106748,0.110779,0.142803,-0.130247
253,4.216667,0.947899,0.094649,-0.232140,-0.196573,0.059224,0.107246,0.006413,0.000210,0.140123,0.142604,-0.112931,0.937310,0.177929,0.163553,-0.076746,0.977753,0.059228,0.107244,0.006413,0.000000,0.153030,0.108683,-0.113556,0.973448,0.127232,0.173563,-0.107314,0.947899,0.110462,0.142071,-0.130566,0.927848,,,,0.140270,0.142797,-0.112870,0.177974,0.163487,-0.076706,,,,0.153102,0.108699,-0.113480,0.127237,0.173372,-0.107397,0.110193,0.142118,-0.130660
254,4.233333,0.947874,0.094197,-0.234651,-0.193909,0.059289,0.107295,0.006458,0.000213,0.139608,0.142078,-0.113446,0.937310,0.177545,0.163286,-0.077549,0.977753,0.059292,0.107293,0.006457,0.000000,0.152559,0.108172,-0.113934,0.973448,0.126699,0.173051,-0.107948,0.947899,0.109869,0.141404,-0.130945,0.927848,,,,0.139756,0.142274,-0.113381,0.177587,0.163226,-0.077499,,,,0.152630,0.108187,-0.113871,0.126710,0.172851,-0.108049,0.109596,0.141453,-0.131023
255,4.250000,0.947890,0.094184,-0.236625,-0.191420,0.059250,0.107266,0.006396,0.000221,0.139111,0.141588,-0.113946,0.934660,0.177124,0.163051,-0.078283,0.973382,0.059254,0.107264,0.006395,0.000000,0.152125,0.107705,-0.114304,0.975165,0.126161,0.172565,-0.108565,0.938451,0.109316,0.140768,-0.131344,0.930977,,,,0.139252,0.141801,-0.113889,0.177184,0.162983,-0.078228,,,,0.152186,0.107739,-0.114234,0.126160,0.172343,-0.108671,0.109055,0.140812,-0.131421
256,4.266667,0.947881,0.093663,-0.238706,-0.189127,0.059233,0.107330,0.006435,0.000221,0.138614,0.141123,-0.114373,0.932544,0.176740,0.162797,-0.078958,0.973755,0.059236,0.107328,0.006434,0.000000,0.151658,0.107249,-0.114611,0.976111,0.125657,0.172114,-0.109098,0.940208,0.108756,0.140190,-0.131656,0.926910,,,,0.138777,0.141334,-0.114331,0.176806,0.162740,-0.078899,,,,0.151711,0.107272,-0.114535,0.125650,0.171892,-0.109187,0.108481,0.140235,-0.131744
257,4.283333,0.947886,0.093353,-0.240709,-0.186701,0.059255,0.107477,0.006463,0.000183,0.138173,0.140755,-0.114790,0.932544,0.176392,0.162661,-0.079619,0.973755,0.059258,0.107475,0.006462,0.000000,0.151261,0.106898,-0.114900,0.976111,0.125192,0.171756,-0.109629,0.940208,0.108257,0.139694,-0.131964,0.926910,,,,0.138290,0.140901,-0.114766,0.176404,0.162621,-0.079625,,,,0.151304,0.106894,-0.114825,0.125122,0.171477,-0.109733,0.108157,0.139872,-0.131953
258,4.300000,0.947877,0.093128,-0.242809,-0.184118,0.059226,0.107540,0.006502,0.000218,0.137656,0.140289,-0.115212,0.932580,0.175965,0.162445,-0.080297,0.977856,0.059229,0.107538,0.006501,0.000000,0.150797,0.106453,-0.115185,0.976874,0.124643,0.171296,-0.110171,0.938944,0.107680,0.139087,-0.132272,0.931364,,,,0.137822,0.140496,-0.115167,0.176021,0.162390,-0.080255,,,,0.150842,0.106478,-0.115108,0.124632,0.171065,-0.110248,0.107425,0.139140,-0.132359
259,4.316667,0.947760,0.093157,-0.244691,-0.182204,0.059226,0.107558,0.006498,0.000222,0.137204,0.139961,-0.115598,0.932580,0.175589,0.162319,-0.080895,0.977856,0.059230,0.107556,0.006497,0.000000,0.150403,0.106148,-0.115482,0.976874,0.124155,0.170966,-0.110636,0.938944,0.107175,0.138642,-0.132556,0.931364,,,,0.137368,0.140157,-0.115544,0.175639,0.162274,-0.080852,,,,0.150455,0.106174,-0.115410,0.124158,0.170724,-0.110719,0.106906,0.138708,-0.132644
260,4.333333,0.947692,0.093221,-0.245755,-0.181093,0.059051,0.107518,0.006317,0.000242,0.136772,0.139730,-0.115993,0.940585,0.175196,0.162206,-0.081411,0.974384,0.059054,0.107516,0.006316,0.000000,0.150007,0.105931,-0.115825,0.967601,0.123699,0.170732,-0.111077,0.930463,0.106713,0.138341,-0.132893,0.917028,,,,0.136925,0.139887,-0.115903,0.175282,0.162159,-0.081384,,,,0.150080,0.105974,-0.115727,0.123665,0.170467,-0.111153,0.106434,0.138454,-0.133034
261,4.350000,0.947565,0.093404,-0.247268,-0.179599,0.059027,0.107609,0.006320,0.000232,0.136378,0.139585,-0.116287,0.940585,0.174854,0.162227,-0.081871,0.974384,0.059030,0.107607,0.006319,0.000000,0.149670,0.105808,-0.116052,0.967601,0.123266,0.170580,-0.111429,0.930463,0.106278,0.138096,-0.133105,0.917028,,,,0.136541,0.139735,-0.116184,0.174926,0.162174,-0.081860,,,,0.149744,0.105840,-0.115958,0.123226,0.170345,-0.111495,0.106009,0.138202,-0.133247
262,4.366667,0.947446,0.095256,-0.248456,-0.177603,0.059047,0.107648,0.006324,0.000243,0.136084,0.139631,-0.116478,0.936431,0.174491,0.162568,-0.082180,0.973294,0.059050,0.107645,0.006323,0.000000,0.149543,0.105921,-0.116158,0.970746,0.122826,0.170575,-0.111698,0.930603,0.105971,0.137942,-0.133253,0.920259,,,,0.136234,0.139812,-0.116382,0.174584,0.162522,-0.082156,,,,0.149606,0.105954,-0.116065,0.122786,0.170310,-0.111768,0.105704,0.138040,-0.133398
263,4.383333,0.947212,0.097463,-0.249836,-0.175707,0.059135,0.107771,0.006403,0.000239,0.135795,0.139860,-0.116606,0.936431,0.174126,0.163107,-0.082431,0.973294,0.059138,0.107769,0.006402,0.000000,0.149446,0.106229,-0.116218,0.970746,0.122369,0.170742,-0.111888,0.930603,0.105665,0.137956,-0.133329,0.920259,,,,0.135917,0.140088,-0.116533,0.174214,0.163067,-0.082406,,,,0.149504,0.106227,-0.116128,0.122335,0.170466,-0.111952,0.105431,0.138046,-0.133453
264,4.400000,0.946696,0.099951,-0.251455,-0.174778,0.059265,0.107799,0.006452,0.000207,0.135457,0.140255,-0.116752,0.938271,0.173729,0.163747,-0.082679,0.982264,0.059268,0.107797,0.006451,0.000000,0.149305,0.106704,-0.116373,0.977253,0.121862,0.171061,-0.112023,0.913961,0.105301,0.138164,-0.133405,0.955730,,,,0.135529,0.140489,-0.116721,0.173736,0.163694,-0.082725,,,,0.149329,0.106669,-0.116292,0.121768,0.170740,-0.112104,0.105291,0.138340,-0.133389
265,4.416667,0.946200,0.102226,-0.253252,-0.173546,0.059185,0.107868,0.006415,0.000245,0.134872,0.140584,-0.117032,0.938271,0.173098,0.164339,-0.083092,0.982264,0.059189,0.107866,0.006414,0.000000,0.148910,0.107112,-0.116643,0.977253,0.121115,0.171319,-0.112310,0.913961,0.104685,0.138299,-0.133603,0.955730,,,,0.135020,0.140778,-0.116948,0.173171,0.164307,-0.083079,,,,0.148973,0.107116,-0.116551,0.121077,0.171023,-0.112379,0.104439,0.138429,-0.133723
266,4.433333,0.945774,0.104706,-0.254542,-0.172500,0.059011,0.107884,0.006273,0.000254,0.134313,0.140931,-0.117321,0.921188,0.172456,0.164935,-0.083461,0.967672,0.059015,0.107882,0.006272,0.000000,0.148544,0.107541,-0.116927,0.966723,0.120387,0.171590,-0.112603,0.933231,0.104114,0.138459,-0.133842,0.904008,,,,0.134451,0.141192,-0.117210,0.172579,0.164912,-0.083491,,,,0.148561,0.107547,-0.116795,0.120365,0.171334,-0.112530,0.103857,0.138471,-0.134128
267,4.450000,0.945247,0.106511,-0.256265,-0.171732,0.058883,0.107982,0.006253,0.000282,0.133696,0.141279,-0.117571,0.921188,0.171823,0.165479,-0.083833,0.967672,0.058887,0.107980,0.006252,0.000000,0.148079,0.107954,-0.117192,0.966723,0.119644,0.171879,-0.112836,0.933231,0.103463,0.138659,-0.134007,0.904008,,,,0.133820,0.141551,-0.117417,0.171978,0.165460,-0.083866,,,,0.148108,0.107969,-0.117050,0.119618,0.171577,-0.112770,0.103179,0.138693,-0.134336
268,4.466667,0.944137,0.109166,-0.258830,-0.172326,0.059031,0.107635,0.006177,0.000272,0.133073,0.141654,-0.117913,0.921207,0.171214,0.165998,-0.084295,0.964721,0.059034,0.107633,0.006176,0.000000,0.147651,0.108412,-0.117678,0.960635,0.118865,0.172160,-0.113042,0.928453,0.102779,0.138895,-0.134216,0.899860,,,,0.133155,0.141906,-0.117744,0.171338,0.165945,-0.084336,,,,0.147725,0.108452,-0.117545,0.118862,0.171875,-0.113018,0.102503,0.138940,-0.134501
269,4.483333,0.943265,0.110783,-0.262010,-0.171257,0.059255,0.107763,0.006404,0.000297,0.132426,0.141946,-0.118157,0.921207,0.170637,0.166529,-0.084794,0.964721,0.059259,0.107761,0.006403,0.000000,0.147168,0.108776,-0.117953,0.960635,0.118097,0.172390,-0.113253,0.928453,0.102055,0.139013,-0.134283,0.899860,,,,0.132591,0.142248,-0.117973,0.170743,0.166438,-0.084764,,,,0.147232,0.108832,-0.117888,0.118117,0.172184,-0.113328,0.101700,0.138952,-0.134487
270,4.500000,0.942397,0.112946,-0.264326,-0.171065,0.059413,0.107654,0.006484,0.000319,0.131902,0.142282,-0.118353,0.878014,0.170120,0.167045,-0.085131,0.970401,0.059416,0.107652,0.006483,0.000000,0.146816,0.109189,-0.118227,0.983444,0.117436,0.172649,-0.113374,0.934286,0.101481,0.139201,-0.134358,0.896749,,,,0.132085,0.142639,-0.118075,0.170204,0.166963,-0.085146,,,,0.146855,0.109220,-0.118184,0.117462,0.172396,-0.113441,0.101148,0.139148,-0.134596
