Format Version,1.23,Take Name,charlie_nziz_002,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-07 01.51.42.572 PM,Total Frames in Take,271,Total Exported Frames,271,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
84,1.400000,0.367423,0.749893,0.211931,-0.507687,0.029636,0.228548,0.154170,0.000628,-0.021414,0.336133,0.242811,0.873641,-0.025495,0.296507,0.282694,0.911741,0.029638,0.228549,0.154172,0.697113,0.012846,0.345858,0.249829,0.699135,-0.051554,0.322363,0.235186,0.632242,-0.030522,0.352688,0.213932,0.928448,,,,-0.021527,0.336551,0.243071,-0.025714,0.296306,0.282886,0.030563,0.227924,0.153701,0.013326,0.345208,0.248937,-0.052397,0.323291,0.235955,-0.030730,0.352846,0.214049
85,1.416667,0.370719,0.750422,0.207335,-0.506405,0.029979,0.229876,0.152143,0.000636,-0.020820,0.338487,0.239670,0.873641,-0.024826,0.299321,0.280012,0.911741,0.029982,0.229877,0.152146,0.697113,0.013460,0.348277,0.246497,0.699135,-0.050984,0.324645,0.232271,0.632242,-0.029989,0.354716,0.210624,0.928448,,,,-0.020918,0.338934,0.239933,-0.025026,0.299142,0.280190,0.030892,0.229251,0.151694,0.013966,0.347572,0.245610,-0.051847,0.325493,0.232984,-0.030204,0.354902,0.210743
86,1.433333,0.374654,0.750952,0.202234,-0.504784,0.030258,0.231037,0.150066,0.000652,-0.020217,0.340835,0.236289,0.873292,-0.024164,0.302203,0.277149,0.911833,0.030261,0.231038,0.150069,0.700594,0.014089,0.350677,0.242905,0.713599,-0.050413,0.326929,0.229146,0.662712,-0.029441,0.356692,0.207057,0.909658,,,,-0.020184,0.341298,0.236494,-0.024387,0.302027,0.277359,0.031179,0.230410,0.149626,0.014543,0.350018,0.242085,-0.051330,0.327697,0.229770,-0.029687,0.356893,0.207229
87,1.450000,0.377900,0.751882,0.196480,-0.503249,0.030685,0.232280,0.148058,0.000582,-0.019698,0.343177,0.232918,0.873292,-0.023508,0.305094,0.274303,0.911833,0.030688,0.232281,0.148061,0.700594,0.014614,0.353142,0.239318,0.713599,-0.049896,0.329146,0.226034,0.662712,-0.029007,0.358631,0.203497,0.909658,,,,-0.019695,0.343673,0.233090,-0.023830,0.304971,0.274457,0.031593,0.231666,0.147610,0.015026,0.352486,0.238512,-0.050515,0.329670,0.226715,-0.029247,0.358873,0.203636
88,1.466667,0.391363,0.743501,0.193746,-0.506462,0.027073,0.232253,0.144958,0.000755,-0.019037,0.345250,0.229476,0.833878,-0.022840,0.307751,0.271391,0.926442,0.027076,0.232254,0.144960,0.595974,0.015616,0.354508,0.235050,0.933943,-0.049679,0.331828,0.223384,0.940950,-0.028605,0.360566,0.200066,0.951366,,,,-0.019042,0.345862,0.229735,-0.023056,0.307610,0.271533,0.027589,0.230993,0.144090,0.015698,0.354754,0.235000,-0.049834,0.331763,0.223549,-0.028649,0.360746,0.200124
89,1.483333,0.384246,0.752703,0.186647,-0.500955,0.031786,0.234714,0.143588,0.000562,-0.018132,0.347553,0.226132,0.833878,-0.021703,0.310441,0.268412,0.926442,0.031789,0.234716,0.143591,0.595974,0.016214,0.357663,0.232106,0.933943,-0.048367,0.333365,0.219747,0.940950,-0.027610,0.362319,0.196413,0.951366,,,,-0.018259,0.348012,0.226355,-0.021978,0.310328,0.268543,0.032680,0.234082,0.143163,0.016665,0.356975,0.231287,-0.048947,0.333929,0.220391,-0.027813,0.362579,0.196532
90,1.500000,0.388263,0.752747,0.181119,-0.499819,0.032238,0.235646,0.141462,0.000549,-0.017252,0.349613,0.222704,0.857439,-0.020685,0.313068,0.265485,0.916035,0.032240,0.235648,0.141465,0.694948,0.017127,0.359770,0.228406,0.730108,-0.047524,0.335370,0.216628,0.766075,-0.026835,0.363993,0.192830,0.902207,,,,-0.017363,0.350116,0.222949,-0.020974,0.312932,0.265591,0.033164,0.234973,0.141041,0.017578,0.359113,0.227678,-0.048007,0.335952,0.217180,-0.027136,0.364212,0.192949
91,1.516667,0.402009,0.744191,0.179376,-0.502387,0.028944,0.235508,0.138441,0.000747,-0.016188,0.351556,0.219273,0.826974,-0.019710,0.315581,0.262528,0.936045,0.028947,0.235510,0.138443,0.585790,0.018531,0.360921,0.224218,0.928624,-0.046911,0.338001,0.213926,0.965083,-0.025978,0.365838,0.189420,0.955813,,,,-0.016270,0.352163,0.219596,-0.019901,0.315452,0.262638,0.029467,0.234178,0.137606,0.018689,0.361156,0.224181,-0.047004,0.338027,0.214027,-0.026103,0.365956,0.189461
92,1.533333,0.396631,0.752387,0.173117,-0.496617,0.033584,0.237502,0.137166,0.000550,-0.014828,0.353587,0.216023,0.826974,-0.018273,0.318046,0.259641,0.936045,0.033586,0.237504,0.137169,0.585790,0.019638,0.363662,0.221330,0.928624,-0.045215,0.339395,0.210416,0.965083,-0.024470,0.367342,0.185875,0.955813,,,,-0.014942,0.354075,0.216262,-0.018543,0.317880,0.259720,0.034517,0.236793,0.136778,0.020071,0.363027,0.220638,-0.045714,0.340040,0.210976,-0.024775,0.367577,0.185984
93,1.550000,0.411970,0.742661,0.169970,-0.499846,0.030318,0.237015,0.134314,0.000742,-0.013226,0.355424,0.212551,0.850310,-0.016625,0.320591,0.256740,0.936401,0.030321,0.237016,0.134317,0.564483,0.021605,0.364647,0.216949,0.959488,-0.044095,0.341973,0.207822,0.974297,-0.023178,0.369016,0.182430,0.962290,,,,-0.013362,0.355926,0.212849,-0.016737,0.320684,0.256948,0.030839,0.235689,0.133316,0.021719,0.364755,0.216988,-0.044195,0.341958,0.207842,-0.023260,0.369135,0.182473
94,1.566667,0.408724,0.749423,0.163722,-0.494474,0.034432,0.238620,0.133006,0.000581,-0.011695,0.357351,0.209251,0.850310,-0.015056,0.323034,0.253844,0.936401,0.034435,0.238622,0.133009,0.564483,0.022947,0.367146,0.213899,0.959488,-0.042309,0.343383,0.204368,0.974297,-0.021520,0.370411,0.178854,0.962290,,,,-0.011858,0.357772,0.209480,-0.015250,0.323053,0.254006,0.035513,0.237822,0.132483,0.023272,0.366503,0.213402,-0.042784,0.343916,0.204724,-0.021791,0.370646,0.178972
95,1.583333,0.412866,0.749348,0.159597,-0.492492,0.035425,0.239300,0.130975,0.000562,-0.010224,0.359059,0.205887,0.874471,-0.013600,0.325283,0.250891,0.936758,0.035428,0.239302,0.130977,0.667057,0.024453,0.368809,0.210356,0.753497,-0.040887,0.345121,0.201226,0.786636,-0.020069,0.371784,0.175355,0.896434,,,,-0.010375,0.359482,0.206112,-0.013794,0.325272,0.251054,0.036419,0.238539,0.130520,0.024832,0.368090,0.209798,-0.041377,0.345711,0.201600,-0.020363,0.372051,0.175472
96,1.600000,0.420328,0.747987,0.155324,-0.489606,0.035540,0.239564,0.129235,0.000607,-0.008806,0.360891,0.202386,0.874471,-0.012351,0.327857,0.247925,0.936758,0.035542,0.239565,0.129238,0.667057,0.025971,0.370396,0.206602,0.753497,-0.039607,0.347159,0.198032,0.786636,-0.018627,0.373224,0.171686,0.896434,,,,-0.008985,0.361358,0.202612,-0.012520,0.327718,0.248033,0.036591,0.238676,0.128841,0.026297,0.369836,0.206116,-0.040069,0.347753,0.198375,-0.018919,0.373521,0.171790
97,1.616667,0.424933,0.748275,0.152266,-0.486140,0.036092,0.240260,0.127464,0.000597,-0.007783,0.362670,0.199078,0.861029,-0.011550,0.330207,0.245007,0.924729,0.036095,0.240261,0.127467,0.632702,0.027032,0.372062,0.203230,0.802458,-0.038643,0.349032,0.194844,0.786363,-0.017502,0.374678,0.168216,0.888967,,,,-0.007941,0.363158,0.199292,-0.011777,0.330010,0.245022,0.037168,0.239318,0.127126,0.027376,0.371559,0.202727,-0.039067,0.349653,0.195250,-0.017820,0.374963,0.168337
98,1.633333,0.427912,0.749238,0.147491,-0.483509,0.037268,0.240958,0.125732,0.000523,-0.006626,0.364250,0.195805,0.861029,-0.010382,0.332366,0.242139,0.924729,0.037270,0.240960,0.125735,0.632702,0.028188,0.373700,0.199836,0.802458,-0.037483,0.350554,0.191746,0.786363,-0.016350,0.375867,0.164796,0.888967,,,,-0.006711,0.364740,0.196006,-0.010547,0.332202,0.242171,0.038253,0.240105,0.125418,0.028374,0.373048,0.199336,-0.037902,0.351259,0.192178,-0.016645,0.376172,0.164890
99,1.650000,0.433010,0.747603,0.143528,-0.482692,0.037700,0.241389,0.123648,0.000525,-0.005155,0.365688,0.192576,0.864001,-0.008839,0.334340,0.239280,0.937963,0.037703,0.241391,0.123650,0.650435,0.029731,0.374991,0.196320,0.805779,-0.036106,0.352117,0.188830,0.778013,-0.014979,0.377014,0.161491,0.891615,,,,-0.005283,0.366177,0.192778,-0.009000,0.334152,0.239290,0.038711,0.240471,0.123344,0.029905,0.374397,0.195851,-0.036467,0.352818,0.189240,-0.015271,0.377321,0.161582
100,1.666667,0.438557,0.745765,0.139184,-0.481799,0.037983,0.241706,0.121493,0.000574,-0.003733,0.367082,0.189156,0.864001,-0.007330,0.336323,0.236257,0.937963,0.037986,0.241707,0.121495,0.650435,0.031229,0.376221,0.192586,0.805779,-0.034785,0.353652,0.185754,0.778013,-0.013671,0.378090,0.157993,0.891615,,,,-0.003838,0.367583,0.189351,-0.007489,0.336155,0.236274,0.039086,0.240664,0.121158,0.031362,0.375679,0.192167,-0.035126,0.354277,0.186107,-0.013954,0.378392,0.158080
101,1.683333,0.444343,0.744688,0.133542,-0.479756,0.038407,0.242005,0.119499,0.000586,-0.002413,0.368610,0.185399,0.864194,-0.005937,0.338601,0.232987,0.943755,0.038409,0.242007,0.119502,0.601654,0.032606,0.377635,0.188530,0.845043,-0.033543,0.355276,0.182345,0.813741,-0.012442,0.379182,0.154115,0.891297,,,,-0.002520,0.369106,0.185594,-0.006079,0.338426,0.232979,0.039490,0.240880,0.119183,0.032724,0.377151,0.188161,-0.033848,0.355879,0.182660,-0.012730,0.379497,0.154195
102,1.700000,0.449908,0.744928,0.126348,-0.476132,0.038920,0.242384,0.117758,0.000586,-0.001482,0.370327,0.181288,0.864194,-0.004961,0.341251,0.229454,0.943755,0.038922,0.242385,0.117760,0.601654,0.033564,0.379335,0.184165,0.845043,-0.032647,0.357004,0.178562,0.813741,-0.011560,0.380313,0.149827,0.891297,,,,-0.001601,0.370806,0.181486,-0.005099,0.341071,0.229445,0.040034,0.241243,0.117473,0.033681,0.378844,0.183788,-0.032962,0.357629,0.178861,-0.011837,0.380634,0.149905
103,1.716667,0.453963,0.746651,0.117640,-0.471795,0.040104,0.242594,0.116021,0.000629,-0.000598,0.371745,0.176860,0.810453,-0.003964,0.343686,0.225634,0.959196,0.040106,0.242596,0.116024,0.694035,0.034424,0.380906,0.179518,0.868079,-0.031729,0.358283,0.174441,0.000000,-0.010726,0.381035,0.145203,0.826967,,,,-0.000738,0.372434,0.177143,-0.004111,0.343682,0.225707,0.040689,0.241561,0.115728,0.034555,0.380489,0.179223,,,,-0.011050,0.381619,0.145387
104,1.733333,0.461587,0.744388,0.110275,-0.469748,0.039807,0.242823,0.113948,0.000606,0.000462,0.373418,0.172554,0.810453,-0.002725,0.346340,0.221891,0.959196,0.039809,0.242825,0.113950,0.694035,0.035566,0.382383,0.174770,0.868079,-0.030779,0.360132,0.170632,0.000000,-0.009843,0.382161,0.140799,0.826967,,,,0.000336,0.373875,0.172717,-0.002828,0.346151,0.221869,0.040926,0.241571,0.113719,0.035652,0.381954,0.174471,-0.031062,0.360756,0.170873,-0.010119,0.382488,0.140862
105,1.750000,0.466604,0.744947,0.102973,-0.465544,0.040410,0.243132,0.112229,0.000574,0.001260,0.374891,0.168308,0.871190,-0.001901,0.348787,0.218169,0.948865,0.040413,0.243134,0.112232,0.601346,0.036376,0.383861,0.170311,0.859103,-0.029996,0.361601,0.166679,0.809637,-0.009070,0.383021,0.136398,0.896531,,,,0.001140,0.375357,0.168491,-0.001996,0.348609,0.218134,0.041458,0.241951,0.112007,0.036444,0.383389,0.170010,-0.030287,0.362260,0.166926,-0.009330,0.383337,0.136456
106,1.766667,0.471190,0.745048,0.097269,-0.461978,0.040764,0.243489,0.110356,0.000591,0.001947,0.376219,0.164337,0.876508,-0.001227,0.350929,0.214615,0.950149,0.040766,0.243491,0.110358,0.578685,0.037084,0.385144,0.166165,0.870281,-0.029339,0.362973,0.162949,0.816058,-0.008394,0.383856,0.132309,0.899925,,,,0.001822,0.376672,0.164488,-0.001320,0.350757,0.214574,0.041863,0.242227,0.110155,0.037129,0.384710,0.165884,-0.029616,0.363619,0.163167,-0.008639,0.384162,0.132390
107,1.783333,0.476338,0.743468,0.092255,-0.460268,0.040817,0.243691,0.108227,0.000639,0.002894,0.377327,0.160584,0.876508,-0.000167,0.352735,0.211214,0.950149,0.040820,0.243693,0.108229,0.578685,0.038082,0.386104,0.162129,0.870281,-0.028461,0.364217,0.159519,0.816058,-0.007559,0.384581,0.128503,0.899925,,,,0.002751,0.377795,0.160765,-0.000262,0.352594,0.211197,0.042005,0.242323,0.108011,0.038065,0.385687,0.161829,-0.028705,0.364804,0.159696,-0.007743,0.384873,0.128587
108,1.800000,0.479623,0.743096,0.087299,-0.458421,0.041491,0.243920,0.106104,0.000640,0.003855,0.378218,0.156952,0.850150,0.000917,0.354243,0.207884,0.950932,0.041493,0.243922,0.106106,0.581890,0.039055,0.386977,0.158288,0.857607,-0.027517,0.365128,0.156137,0.803936,-0.006685,0.385095,0.124816,0.910261,,,,0.003766,0.378750,0.157214,0.000797,0.354090,0.207912,0.042597,0.242700,0.105816,0.039064,0.386467,0.158034,-0.027719,0.365856,0.156349,-0.006987,0.385278,0.124753
109,1.816667,0.484069,0.741115,0.084034,-0.457563,0.041569,0.243958,0.103738,0.000649,0.004920,0.378939,0.153485,0.850150,0.002075,0.355461,0.204653,0.950932,0.041572,0.243960,0.103740,0.581890,0.040175,0.387510,0.154583,0.857607,-0.026529,0.366021,0.152933,0.803936,-0.005725,0.385573,0.121333,0.910261,,,,0.004798,0.379510,0.153761,0.001918,0.355355,0.204724,0.042971,0.242776,0.103483,0.040197,0.386798,0.154242,-0.026738,0.366706,0.153104,-0.006061,0.385814,0.121302
110,1.833333,0.486645,0.741247,0.080518,-0.455243,0.042401,0.244207,0.101543,0.000616,0.005881,0.379703,0.149969,0.839938,0.003031,0.356732,0.201367,0.948776,0.042403,0.244209,0.101545,0.573756,0.041144,0.388254,0.150974,0.792071,-0.025578,0.366807,0.149553,0.802426,-0.004766,0.386030,0.117757,0.888625,,,,0.005752,0.380277,0.150222,0.002879,0.356610,0.201432,0.043664,0.243083,0.101320,0.041209,0.387497,0.150635,-0.025799,0.367541,0.149747,-0.005120,0.386298,0.117721
111,1.850000,0.489819,0.741103,0.077180,-0.452644,0.042980,0.244417,0.099376,0.000620,0.006765,0.380488,0.146399,0.839938,0.003866,0.358055,0.198032,0.948776,0.042983,0.244419,0.099378,0.573756,0.042047,0.388969,0.147315,0.792071,-0.024723,0.367658,0.146117,0.802426,-0.003870,0.386504,0.114123,0.888625,,,,0.006644,0.381055,0.146667,0.003715,0.357931,0.198077,0.044288,0.243274,0.099176,0.042094,0.388206,0.146979,-0.024943,0.368409,0.146304,-0.004226,0.386767,0.114078
112,1.866667,0.494292,0.739908,0.073335,-0.450371,0.043316,0.244490,0.097164,0.000657,0.007838,0.381274,0.142657,0.847459,0.004948,0.359465,0.194556,0.945926,0.043318,0.244492,0.097166,0.535197,0.043161,0.389600,0.143396,0.827505,-0.023710,0.368589,0.142593,0.816165,-0.002840,0.386959,0.110335,0.895135,,,,0.007724,0.381819,0.142905,0.004793,0.359322,0.194604,0.044666,0.243224,0.096984,0.043192,0.388979,0.143098,-0.023906,0.369279,0.142756,-0.003172,0.387209,0.110277
113,1.883333,0.497897,0.739573,0.069321,-0.447576,0.043859,0.244809,0.095070,0.000715,0.008748,0.382211,0.138954,0.847459,0.005840,0.361028,0.191111,0.945926,0.043862,0.244811,0.095071,0.535197,0.044092,0.390458,0.139571,0.827505,-0.022831,0.369604,0.139062,0.816165,-0.001938,0.387538,0.106573,0.895135,,,,0.008692,0.382725,0.139195,0.005744,0.360873,0.191149,0.045062,0.243339,0.094869,0.043970,0.390050,0.139369,-0.022948,0.370257,0.139179,-0.002200,0.387732,0.106490
114,1.900000,0.500929,0.738412,0.066625,-0.446519,0.044499,0.244957,0.092475,0.000713,0.009965,0.382806,0.135404,0.859568,0.007120,0.362030,0.187728,0.955254,0.044502,0.244959,0.092477,0.515648,0.045337,0.390938,0.135868,0.883996,-0.021657,0.370307,0.135688,0.832692,-0.000787,0.387923,0.103011,0.912943,,,,0.009898,0.383311,0.135639,0.007017,0.361887,0.187759,0.045739,0.243481,0.092280,0.045257,0.390524,0.135675,-0.021786,0.370954,0.135802,-0.001066,0.388114,0.102927
115,1.916667,0.508095,0.734670,0.060183,-0.445508,0.044534,0.244776,0.090400,0.000781,0.011594,0.383608,0.131368,0.859568,0.009058,0.363719,0.184052,0.955254,0.044537,0.244778,0.090402,0.515648,0.047038,0.391436,0.131373,0.883996,-0.020130,0.371395,0.132150,0.832692,0.000585,0.388288,0.098996,0.912943,,,,0.011473,0.384017,0.131588,0.009026,0.363716,0.184185,0.045879,0.243194,0.090035,0.046973,0.391044,0.131300,-0.020260,0.371939,0.132161,0.000312,0.388464,0.098876
116,1.933333,0.511387,0.735388,0.057507,-0.440887,0.045146,0.245068,0.088268,0.000796,0.012350,0.384442,0.127474,0.884309,0.009542,0.365173,0.180374,0.970787,0.045149,0.245070,0.088269,0.473849,0.047812,0.392189,0.127542,0.925379,-0.019405,0.372310,0.128260,0.859058,0.001491,0.388769,0.095002,0.918178,,,,0.012237,0.384842,0.127678,0.009532,0.365155,0.180489,0.046387,0.243404,0.087919,0.047763,0.391896,0.127520,-0.019538,0.372858,0.128258,0.001224,0.388902,0.094869
117,1.950000,0.516621,0.732995,0.052707,-0.439367,0.045570,0.244791,0.085783,0.000787,0.013832,0.384859,0.123354,0.884309,0.011194,0.366294,0.176513,0.970787,0.045573,0.244793,0.085785,0.473849,0.049340,0.392390,0.123131,0.925379,-0.017992,0.372933,0.124467,0.859058,0.002823,0.388832,0.090887,0.918178,,,,0.013725,0.385119,0.123499,0.011141,0.366208,0.176597,0.046760,0.243132,0.085517,0.049409,0.392230,0.123114,-0.018179,0.373595,0.124548,0.002531,0.388953,0.090723
118,1.966667,0.526763,0.728373,0.047234,-0.435618,0.043996,0.244616,0.083969,0.000988,0.014591,0.385885,0.118842,0.914152,0.011961,0.368445,0.172381,0.962779,0.043999,0.244618,0.083970,0.364750,0.050208,0.392866,0.118284,0.962720,-0.017403,0.374472,0.120361,0.922671,0.003468,0.389367,0.086358,0.926748,,,,0.014506,0.386171,0.119013,0.011960,0.368450,0.172530,0.044936,0.242360,0.083278,0.050297,0.392933,0.118382,-0.017442,0.374776,0.120320,0.003244,0.389330,0.086172
119,1.983333,0.532112,0.728080,0.045611,-0.429739,0.043405,0.244740,0.082033,0.001032,0.014820,0.386666,0.114862,0.914152,0.011740,0.369954,0.168609,0.962779,0.043408,0.244742,0.082035,0.364750,0.050489,0.393383,0.114430,0.962720,-0.017265,0.375505,0.116334,0.922671,0.003919,0.389799,0.082267,0.926748,,,,0.014798,0.386903,0.114983,0.011664,0.369770,0.168657,0.045309,0.242475,0.081226,0.050463,0.393470,0.114514,-0.017125,0.375836,0.116438,0.003727,0.389535,0.081984
120,2.000000,0.536217,0.726224,0.038584,-0.428464,0.044530,0.244252,0.079583,0.000926,0.016475,0.386712,0.110501,0.918492,0.013771,0.370811,0.164514,0.956116,0.044533,0.244254,0.079584,0.284267,0.052153,0.393346,0.109699,0.978336,-0.015620,0.375640,0.112383,0.886444,0.005332,0.389380,0.077947,0.897784,,,,0.016405,0.386997,0.110643,0.013682,0.370679,0.164589,0.046590,0.242271,0.079408,0.052105,0.393291,0.109745,-0.015551,0.376089,0.112405,0.005032,0.389254,0.077699
121,2.016667,0.540171,0.726559,0.028640,-0.423684,0.045136,0.244357,0.078257,0.000898,0.016796,0.387414,0.106000,0.917179,0.014337,0.372751,0.160373,0.952876,0.045139,0.244359,0.078259,0.330614,0.052452,0.394125,0.104911,0.970304,-0.015260,0.376301,0.108257,0.869324,0.005525,0.389302,0.073435,0.894597,,,,0.016736,0.387713,0.106129,0.014216,0.372639,0.160465,0.047030,0.242477,0.078028,0.052427,0.394014,0.104945,-0.015229,0.376820,0.108304,0.005190,0.389214,0.073195
122,2.033333,0.543047,0.727808,0.025595,-0.418019,0.045542,0.244284,0.076221,0.000897,0.017127,0.387705,0.101928,0.917179,0.014342,0.373755,0.156473,0.952876,0.045544,0.244286,0.076223,0.330614,0.052793,0.394383,0.100960,0.970304,-0.014948,0.376640,0.104143,0.869324,0.006048,0.389174,0.069276,0.894597,,,,0.017052,0.388021,0.102054,0.014225,0.373654,0.156583,0.047259,0.242412,0.075991,0.052767,0.394250,0.100998,-0.014909,0.377205,0.104177,0.005703,0.389100,0.069041
123,2.050000,0.550045,0.724192,0.018827,-0.415502,0.045035,0.244151,0.074234,0.000869,0.018028,0.388257,0.097513,0.939851,0.015513,0.375328,0.152322,0.964268,0.045038,0.244153,0.074236,0.265176,0.053741,0.394608,0.096174,0.966514,-0.014125,0.377512,0.100154,0.918159,0.006728,0.389227,0.064918,0.957116,,,,0.017914,0.388464,0.097560,0.015417,0.375253,0.152396,0.047131,0.242106,0.074490,0.053648,0.394542,0.096104,-0.014082,0.377836,0.100129,0.006575,0.389242,0.064841
124,2.066667,0.553123,0.726939,0.010915,-0.406811,0.045981,0.244406,0.073481,0.000796,0.018149,0.388889,0.093177,0.939851,0.015362,0.377248,0.148261,0.964268,0.045984,0.244408,0.073483,0.265176,0.053840,0.395380,0.091901,0.966514,-0.013967,0.378053,0.095879,0.918159,0.007045,0.389032,0.060501,0.957116,,,,0.018027,0.389129,0.093227,0.015253,0.377173,0.148317,0.047727,0.242602,0.073717,0.053737,0.395146,0.091810,-0.013982,0.378557,0.095846,0.006815,0.389197,0.060439
125,2.083333,0.557415,0.726725,0.002348,-0.401440,0.046386,0.244530,0.072385,0.000812,0.018535,0.389400,0.088968,0.934582,0.015859,0.378966,0.144298,0.965264,0.046389,0.244532,0.072386,0.408506,0.054221,0.395874,0.087481,0.950645,-0.013572,0.378614,0.091968,0.863296,0.007367,0.388824,0.056318,0.927468,,,,0.018412,0.389627,0.089012,0.015761,0.378904,0.144375,0.047854,0.242679,0.072509,0.054149,0.395698,0.087428,-0.013588,0.379160,0.091950,0.007136,0.388972,0.056223
126,2.100000,0.562900,0.724792,-0.003619,-0.397249,0.046251,0.244460,0.071068,0.000824,0.019210,0.389748,0.085136,0.934582,0.016599,0.380312,0.140649,0.965264,0.046254,0.244462,0.071070,0.408506,0.054926,0.396004,0.083461,0.950645,-0.012947,0.379190,0.088395,0.863296,0.007968,0.388653,0.052525,0.927468,,,,0.019093,0.389993,0.085201,0.016529,0.380298,0.140737,0.047716,0.242559,0.071128,0.054862,0.395830,0.083431,-0.012993,0.379673,0.088333,0.007751,0.388785,0.052443
127,2.116667,0.567679,0.722416,-0.007463,-0.394714,0.046044,0.244355,0.069542,0.000841,0.019987,0.389979,0.081896,0.939324,0.017455,0.381239,0.137527,0.969121,0.046047,0.244357,0.069543,0.355444,0.055738,0.395979,0.080056,0.957451,-0.012230,0.379672,0.085363,0.887746,0.008654,0.388559,0.049329,0.936770,,,,0.019875,0.390191,0.081933,0.017358,0.381207,0.137596,0.047724,0.242404,0.069691,0.055649,0.395836,0.080032,-0.012218,0.380120,0.085338,0.008443,0.388653,0.049228
128,2.133333,0.571287,0.720554,-0.010456,-0.392841,0.046303,0.244187,0.067971,0.000811,0.020989,0.390047,0.079019,0.939324,0.018533,0.381839,0.134734,0.969121,0.046306,0.244189,0.067972,0.355444,0.056766,0.395852,0.077049,0.957451,-0.011271,0.379932,0.082650,0.887746,0.009580,0.388379,0.046490,0.936770,,,,0.020852,0.390260,0.079052,0.018441,0.381806,0.134800,0.047818,0.242281,0.068167,0.056675,0.395677,0.076997,-0.011277,0.380417,0.082611,0.009389,0.388540,0.046417
129,2.150000,0.576029,0.718145,-0.012238,-0.390268,0.045866,0.244087,0.066587,0.000861,0.021741,0.390244,0.076283,0.946376,0.019228,0.382574,0.132072,0.971272,0.045869,0.244089,0.066588,0.314214,0.057564,0.395740,0.074256,0.962568,-0.010599,0.380426,0.080010,0.902852,0.010315,0.388367,0.043772,0.951269,,,,0.021626,0.390424,0.076303,0.019145,0.382544,0.132146,0.047688,0.242048,0.066814,0.057452,0.395645,0.074230,-0.010563,0.380810,0.079960,0.010145,0.388428,0.043698
130,2.166667,0.578796,0.716533,-0.013484,-0.389094,0.046236,0.243867,0.064956,0.000826,0.022826,0.390188,0.073893,0.946376,0.020329,0.382828,0.129725,0.971272,0.046239,0.243869,0.064957,0.314214,0.058673,0.395500,0.071803,0.962568,-0.009558,0.380546,0.077703,0.902852,0.011360,0.388193,0.041403,0.951269,,,,0.022692,0.390388,0.073913,0.020235,0.382803,0.129802,0.047932,0.241923,0.065124,0.058561,0.395342,0.071763,-0.009552,0.381007,0.077667,0.011190,0.388297,0.041331
131,2.183333,0.583816,0.713128,-0.015655,-0.387766,0.046083,0.243527,0.063488,0.000856,0.024078,0.390134,0.071230,0.944031,0.021688,0.383281,0.127131,0.970365,0.046086,0.243529,0.063489,0.305839,0.059966,0.395090,0.068984,0.961517,-0.008383,0.380831,0.075223,0.904635,0.012490,0.387967,0.038794,0.952290,,,,0.023953,0.390320,0.071238,0.021601,0.383244,0.127202,0.047931,0.241478,0.063803,0.059852,0.394991,0.068953,-0.008333,0.381206,0.075172,0.012326,0.388031,0.038722
132,2.200000,0.587819,0.711530,-0.018346,-0.384522,0.046043,0.243468,0.062231,0.000879,0.024825,0.390267,0.068383,0.944031,0.022379,0.384029,0.124353,0.970365,0.046046,0.243471,0.062232,0.305839,0.060740,0.395005,0.066098,0.961517,-0.007687,0.381183,0.072463,0.904635,0.013237,0.387813,0.035968,0.952290,,,,0.024700,0.390434,0.068411,0.022305,0.384001,0.124436,0.048150,0.241372,0.062549,0.060630,0.394941,0.066075,-0.007614,0.381472,0.072402,0.013093,0.387827,0.035884
133,2.216667,0.590334,0.709190,-0.020449,-0.384886,0.046647,0.243064,0.060280,0.000863,0.026151,0.389988,0.065857,0.938180,0.023939,0.384018,0.121866,0.970863,0.046650,0.243067,0.060281,0.316799,0.062077,0.394546,0.063381,0.960306,-0.006384,0.381077,0.070131,0.902016,0.014399,0.387441,0.033508,0.951969,,,,0.025985,0.390172,0.065866,0.023866,0.384004,0.121955,0.048428,0.241005,0.060520,0.061967,0.394432,0.063365,-0.006319,0.381458,0.070067,0.014240,0.387517,0.033430
