Format Version,1.23,Take Name,pinkhead_circum_005,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-09 11.14.46.665 AM,Total Frames in Take,476,Total Exported Frames,476,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
363,6.050000,0.586407,0.211980,0.617402,0.479590,0.100611,0.163107,0.165689,0.000145,0.176207,0.238731,0.268665,0.921030,0.152624,0.285074,0.246899,0.976712,0.100609,0.163108,0.165692,0.000000,0.149947,0.231319,0.292604,0.982125,0.197163,0.245038,0.242641,0.950042,0.197908,0.211906,0.269387,0.950571,,,,0.176413,0.239001,0.268737,0.152571,0.285074,0.246816,,,,0.149871,0.231271,0.292602,0.197053,0.244988,0.242771,0.197941,0.211736,0.269272
364,6.066667,0.584646,0.209793,0.624577,0.473371,0.099822,0.163777,0.167107,0.000150,0.173412,0.239174,0.271690,0.908303,0.149457,0.285460,0.250210,0.973237,0.099820,0.163778,0.167110,0.000000,0.147012,0.231157,0.295276,0.971211,0.194545,0.246043,0.245952,0.952008,0.195447,0.212620,0.272328,0.952174,,,,0.173647,0.239446,0.271767,0.149404,0.285480,0.250120,,,,0.146920,0.231088,0.295280,0.194423,0.245968,0.246079,0.195480,0.212473,0.272210
365,6.083333,0.582465,0.207677,0.631645,0.467579,0.099099,0.164411,0.168479,0.000150,0.170645,0.239619,0.274605,0.905429,0.146344,0.285826,0.253347,0.974266,0.099097,0.164412,0.168482,0.000000,0.144100,0.231032,0.297826,0.972181,0.191960,0.247014,0.249165,0.948890,0.192999,0.213332,0.275205,0.951542,,,,0.170895,0.239888,0.274695,0.146300,0.285823,0.253254,,,,0.144007,0.230971,0.297825,0.191825,0.246948,0.249303,0.193021,0.213194,0.275071
366,6.100000,0.580471,0.206115,0.638309,0.461662,0.098238,0.165053,0.169903,0.000162,0.167837,0.240115,0.277418,0.896971,0.143145,0.286218,0.256384,0.975545,0.098236,0.165055,0.169906,0.000000,0.141191,0.230965,0.300306,0.965684,0.189290,0.248030,0.252251,0.949287,0.190519,0.214110,0.277972,0.952211,,,,0.168085,0.240431,0.277511,0.143115,0.286211,0.256291,,,,0.141089,0.230875,0.300311,0.189148,0.247951,0.252374,0.190545,0.213970,0.277844
367,6.116667,0.577930,0.204727,0.645201,0.455851,0.097450,0.165659,0.171249,0.000184,0.164961,0.240652,0.280136,0.877212,0.139872,0.286614,0.259265,0.974854,0.097447,0.165660,0.171252,0.000000,0.138209,0.230945,0.302668,0.955842,0.186559,0.249077,0.255261,0.942213,0.187978,0.214943,0.280688,0.949178,,,,0.165255,0.241027,0.280255,0.139835,0.286612,0.259171,,,,0.138074,0.230831,0.302665,0.186399,0.248958,0.255379,0.188016,0.214803,0.280546
368,6.133333,0.575318,0.203175,0.652152,0.449919,0.096621,0.166401,0.172479,0.000197,0.161999,0.241254,0.282755,0.877212,0.136518,0.287074,0.262049,0.974854,0.096618,0.166402,0.172482,0.000000,0.135148,0.230982,0.304915,0.955842,0.183739,0.250196,0.258186,0.942213,0.185350,0.215847,0.283310,0.949178,,,,0.162331,0.241679,0.282874,0.136494,0.287040,0.261953,,,,0.135008,0.230852,0.304914,0.183560,0.250096,0.258303,0.185362,0.215686,0.283171
369,6.150000,0.572754,0.201758,0.658917,0.443930,0.095748,0.167146,0.173712,0.000207,0.159025,0.241836,0.285315,0.861847,0.133141,0.287504,0.264773,0.973779,0.095745,0.167147,0.173715,0.000000,0.132095,0.231005,0.307111,0.952184,0.180885,0.251293,0.261048,0.940966,0.182706,0.216738,0.285873,0.946686,,,,0.159401,0.242330,0.285478,0.133094,0.287477,0.264671,,,,0.131936,0.230848,0.307097,0.180711,0.251160,0.261155,0.182710,0.216562,0.285721
370,6.166667,0.570056,0.199994,0.665513,0.438327,0.094817,0.167992,0.174916,0.000223,0.156007,0.242437,0.287839,0.839681,0.129774,0.287969,0.267437,0.971072,0.094814,0.167993,0.174919,0.000000,0.128988,0.231079,0.309254,0.944153,0.177999,0.252381,0.263888,0.938907,0.179989,0.217627,0.288421,0.941885,,,,0.156410,0.243001,0.288019,0.129730,0.287955,0.267323,,,,0.128830,0.230869,0.309239,0.177810,0.252230,0.263977,0.179977,0.217439,0.288282
371,6.183333,0.566851,0.198759,0.671827,0.433386,0.093888,0.168625,0.176212,0.000220,0.152986,0.242997,0.290291,0.821041,0.126424,0.288355,0.269927,0.969209,0.093886,0.168626,0.176215,0.000000,0.125882,0.231166,0.311338,0.934100,0.175108,0.253372,0.266644,0.935436,0.177258,0.218472,0.290955,0.941598,,,,0.153419,0.243561,0.290471,0.126375,0.288301,0.269819,,,,0.125710,0.230986,0.311323,0.174925,0.253246,0.266744,0.177229,0.218267,0.290798
372,6.200000,0.564119,0.196943,0.678015,0.428110,0.092899,0.169426,0.177411,0.000257,0.149979,0.243489,0.292713,0.785919,0.123104,0.288713,0.272463,0.965669,0.092897,0.169427,0.177414,0.000000,0.122802,0.231169,0.313382,0.922537,0.172218,0.254318,0.269382,0.929006,0.174524,0.219238,0.293417,0.932003,,,,0.150452,0.244164,0.292946,0.123055,0.288669,0.272343,,,,0.122596,0.230938,0.313364,0.172019,0.254138,0.269472,0.174517,0.219033,0.293238
373,6.216667,0.561366,0.195121,0.684009,0.422999,0.091911,0.170178,0.178608,0.000277,0.147008,0.243908,0.295081,0.773272,0.119835,0.288999,0.274933,0.966154,0.091909,0.170179,0.178611,0.000000,0.119764,0.231117,0.315374,0.922153,0.169357,0.255176,0.272065,0.918470,0.171813,0.219925,0.295835,0.934903,,,,0.147525,0.244619,0.295304,0.119803,0.288935,0.274817,,,,0.119560,0.230884,0.315345,0.169118,0.254983,0.272174,0.171793,0.219736,0.295656
374,6.233333,0.558893,0.192154,0.689824,0.418160,0.090780,0.170958,0.179578,0.000142,0.143969,0.244052,0.297332,0.964972,0.116594,0.289087,0.277332,0.971813,0.090777,0.170959,0.179581,0.000000,0.116634,0.230817,0.317211,0.963463,0.166454,0.255746,0.274663,0.955508,0.168985,0.220290,0.298117,0.968680,,,,0.144068,0.244148,0.297306,0.116623,0.289146,0.277240,,,,0.116548,0.230736,0.317297,0.166326,0.255706,0.274780,0.169072,0.220257,0.298032
375,6.250000,0.556511,0.190093,0.695341,0.413110,0.089729,0.171802,0.180791,0.000133,0.141083,0.244410,0.299655,0.972357,0.113434,0.289336,0.279788,0.973785,0.089726,0.171803,0.180794,0.000000,0.113703,0.230726,0.319165,0.962848,0.163654,0.256527,0.277297,0.959762,0.166333,0.220897,0.300468,0.965697,,,,0.141170,0.244464,0.299614,0.113454,0.289387,0.279699,,,,0.113607,0.230673,0.319266,0.163549,0.256514,0.277418,0.166428,0.220856,0.300378
376,6.266667,0.554920,0.188470,0.699928,0.408221,0.088356,0.172650,0.182129,0.000150,0.138220,0.244762,0.301926,0.972357,0.110284,0.289588,0.282235,0.973785,0.088354,0.172650,0.182132,0.000000,0.110838,0.230664,0.321137,0.962848,0.160827,0.257273,0.279822,0.959762,0.163684,0.221481,0.302722,0.965697,,,,0.138301,0.244829,0.301897,0.110319,0.289662,0.282148,,,,0.110734,0.230587,0.321226,0.160693,0.257213,0.279937,0.163804,0.221477,0.302633
377,6.283333,0.553174,0.186241,0.704478,0.403761,0.087068,0.173494,0.183282,0.000147,0.135429,0.245001,0.304054,0.972729,0.107278,0.289763,0.284523,0.970174,0.087066,0.173495,0.183285,0.000000,0.108018,0.230521,0.322937,0.960683,0.158100,0.257880,0.282229,0.953475,0.161075,0.221921,0.304851,0.962635,,,,0.135520,0.245089,0.304015,0.107320,0.289842,0.284447,,,,0.107916,0.230421,0.323020,0.157957,0.257824,0.282316,0.161187,0.221910,0.304796
378,6.300000,0.550716,0.183962,0.709492,0.399363,0.086011,0.174231,0.184234,0.000143,0.132639,0.245183,0.306010,0.966972,0.104281,0.289856,0.286575,0.970617,0.086008,0.174232,0.184237,0.000000,0.105183,0.230317,0.324523,0.958795,0.155397,0.258431,0.284498,0.955900,0.158476,0.222319,0.306861,0.968829,,,,0.132703,0.245243,0.305956,0.104327,0.289930,0.286489,,,,0.105078,0.230217,0.324640,0.155288,0.258401,0.284594,0.158579,0.222314,0.306789
379,6.316667,0.547914,0.182788,0.714122,0.395486,0.084877,0.174633,0.185305,0.000151,0.129823,0.245334,0.307858,0.971028,0.101233,0.289857,0.288419,0.965571,0.084874,0.174634,0.185308,0.000000,0.102343,0.230123,0.326054,0.955616,0.152644,0.258901,0.286613,0.953487,0.155856,0.222697,0.308809,0.968765,,,,0.129898,0.245397,0.307796,0.101284,0.289947,0.288328,,,,0.102252,0.230016,0.326161,0.152503,0.258852,0.286724,0.155962,0.222701,0.308743
380,6.333333,0.544335,0.183424,0.718585,0.392033,0.083707,0.174486,0.186475,0.000160,0.126900,0.245443,0.309509,0.961487,0.098006,0.289697,0.289908,0.982051,0.083704,0.174487,0.186478,0.000000,0.099433,0.229914,0.327453,0.967819,0.149752,0.259284,0.288476,0.938525,0.153160,0.223077,0.310637,0.956599,,,,0.127012,0.245548,0.309500,0.098032,0.289749,0.289865,,,,0.099313,0.229870,0.327473,0.149582,0.259146,0.288587,0.153312,0.223102,0.310557
381,6.350000,0.541475,0.182688,0.722626,0.388899,0.082606,0.174773,0.187407,0.000165,0.124258,0.245608,0.311041,0.958519,0.095171,0.289706,0.291374,0.973562,0.082603,0.174774,0.187410,0.000000,0.096774,0.229796,0.328709,0.965684,0.147166,0.259708,0.290241,0.940488,0.150685,0.223447,0.312296,0.964316,,,,0.124368,0.245731,0.311019,0.095205,0.289782,0.291308,,,,0.096678,0.229707,0.328752,0.146990,0.259590,0.290350,0.150812,0.223456,0.312230
382,6.366667,0.538139,0.181741,0.727166,0.385495,0.081718,0.175049,0.188229,0.000156,0.121615,0.245726,0.312531,0.967543,0.092328,0.289653,0.292775,0.975660,0.081715,0.175049,0.188232,0.000000,0.094106,0.229603,0.329879,0.962444,0.144590,0.260109,0.292002,0.947894,0.148220,0.223788,0.313940,0.960506,,,,0.121698,0.245817,0.312491,0.092372,0.289720,0.292721,,,,0.093992,0.229526,0.329938,0.144432,0.260012,0.292097,0.148365,0.223804,0.313880
383,6.383333,0.535504,0.181247,0.730965,0.382197,0.080636,0.175255,0.189164,0.000166,0.119072,0.245801,0.313999,0.967543,0.089569,0.289560,0.294194,0.975660,0.080633,0.175256,0.189167,0.000000,0.091574,0.229392,0.331093,0.962444,0.142074,0.260445,0.293686,0.947894,0.145845,0.224076,0.315519,0.960506,,,,0.119198,0.245910,0.313971,0.089608,0.289627,0.294142,,,,0.091434,0.229304,0.331147,0.141909,0.260329,0.293777,0.145986,0.224104,0.315455
384,6.400000,0.533353,0.179540,0.734787,0.378666,0.079613,0.175668,0.189881,0.000168,0.116645,0.245726,0.315413,0.957762,0.086978,0.289396,0.295656,0.976706,0.079610,0.175669,0.189884,0.000000,0.089140,0.229022,0.332208,0.956503,0.139690,0.260654,0.295356,0.944507,0.143559,0.224181,0.316998,0.960683,,,,0.116757,0.245816,0.315394,0.087019,0.289463,0.295602,,,,0.089000,0.228948,0.332257,0.139521,0.260523,0.295460,0.143714,0.224228,0.316917
385,6.416667,0.531819,0.178136,0.737980,0.375262,0.078435,0.175952,0.190658,0.000169,0.114324,0.245531,0.316787,0.963719,0.084483,0.289120,0.297114,0.976207,0.078433,0.175952,0.190660,0.000000,0.086836,0.228554,0.333335,0.958543,0.137381,0.260721,0.296942,0.940692,0.141367,0.224151,0.318398,0.954664,,,,0.114410,0.245639,0.316734,0.084525,0.289189,0.297082,,,,0.086697,0.228469,0.333385,0.137229,0.260563,0.297037,0.141531,0.224216,0.318338
386,6.433333,0.529893,0.176439,0.741455,0.371925,0.077417,0.176187,0.191343,0.000169,0.112022,0.245253,0.318111,0.963051,0.082032,0.288765,0.298494,0.978211,0.077414,0.176187,0.191345,0.000000,0.084536,0.228004,0.334376,0.957312,0.135112,0.260707,0.298508,0.940269,0.139192,0.224037,0.319777,0.953426,,,,0.112152,0.245358,0.318080,0.082067,0.288824,0.298450,,,,0.084385,0.227929,0.334424,0.134948,0.260573,0.298607,0.139342,0.224081,0.319705
387,6.450000,0.527961,0.174757,0.744692,0.368986,0.076427,0.176319,0.191987,0.000166,0.109815,0.244903,0.319342,0.961945,0.079706,0.288349,0.299761,0.978180,0.076424,0.176320,0.191989,0.000000,0.082323,0.227412,0.335336,0.953575,0.132943,0.260591,0.299973,0.946630,0.137094,0.223832,0.321073,0.953184,,,,0.109905,0.245023,0.319319,0.079739,0.288410,0.299707,,,,0.082172,0.227324,0.335400,0.132812,0.260458,0.300075,0.137253,0.223872,0.320984
388,6.466667,0.526343,0.173385,0.747339,0.366585,0.075363,0.176330,0.192744,0.000165,0.107748,0.244516,0.320571,0.965598,0.077543,0.287906,0.301015,0.978033,0.075360,0.176330,0.192747,0.000000,0.080252,0.226829,0.336342,0.957991,0.130906,0.260395,0.301394,0.944766,0.135115,0.223565,0.322358,0.954946,,,,0.107837,0.244609,0.320522,0.077587,0.287970,0.300973,,,,0.080112,0.226755,0.336398,0.130748,0.260274,0.301489,0.135280,0.223604,0.322298
389,6.483333,0.524525,0.172012,0.750272,0.363837,0.074450,0.176313,0.193441,0.000168,0.105715,0.244080,0.321769,0.964150,0.075388,0.287396,0.302236,0.976048,0.074447,0.176314,0.193444,0.000000,0.078224,0.226171,0.337296,0.951813,0.128898,0.260173,0.302802,0.943983,0.133184,0.223270,0.323621,0.952786,,,,0.105811,0.244180,0.321734,0.075439,0.287469,0.302201,,,,0.078066,0.226073,0.337348,0.128740,0.260032,0.302875,0.133353,0.223335,0.323566
390,6.500000,0.522688,0.170797,0.753007,0.361395,0.073496,0.176199,0.194123,0.000173,0.103694,0.243606,0.322895,0.970948,0.073260,0.286848,0.303362,0.971435,0.073494,0.176199,0.194125,0.000000,0.076205,0.225498,0.338194,0.951828,0.126902,0.259891,0.304123,0.938203,0.131256,0.222926,0.324819,0.946239,,,,0.103768,0.243678,0.322841,0.073313,0.286943,0.303327,,,,0.076055,0.225394,0.338254,0.126753,0.259715,0.304212,0.131428,0.223041,0.324759
391,6.516667,0.521012,0.169030,0.755874,0.358649,0.072575,0.176100,0.194692,0.000161,0.101685,0.242971,0.323994,0.970948,0.071153,0.286165,0.304512,0.971435,0.072572,0.176101,0.194695,0.000000,0.074197,0.224647,0.339036,0.951828,0.124922,0.259469,0.305446,0.938203,0.129338,0.222417,0.325971,0.946239,,,,0.101781,0.243036,0.323940,0.071200,0.286240,0.304477,,,,0.074044,0.224560,0.339096,0.124775,0.259337,0.305528,0.129495,0.222495,0.325917
392,6.533333,0.519319,0.166575,0.759135,0.355352,0.071839,0.176105,0.195118,0.000177,0.099737,0.242215,0.325076,0.967859,0.069103,0.285383,0.305695,0.976199,0.071836,0.176105,0.195121,0.000000,0.072250,0.223640,0.339806,0.953409,0.123007,0.258967,0.306798,0.946458,0.127486,0.221795,0.327091,0.954119,,,,0.099808,0.242293,0.325021,0.069156,0.285478,0.305670,,,,0.072080,0.223533,0.339862,0.122859,0.258786,0.306872,0.127679,0.221910,0.327041
393,6.550000,0.518203,0.163686,0.761797,0.352615,0.070957,0.176142,0.195542,0.000171,0.097901,0.241392,0.326134,0.970322,0.067228,0.284597,0.306898,0.972137,0.070954,0.176142,0.195545,0.000000,0.070396,0.222616,0.340574,0.948005,0.121215,0.258357,0.308110,0.938760,0.125709,0.221052,0.328156,0.942411,,,,0.097971,0.241474,0.326097,0.067274,0.284693,0.306859,,,,0.070246,0.222506,0.340631,0.121076,0.258187,0.308190,0.125882,0.221153,0.328096
394,6.566667,0.516407,0.161614,0.764529,0.350284,0.070299,0.175937,0.196071,0.000184,0.096169,0.240611,0.327166,0.972753,0.065447,0.283795,0.307963,0.972755,0.070296,0.175938,0.196074,0.000000,0.068649,0.221652,0.341336,0.946586,0.119529,0.257760,0.309378,0.936714,0.124043,0.220369,0.329258,0.935758,,,,0.096231,0.240683,0.327114,0.065506,0.283885,0.307945,,,,0.068463,0.221557,0.341383,0.119369,0.257575,0.309447,0.124268,0.220485,0.329211
395,6.583333,0.515225,0.158782,0.766915,0.348099,0.069520,0.175990,0.196449,0.000184,0.094502,0.239868,0.328105,0.967776,0.063779,0.283101,0.309013,0.965330,0.069517,0.175990,0.196451,0.000000,0.066950,0.220750,0.341997,0.943159,0.117917,0.257190,0.310559,0.942888,0.122414,0.219682,0.330219,0.947693,,,,0.094568,0.239973,0.328071,0.063854,0.283207,0.308964,,,,0.066789,0.220605,0.342066,0.117746,0.257051,0.310619,0.122605,0.219755,0.330173
396,6.600000,0.514013,0.157759,0.768796,0.346202,0.068675,0.175760,0.197033,0.000193,0.092916,0.239293,0.328994,0.964658,0.062114,0.282480,0.309924,0.969974,0.068672,0.175760,0.197035,0.000000,0.065378,0.220032,0.342716,0.937955,0.116337,0.256756,0.311596,0.941606,0.120891,0.219199,0.331151,0.941382,,,,0.092993,0.239407,0.328961,0.062169,0.282579,0.309883,,,,0.065185,0.219892,0.342784,0.116196,0.256583,0.311664,0.121093,0.219300,0.331088
397,6.616667,0.512956,0.156154,0.770988,0.343612,0.067789,0.175787,0.197436,0.000183,0.091214,0.238747,0.329818,0.976390,0.060311,0.281902,0.310839,0.960759,0.067786,0.175787,0.197438,0.000000,0.063700,0.219301,0.343326,0.942207,0.114634,0.256396,0.312607,0.941599,0.119264,0.218759,0.331990,0.940914,,,,0.091262,0.238799,0.329756,0.060381,0.282038,0.310804,,,,0.063539,0.219152,0.343398,0.114481,0.256227,0.312659,0.119460,0.218888,0.331963
398,6.633333,0.511685,0.154908,0.773235,0.341013,0.066921,0.175693,0.197844,0.000183,0.089482,0.238175,0.330603,0.976390,0.058459,0.281269,0.311680,0.960759,0.066918,0.175693,0.197847,0.000000,0.062002,0.218542,0.343906,0.942207,0.112893,0.256009,0.313571,0.941599,0.117616,0.218309,0.332808,0.940914,,,,0.089525,0.238222,0.330544,0.058511,0.281386,0.311642,,,,0.061823,0.218422,0.343983,0.112761,0.255856,0.313641,0.117830,0.218417,0.332760
399,6.650000,0.510219,0.153006,0.775668,0.338532,0.066206,0.175654,0.198189,0.000204,0.087815,0.237529,0.331390,0.978251,0.056720,0.280597,0.312529,0.966479,0.066203,0.175654,0.198192,0.000000,0.060345,0.217717,0.344445,0.942920,0.111244,0.255545,0.314576,0.946669,0.116017,0.217764,0.333640,0.938720,,,,0.087858,0.237598,0.331325,0.056776,0.280738,0.312489,,,,0.060153,0.217554,0.344532,0.111117,0.255371,0.314635,0.116237,0.217890,0.333599
400,6.666667,0.509524,0.151149,0.777340,0.336574,0.065214,0.175566,0.198576,0.000189,0.086210,0.236838,0.332153,0.974008,0.055072,0.279921,0.313397,0.960747,0.065210,0.175566,0.198578,0.000000,0.058744,0.216893,0.345015,0.933522,0.109651,0.254994,0.315509,0.944025,0.114453,0.217131,0.334403,0.935629,,,,0.086230,0.236912,0.332105,0.055122,0.280063,0.313358,,,,0.058589,0.216749,0.345079,0.109515,0.254805,0.315569,0.114675,0.217248,0.334366
401,6.683333,0.508104,0.149267,0.779576,0.334382,0.064511,0.175488,0.198956,0.000203,0.084617,0.236177,0.332935,0.977270,0.053428,0.279245,0.314230,0.961126,0.064508,0.175488,0.198958,0.000000,0.057155,0.216076,0.345560,0.944608,0.108081,0.254494,0.316499,0.939818,0.112916,0.216556,0.335233,0.936593,,,,0.084663,0.236239,0.332869,0.053468,0.279384,0.314193,,,,0.056958,0.215931,0.345640,0.107958,0.254326,0.316558,0.113149,0.216669,0.335197
402,6.700000,0.507426,0.147729,0.780971,0.332835,0.063534,0.175297,0.199413,0.000205,0.083113,0.235498,0.333691,0.971343,0.051894,0.278578,0.315060,0.962636,0.063531,0.175297,0.199416,0.000000,0.055653,0.215294,0.346153,0.936489,0.106590,0.253927,0.317398,0.939624,0.111444,0.215925,0.335998,0.935016,,,,0.083186,0.235557,0.333625,0.051946,0.278714,0.315026,,,,0.055455,0.215152,0.346225,0.106437,0.253750,0.317460,0.111670,0.216047,0.335964
403,6.716667,0.506258,0.145890,0.782847,0.331014,0.062758,0.175148,0.199801,0.000213,0.081589,0.234793,0.334433,0.976342,0.050342,0.277876,0.315858,0.961895,0.062755,0.175148,0.199804,0.000000,0.054126,0.214463,0.346682,0.929060,0.105090,0.253355,0.318327,0.941445,0.109960,0.215282,0.336777,0.928405,,,,0.081644,0.234862,0.334397,0.050395,0.278015,0.315826,,,,0.053904,0.214301,0.346751,0.104962,0.253163,0.318370,0.110202,0.215428,0.336734
404,6.733333,0.505485,0.144124,0.784058,0.330100,0.061793,0.174855,0.200237,0.000202,0.080134,0.234037,0.335140,0.982104,0.048920,0.277165,0.316614,0.959037,0.061790,0.174855,0.200239,0.000000,0.052645,0.213645,0.347226,0.937371,0.103676,0.252671,0.319179,0.941810,0.108510,0.214537,0.337511,0.929454,,,,0.080159,0.234085,0.335092,0.048975,0.277314,0.316575,,,,0.052456,0.213497,0.347297,0.103540,0.252490,0.319233,0.108756,0.214669,0.337473
405,6.750000,0.504605,0.142320,0.785736,0.328235,0.061041,0.174631,0.200619,0.000218,0.078733,0.233234,0.335862,0.970956,0.047482,0.276370,0.317418,0.960873,0.061038,0.174631,0.200622,0.000000,0.051249,0.212719,0.347751,0.928177,0.102288,0.252000,0.320075,0.942206,0.107148,0.213793,0.338248,0.932886,,,,0.078798,0.233320,0.335818,0.047535,0.276512,0.317380,,,,0.051033,0.212545,0.347825,0.102154,0.251817,0.320122,0.107381,0.213921,0.338209
406,6.766667,0.504186,0.140621,0.786712,0.327272,0.060045,0.174257,0.201094,0.000207,0.077368,0.232376,0.336593,0.970956,0.046138,0.275562,0.318229,0.960873,0.060042,0.174257,0.201097,0.000000,0.049866,0.211803,0.348339,0.928177,0.100951,0.251212,0.320933,0.942206,0.105788,0.212942,0.338979,0.932886,,,,0.077404,0.232421,0.336553,0.046199,0.275689,0.318192,,,,0.049645,0.211665,0.348412,0.100818,0.251038,0.320993,0.106045,0.213082,0.338924
407,6.783333,0.503435,0.138358,0.788185,0.325846,0.059238,0.173961,0.201473,0.000200,0.075987,0.231432,0.337320,0.982465,0.044777,0.274672,0.319051,0.963590,0.059235,0.173961,0.201475,0.000000,0.048465,0.210770,0.348861,0.932285,0.099608,0.250371,0.321841,0.943218,0.104420,0.212018,0.339717,0.925460,,,,0.076031,0.231470,0.337270,0.044825,0.274801,0.319026,,,,0.048246,0.210633,0.348928,0.099491,0.250202,0.321885,0.104665,0.212156,0.339682
408,6.800000,0.502769,0.136220,0.789688,0.324128,0.058403,0.173647,0.201804,0.000212,0.074581,0.230454,0.337999,0.980861,0.043360,0.273733,0.319842,0.964990,0.058400,0.173646,0.201807,0.000000,0.047055,0.209687,0.349339,0.933264,0.098222,0.249513,0.322699,0.947448,0.103039,0.211077,0.340396,0.929216,,,,0.074593,0.230460,0.337933,0.043421,0.273899,0.319806,,,,0.046844,0.209534,0.349422,0.098093,0.249319,0.322757,0.103304,0.211253,0.340357
409,6.816667,0.501638,0.133731,0.791524,0.322436,0.057751,0.173373,0.202093,0.000208,0.073182,0.229471,0.338668,0.978075,0.041975,0.272796,0.320595,0.963580,0.057747,0.173373,0.202095,0.000000,0.045636,0.208597,0.349764,0.928888,0.096863,0.248651,0.323585,0.946713,0.101660,0.210128,0.341097,0.917679,,,,0.073173,0.229490,0.338583,0.042046,0.272921,0.320575,,,,0.045402,0.208462,0.349851,0.096752,0.248479,0.323644,0.101944,0.210290,0.341057
410,6.833333,0.501707,0.130685,0.792090,0.322189,0.056527,0.173052,0.202382,0.000140,0.071765,0.228394,0.339287,0.993253,0.040701,0.271885,0.321369,0.960487,0.056523,0.173051,0.202384,0.000000,0.044145,0.207526,0.350208,0.956525,0.095526,0.247597,0.324360,0.969831,0.100193,0.208973,0.341681,0.959027,,,,0.071765,0.228391,0.339260,0.040726,0.272020,0.321289,,,,0.044050,0.207412,0.350299,0.095447,0.247546,0.324435,0.100342,0.209006,0.341622
411,6.850000,0.500670,0.128582,0.793635,0.320842,0.055829,0.172693,0.202705,0.000150,0.070421,0.227449,0.339916,0.982318,0.039376,0.270979,0.322060,0.957846,0.055826,0.172693,0.202707,0.000000,0.042783,0.206497,0.350628,0.945692,0.094220,0.246749,0.325174,0.970300,0.098863,0.208053,0.342343,0.952075,,,,0.070404,0.227410,0.339859,0.039431,0.271121,0.321987,,,,0.042659,0.206361,0.350743,0.094149,0.246690,0.325250,0.099020,0.208145,0.342281
412,6.866667,0.499974,0.126963,0.794599,0.320185,0.054946,0.172216,0.203100,0.000134,0.069122,0.226559,0.340518,0.984944,0.038120,0.270137,0.322703,0.961256,0.054943,0.172215,0.203103,0.000000,0.041457,0.205569,0.351086,0.954530,0.092960,0.245908,0.325905,0.973305,0.097562,0.207162,0.342971,0.959180,,,,0.069109,0.226530,0.340467,0.038155,0.270272,0.322637,,,,0.041357,0.205452,0.351184,0.092892,0.245859,0.325972,0.097707,0.207221,0.342925
413,6.883333,0.499134,0.125113,0.795675,0.319551,0.054113,0.171812,0.203445,0.000161,0.067813,0.225701,0.341090,0.984944,0.036870,0.269336,0.323313,0.961256,0.054110,0.171812,0.203447,0.000000,0.040114,0.204675,0.351493,0.954530,0.091700,0.245100,0.326623,0.973305,0.096246,0.206298,0.343576,0.959180,,,,0.067804,0.225695,0.341059,0.036894,0.269497,0.323243,,,,0.039996,0.204533,0.351584,0.091633,0.245027,0.326676,0.096418,0.206358,0.343534
414,6.900000,0.498365,0.123665,0.796792,0.318530,0.053259,0.171408,0.203798,0.000144,0.066487,0.224882,0.341650,0.991857,0.035549,0.268539,0.323916,0.955734,0.053256,0.171407,0.203800,0.000000,0.038779,0.203794,0.351905,0.948688,0.090396,0.244352,0.327316,0.971826,0.094933,0.205503,0.344162,0.953451,,,,0.066484,0.224861,0.341604,0.035596,0.268678,0.323844,,,,0.038672,0.203667,0.352004,0.090307,0.244300,0.327385,0.095083,0.205563,0.344111
415,6.916667,0.497389,0.121809,0.798227,0.317176,0.052459,0.171078,0.204046,0.000160,0.065080,0.224014,0.342164,0.987255,0.034146,0.267697,0.324487,0.959065,0.052456,0.171078,0.204049,0.000000,0.037364,0.202844,0.352227,0.951789,0.089015,0.243577,0.328000,0.969065,0.093545,0.204666,0.344706,0.957522,,,,0.065064,0.224011,0.342128,0.034183,0.267868,0.324411,,,,0.037258,0.202682,0.352326,0.088943,0.243510,0.328055,0.093703,0.204727,0.344664
416,6.933333,0.496549,0.120186,0.799301,0.316407,0.051584,0.170609,0.204363,0.000153,0.063729,0.223125,0.342683,0.990114,0.032831,0.266847,0.325041,0.952371,0.051581,0.170609,0.204366,0.000000,0.035992,0.201910,0.352591,0.945432,0.087701,0.242743,0.328658,0.971838,0.092196,0.203783,0.345258,0.956294,,,,0.063705,0.223103,0.342652,0.032862,0.267011,0.324970,,,,0.035883,0.201759,0.352688,0.087649,0.242685,0.328707,0.092350,0.203850,0.345216
