Format Version,1.23,Take Name,pinkhead_nziz_004,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-09 11.14.34.198 AM,Total Frames in Take,337,Total Exported Frames,337,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
87,1.450000,-0.284430,0.063179,-0.816120,-0.499055,0.040400,0.170406,0.205447,0.000239,0.003785,0.230896,0.335978,0.907646,0.005374,0.280590,0.309415,0.941228,0.040397,0.170408,0.205448,0.000000,-0.031049,0.223382,0.329071,0.911033,0.037034,0.237888,0.337325,0.901287,0.017179,0.202575,0.350455,0.899871,,,,0.003791,0.230528,0.335949,0.005345,0.280677,0.309199,,,,-0.030992,0.223720,0.329165,0.036892,0.238216,0.337493,0.017286,0.202189,0.350438
88,1.466667,-0.281288,0.059039,-0.817607,-0.498909,0.040247,0.171531,0.205131,0.000226,0.003165,0.233187,0.334982,0.910670,0.004622,0.282618,0.307927,0.937740,0.040244,0.171533,0.205131,0.000000,-0.031628,0.225476,0.328087,0.921268,0.036386,0.240315,0.336320,0.907740,0.016636,0.205062,0.349766,0.903581,,,,0.003166,0.232832,0.334944,0.004609,0.282740,0.307710,,,,-0.031591,0.225773,0.328184,0.036249,0.240620,0.336477,0.016747,0.204692,0.349768
89,1.483333,-0.277408,0.053840,-0.819012,-0.499365,0.040007,0.172558,0.204809,0.000234,0.002485,0.235753,0.333791,0.912838,0.003839,0.284839,0.306108,0.943039,0.040003,0.172559,0.204809,0.000000,-0.032271,0.227846,0.326930,0.915132,0.035680,0.243002,0.335100,0.902789,0.016014,0.207862,0.348959,0.899642,,,,0.002486,0.235406,0.333756,0.003821,0.284918,0.305895,,,,-0.032235,0.228171,0.327019,0.035540,0.243326,0.335263,0.016136,0.207479,0.348954
90,1.500000,-0.272936,0.048398,-0.820490,-0.499960,0.039815,0.173682,0.204480,0.000232,0.001758,0.238544,0.332474,0.915025,0.003038,0.287245,0.304117,0.946413,0.039811,0.173683,0.204481,0.000000,-0.032955,0.230436,0.325632,0.913054,0.034928,0.245912,0.333770,0.904406,0.015331,0.210907,0.348063,0.901903,,,,0.001754,0.238205,0.332449,0.003011,0.287300,0.303911,,,,-0.032911,0.230772,0.325711,0.034794,0.246233,0.333929,0.015453,0.210534,0.348056
91,1.516667,-0.269275,0.043072,-0.821917,-0.500087,0.039502,0.175025,0.204038,0.000219,0.001013,0.241351,0.331150,0.915025,0.002152,0.289695,0.302182,0.946413,0.039498,0.175026,0.204039,0.000000,-0.033660,0.233026,0.324361,0.913054,0.034153,0.248860,0.332400,0.904406,0.014667,0.213964,0.347106,0.901903,,,,0.001006,0.241025,0.331125,0.002138,0.289754,0.301980,,,,-0.033612,0.233340,0.324445,0.034006,0.249164,0.332554,0.014788,0.213615,0.347095
92,1.533333,-0.266113,0.038099,-0.823083,-0.500266,0.039112,0.176488,0.203488,0.000220,0.000297,0.244150,0.329795,0.918104,0.001303,0.292160,0.300272,0.947289,0.039108,0.176489,0.203489,0.000000,-0.034342,0.235633,0.323074,0.918019,0.033411,0.251781,0.330985,0.907167,0.014027,0.216993,0.346076,0.907525,,,,0.000303,0.243800,0.329737,0.001283,0.292215,0.300066,,,,-0.034308,0.235962,0.323169,0.033269,0.252100,0.331158,0.014149,0.216638,0.346072
93,1.550000,-0.262364,0.032959,-0.824358,-0.500513,0.038842,0.177956,0.202960,0.000213,-0.000412,0.247053,0.328350,0.911457,0.000485,0.294695,0.298234,0.946394,0.038838,0.177957,0.202960,0.000000,-0.035011,0.238338,0.321678,0.913908,0.032675,0.254809,0.329500,0.902418,0.013380,0.220148,0.344991,0.906072,,,,-0.000405,0.246726,0.328305,0.000469,0.294753,0.298027,,,,-0.034973,0.238652,0.321768,0.032525,0.255114,0.329663,0.013502,0.219798,0.344989
94,1.566667,-0.258865,0.028141,-0.825543,-0.500675,0.038485,0.179604,0.202298,0.000209,-0.001188,0.250025,0.326816,0.924631,-0.000396,0.297317,0.296151,0.947588,0.038482,0.179605,0.202298,0.000000,-0.035749,0.241122,0.320193,0.925348,0.031872,0.257900,0.327928,0.909286,0.012664,0.223359,0.343790,0.909906,,,,-0.001195,0.249726,0.326780,-0.000394,0.297382,0.295952,,,,-0.035701,0.241402,0.320285,0.031716,0.258197,0.328067,0.012777,0.223017,0.343796
95,1.583333,-0.255117,0.023167,-0.826841,-0.500713,0.038166,0.181347,0.201550,0.000198,-0.001996,0.253121,0.325136,0.913825,-0.001316,0.300042,0.293904,0.946168,0.038162,0.181349,0.201550,0.000000,-0.036512,0.244013,0.318557,0.923654,0.031033,0.261128,0.326214,0.908710,0.011919,0.226711,0.342456,0.916507,,,,-0.001975,0.252780,0.325086,-0.001320,0.300118,0.293702,,,,-0.036478,0.244302,0.318651,0.030871,0.261421,0.326361,0.012027,0.226396,0.342465
96,1.600000,-0.250031,0.017114,-0.827535,-0.502371,0.037794,0.182840,0.200831,0.000204,-0.002749,0.256546,0.323148,0.925309,-0.002024,0.302963,0.291172,0.946619,0.037791,0.182841,0.200831,0.000000,-0.037240,0.247306,0.316624,0.922268,0.030271,0.264596,0.324184,0.906443,0.011141,0.230428,0.340924,0.909703,,,,-0.002734,0.256249,0.323114,-0.002031,0.303010,0.290964,,,,-0.037194,0.247599,0.316715,0.030105,0.264895,0.324337,0.011253,0.230084,0.340922
97,1.616667,-0.244404,0.010314,-0.828539,-0.503670,0.037571,0.184344,0.200077,0.000191,-0.003484,0.260105,0.320960,0.926733,-0.002759,0.305954,0.288175,0.945261,0.037567,0.184345,0.200078,0.000000,-0.037937,0.250680,0.314499,0.928362,0.029516,0.268242,0.321951,0.910855,0.010407,0.234333,0.339233,0.913226,,,,-0.003470,0.259813,0.320937,-0.002753,0.306014,0.287964,,,,-0.037922,0.250954,0.314580,0.029345,0.268518,0.322098,0.010542,0.234013,0.339238
98,1.633333,-0.239015,0.004177,-0.829800,-0.504269,0.037440,0.185970,0.199247,0.000182,-0.004261,0.263513,0.318771,0.926733,-0.003569,0.308836,0.285262,0.945261,0.037436,0.185971,0.199247,0.000000,-0.038663,0.253876,0.312347,0.928362,0.028710,0.271770,0.319742,0.910855,0.009649,0.238079,0.337498,0.913226,,,,-0.004254,0.263217,0.318731,-0.003560,0.308901,0.285058,,,,-0.038620,0.254138,0.312442,0.028535,0.272034,0.319886,0.009764,0.237785,0.337503
99,1.650000,-0.234671,-0.000839,-0.830498,-0.505175,0.037102,0.187722,0.198275,0.000189,-0.005016,0.266764,0.316666,0.925354,-0.004311,0.311644,0.282566,0.946445,0.037098,0.187724,0.198275,0.000000,-0.039386,0.256989,0.310284,0.929544,0.027940,0.275085,0.317610,0.913024,0.008887,0.241600,0.335761,0.920953,,,,-0.005000,0.266478,0.316608,-0.004305,0.311671,0.282377,,,,-0.039347,0.257268,0.310378,0.027770,0.275378,0.317753,0.008997,0.241285,0.335771
100,1.666667,-0.230799,-0.005324,-0.831288,-0.505632,0.036846,0.189522,0.197239,0.000186,-0.005711,0.269836,0.314612,0.927094,-0.005024,0.314320,0.279996,0.952190,0.036842,0.189523,0.197239,0.000000,-0.040045,0.259914,0.308266,0.925666,0.027225,0.278239,0.315533,0.908066,0.008202,0.244926,0.334027,0.916490,,,,-0.005688,0.269628,0.314577,-0.005008,0.314336,0.279803,,,,-0.040019,0.260161,0.308355,0.027050,0.278525,0.315666,0.008312,0.244586,0.334032
101,1.683333,-0.227063,-0.010213,-0.831839,-0.506341,0.036598,0.191302,0.196119,0.000183,-0.006273,0.272974,0.312436,0.946873,-0.005607,0.317033,0.277280,0.951509,0.036595,0.191304,0.196119,0.000000,-0.040581,0.262917,0.306159,0.934099,0.026647,0.281443,0.313304,0.909754,0.007652,0.248327,0.332176,0.910647,,,,-0.006250,0.272710,0.312408,-0.005593,0.317063,0.277089,,,,-0.040553,0.263180,0.306238,0.026466,0.281718,0.313431,0.007769,0.248023,0.332189
102,1.700000,-0.222336,-0.015857,-0.832424,-0.507333,0.036468,0.192962,0.195026,0.000174,-0.006817,0.276256,0.310033,0.925694,-0.006135,0.319797,0.274238,0.954066,0.036464,0.192964,0.195026,0.000000,-0.041094,0.266053,0.303821,0.930165,0.026087,0.284790,0.310857,0.912661,0.007098,0.251922,0.330165,0.923913,,,,-0.006789,0.275967,0.309971,-0.006121,0.319830,0.274058,,,,-0.041080,0.266319,0.303904,0.025905,0.285055,0.310992,0.007225,0.251646,0.330190
103,1.716667,-0.216487,-0.021964,-0.832834,-0.508958,0.036413,0.194464,0.194058,0.000167,-0.007354,0.279651,0.307484,0.933937,-0.006562,0.322585,0.270966,0.950390,0.036409,0.194465,0.194058,0.000000,-0.041602,0.269323,0.301316,0.934121,0.025542,0.288219,0.308289,0.910034,0.006499,0.255668,0.328075,0.923279,,,,-0.007328,0.279393,0.307434,-0.006531,0.322616,0.270772,,,,-0.041581,0.269566,0.301416,0.025344,0.288485,0.308428,0.006618,0.255385,0.328079
104,1.733333,-0.211435,-0.029772,-0.833395,-0.509766,0.036340,0.195926,0.193145,0.000163,-0.007756,0.283069,0.304946,0.901493,-0.007056,0.325323,0.267641,0.969608,0.036336,0.195927,0.193145,0.000000,-0.041969,0.272531,0.298945,0.932501,0.025115,0.291743,0.305616,0.931086,0.006149,0.259510,0.325986,0.926352,,,,-0.007769,0.282691,0.304837,-0.007023,0.325393,0.267548,,,,-0.042030,0.272794,0.298947,0.024882,0.291840,0.305727,0.006424,0.259458,0.326078
105,1.750000,-0.208652,-0.034088,-0.833506,-0.510460,0.036056,0.197924,0.191510,0.000167,-0.008159,0.286174,0.302392,0.941506,-0.007487,0.328041,0.264653,0.945736,0.036052,0.197925,0.191510,0.000000,-0.042360,0.275543,0.296488,0.939763,0.024704,0.294886,0.302983,0.921040,0.005761,0.262846,0.323678,0.925492,,,,-0.008139,0.285945,0.302347,-0.007473,0.328101,0.264445,,,,-0.042324,0.275764,0.296578,0.024522,0.295109,0.303114,0.005872,0.262572,0.323710
106,1.766667,-0.204542,-0.039868,-0.833703,-0.511383,0.035998,0.199574,0.190348,0.000164,-0.008458,0.289330,0.299917,0.941506,-0.007800,0.330658,0.261589,0.945736,0.035995,0.199576,0.190348,0.000000,-0.042638,0.278570,0.294129,0.939763,0.024392,0.298094,0.300420,0.921040,0.005470,0.266326,0.321548,0.925492,,,,-0.008430,0.289115,0.299865,-0.007785,0.330713,0.261390,,,,-0.042601,0.278785,0.294214,0.024194,0.298299,0.300548,0.005589,0.266066,0.321586
107,1.783333,-0.200768,-0.045668,-0.833447,-0.512808,0.035865,0.201143,0.189184,0.000169,-0.008634,0.292437,0.297457,0.944181,-0.007964,0.333219,0.258548,0.948435,0.035861,0.201144,0.189184,0.000000,-0.042812,0.281594,0.291808,0.941248,0.024215,0.301209,0.297849,0.921900,0.005286,0.269741,0.319416,0.927922,,,,-0.008598,0.292245,0.297383,-0.007945,0.333266,0.258343,,,,-0.042787,0.281805,0.291908,0.024019,0.301431,0.297986,0.005402,0.269454,0.319459
108,1.800000,-0.196756,-0.052464,-0.832646,-0.515010,0.035820,0.202433,0.188083,0.000158,-0.008508,0.295552,0.294862,0.947818,-0.007797,0.335690,0.255289,0.947122,0.035816,0.202434,0.188083,0.000000,-0.042703,0.284666,0.289405,0.941558,0.024354,0.304283,0.295097,0.918286,0.005390,0.273201,0.317185,0.921740,,,,-0.008467,0.295314,0.294788,-0.007768,0.335735,0.255096,,,,-0.042694,0.284883,0.289501,0.024158,0.304516,0.295226,0.005508,0.272945,0.317227
109,1.816667,-0.192043,-0.060659,-0.831089,-0.518393,0.035653,0.203437,0.187223,0.000160,-0.008253,0.298828,0.292155,0.949105,-0.007436,0.338164,0.251787,0.953990,0.035649,0.203438,0.187223,0.000000,-0.042491,0.287956,0.286945,0.939623,0.024640,0.307446,0.292188,0.923451,0.005587,0.276878,0.314909,0.930016,,,,-0.008198,0.298644,0.292088,-0.007448,0.338183,0.251604,,,,-0.042448,0.288185,0.287010,0.024443,0.307636,0.292326,0.005698,0.276626,0.314954
110,1.833333,-0.187581,-0.067255,-0.830342,-0.520407,0.035810,0.204704,0.186290,0.000142,-0.008051,0.301855,0.289614,0.941366,-0.007172,0.340520,0.248605,0.950602,0.035806,0.204705,0.186290,0.000000,-0.042298,0.290934,0.284565,0.942289,0.024851,0.310438,0.289524,0.917258,0.005753,0.280268,0.312734,0.935830,,,,-0.007993,0.301634,0.289559,-0.007145,0.340549,0.248412,,,,-0.042280,0.291144,0.284660,0.024640,0.310651,0.289663,0.005862,0.280035,0.312749
111,1.850000,-0.186000,-0.071910,-0.829312,-0.521990,0.035593,0.206220,0.185007,0.000144,-0.007852,0.304487,0.287448,0.938598,-0.007004,0.342734,0.246048,0.952598,0.035589,0.206222,0.185007,0.000000,-0.042129,0.293576,0.282591,0.938817,0.025065,0.313011,0.287192,0.912414,0.005971,0.283111,0.310752,0.929958,,,,-0.007793,0.304265,0.287360,-0.006975,0.342746,0.245861,,,,-0.042128,0.293799,0.282692,0.024856,0.313250,0.287341,0.006090,0.282858,0.310777
112,1.866667,-0.184076,-0.076383,-0.828716,-0.522984,0.035696,0.207807,0.183678,0.000140,-0.007557,0.307096,0.285210,0.950762,-0.006762,0.344932,0.243433,0.954746,0.035692,0.207809,0.183678,0.000000,-0.041846,0.296149,0.280515,0.945829,0.025361,0.315606,0.284819,0.922550,0.006294,0.285946,0.308702,0.936042,,,,-0.007496,0.306923,0.285140,-0.006747,0.344952,0.243254,,,,-0.041813,0.296345,0.280602,0.025157,0.315800,0.284948,0.006390,0.285711,0.308734
113,1.883333,-0.180323,-0.082201,-0.827676,-0.525051,0.035788,0.209069,0.182657,0.000133,-0.007292,0.309896,0.282737,0.950762,-0.006427,0.347121,0.240416,0.954746,0.035784,0.209070,0.182657,0.000000,-0.041600,0.298944,0.278198,0.945829,0.025641,0.318340,0.282225,0.922550,0.006520,0.289064,0.306534,0.936042,,,,-0.007241,0.309714,0.282665,-0.006405,0.347138,0.240251,,,,-0.041561,0.299135,0.278283,0.025433,0.318525,0.282343,0.006616,0.288851,0.306567
114,1.900000,-0.176715,-0.087519,-0.826649,-0.527033,0.035883,0.210465,0.181482,0.000133,-0.007043,0.312711,0.280179,0.949440,-0.006095,0.349361,0.237360,0.958226,0.035879,0.210466,0.181482,0.000000,-0.041370,0.301762,0.275775,0.946708,0.025906,0.321087,0.279565,0.924186,0.006723,0.292176,0.304259,0.941212,,,,-0.007007,0.312597,0.280128,-0.006074,0.349367,0.237191,,,,-0.041334,0.301930,0.275850,0.025717,0.321262,0.279676,0.006819,0.291940,0.304293
115,1.916667,-0.172235,-0.093182,-0.824981,-0.530149,0.035963,0.211573,0.180464,0.000138,-0.006674,0.315510,0.277505,0.967434,-0.005516,0.351489,0.234126,0.957256,0.035960,0.211574,0.180463,0.000000,-0.041040,0.304635,0.273222,0.953185,0.026311,0.323740,0.276808,0.929631,0.006974,0.295294,0.301920,0.935739,,,,-0.006655,0.315400,0.277463,-0.005476,0.351477,0.233949,,,,-0.041022,0.304811,0.273301,0.026113,0.323945,0.276925,0.007095,0.295035,0.301942
116,1.933333,-0.167757,-0.098852,-0.822954,-0.533698,0.035867,0.212568,0.179514,0.000130,-0.006353,0.318237,0.274852,0.970096,-0.004950,0.353524,0.230915,0.954630,0.035863,0.212569,0.179513,0.000000,-0.040769,0.307476,0.270693,0.951632,0.026676,0.326283,0.274072,0.922978,0.007158,0.298336,0.299600,0.928349,,,,-0.006299,0.318087,0.274766,-0.004930,0.353511,0.230764,,,,-0.040735,0.307668,0.270773,0.026476,0.326483,0.274187,0.007250,0.298107,0.299642
117,1.950000,-0.163426,-0.104107,-0.821632,-0.536073,0.035992,0.213649,0.178647,0.000125,-0.006086,0.320787,0.272395,0.962097,-0.004520,0.355436,0.227959,0.963154,0.035988,0.213650,0.178646,0.000000,-0.040525,0.310060,0.268337,0.951205,0.026965,0.328732,0.271551,0.925918,0.007333,0.301206,0.297447,0.937775,,,,-0.006038,0.320665,0.272319,-0.004494,0.355415,0.227816,,,,-0.040494,0.310237,0.268413,0.026767,0.328925,0.271657,0.007424,0.300978,0.297484
118,1.966667,-0.161006,-0.108020,-0.820084,-0.538396,0.035786,0.214767,0.177597,0.000121,-0.005872,0.323001,0.270267,0.946821,-0.004190,0.357193,0.225483,0.959121,0.035782,0.214768,0.177596,0.000000,-0.040351,0.312361,0.266326,0.945999,0.027208,0.330815,0.269336,0.920056,0.007481,0.303625,0.295513,0.937893,,,,-0.005800,0.322829,0.270165,-0.004166,0.357179,0.225322,,,,-0.040344,0.312553,0.266424,0.027024,0.331042,0.269465,0.007560,0.303393,0.295547
119,1.983333,-0.159690,-0.110989,-0.818149,-0.541122,0.035320,0.215842,0.176512,0.000125,-0.005662,0.324996,0.268403,0.925753,-0.003847,0.358838,0.223359,0.960554,0.035316,0.215843,0.176512,0.000000,-0.040201,0.314509,0.264578,0.932082,0.027458,0.332626,0.267377,0.906506,0.007616,0.305741,0.293780,0.932960,,,,-0.005561,0.324750,0.268269,-0.003840,0.358796,0.223207,,,,-0.040223,0.314767,0.264661,0.027259,0.332896,0.267543,0.007729,0.305501,0.293817
120,2.000000,-0.157078,-0.114269,-0.816934,-0.543036,0.035395,0.216838,0.175609,0.000123,-0.005346,0.326936,0.266474,0.943971,-0.003403,0.360363,0.221126,0.965331,0.035392,0.216839,0.175609,0.000000,-0.039913,0.316513,0.262718,0.938858,0.027796,0.334464,0.265405,0.915847,0.007857,0.307875,0.292036,0.934848,,,,-0.005277,0.326745,0.266380,-0.003396,0.360307,0.221000,,,,-0.039927,0.316753,0.262760,0.027592,0.334687,0.265553,0.008000,0.307659,0.292066
121,2.016667,-0.153484,-0.117658,-0.815660,-0.545250,0.035527,0.217693,0.174819,0.000115,-0.005077,0.328859,0.264436,0.943971,-0.002925,0.361805,0.218747,0.965331,0.035523,0.217694,0.174818,0.000000,-0.039667,0.318504,0.260709,0.938858,0.028091,0.336272,0.263365,0.915847,0.008009,0.310025,0.290226,0.934848,,,,-0.005031,0.328736,0.264383,-0.002891,0.361759,0.218599,,,,-0.039696,0.318694,0.260761,0.027895,0.336483,0.263494,0.008152,0.309792,0.290246
122,2.033333,-0.150963,-0.120966,-0.814434,-0.547060,0.035539,0.218597,0.173896,0.000115,-0.004815,0.330673,0.262487,0.964604,-0.002550,0.363201,0.216505,0.960291,0.035535,0.218598,0.173895,0.000000,-0.039431,0.320378,0.258834,0.950205,0.028373,0.337987,0.261369,0.921115,0.008206,0.312036,0.288452,0.931451,,,,-0.004731,0.330525,0.262421,-0.002516,0.363144,0.216372,,,,-0.039492,0.320577,0.258883,0.028175,0.338219,0.261495,0.008345,0.311808,0.288475
123,2.050000,-0.149642,-0.123651,-0.813204,-0.548650,0.035435,0.219621,0.172779,0.000101,-0.004536,0.332392,0.260660,0.954403,-0.002215,0.364609,0.214463,0.962959,0.035432,0.219623,0.172779,0.000000,-0.039183,0.322170,0.257101,0.946382,0.028672,0.339605,0.259468,0.917480,0.008454,0.313890,0.286738,0.932939,,,,-0.004459,0.332280,0.260608,-0.002189,0.364560,0.214340,,,,-0.039261,0.322338,0.257135,0.028502,0.339791,0.259598,0.008598,0.313697,0.286750
124,2.066667,-0.148374,-0.126496,-0.811862,-0.550330,0.035296,0.220663,0.171572,0.000127,-0.004239,0.334154,0.258719,0.964159,-0.001870,0.366047,0.212300,0.961680,0.035293,0.220664,0.171572,0.000000,-0.038921,0.324014,0.255266,0.950807,0.028989,0.341258,0.257443,0.925625,0.008721,0.315792,0.284910,0.930748,,,,-0.004160,0.334044,0.258672,-0.001834,0.366005,0.212157,,,,-0.039014,0.324184,0.255298,0.028809,0.341464,0.257562,0.008879,0.315568,0.284949
125,2.083333,-0.146185,-0.129956,-0.810756,-0.551740,0.035289,0.221736,0.170423,0.000135,-0.004008,0.336059,0.256585,0.963544,-0.001588,0.367541,0.209889,0.964600,0.035285,0.221738,0.170423,0.000000,-0.038710,0.325956,0.253229,0.950229,0.029233,0.343088,0.255240,0.926081,0.008923,0.317902,0.282932,0.934854,,,,-0.003919,0.335953,0.256539,-0.001516,0.367491,0.209778,,,,-0.038843,0.326097,0.253274,0.029061,0.343317,0.255314,0.009067,0.317687,0.282969
126,2.100000,-0.145524,-0.132523,-0.809752,-0.552777,0.035143,0.223033,0.168870,0.000145,-0.003786,0.337898,0.254477,0.967335,-0.001391,0.369120,0.207605,0.966893,0.035139,0.223035,0.168869,0.000000,-0.038513,0.327841,0.251237,0.947499,0.029466,0.344857,0.253034,0.931998,0.009159,0.319860,0.280899,0.932874,,,,-0.003698,0.337805,0.254449,-0.001322,0.369075,0.207501,,,,-0.038675,0.327974,0.251251,0.029300,0.345063,0.253098,0.009330,0.319660,0.280952
127,2.116667,-0.146392,-0.135415,-0.808753,-0.553309,0.034838,0.224665,0.167166,0.000201,-0.003529,0.339936,0.252479,0.748388,-0.001315,0.370960,0.205468,0.933645,0.034835,0.224666,0.167165,0.000000,-0.038284,0.329913,0.249446,0.954759,0.029725,0.346843,0.250850,0.958243,0.009517,0.321990,0.278915,0.874935,,,,-0.003606,0.340874,0.252834,-0.001234,0.370764,0.205308,,,,-0.038281,0.329747,0.249376,0.029561,0.346821,0.250825,0.009666,0.321518,0.278845
128,2.133333,-0.144973,-0.139012,-0.807407,-0.554754,0.034535,0.225953,0.165406,0.000191,-0.003413,0.342009,0.249838,0.748388,-0.001205,0.372643,0.202571,0.933645,0.034531,0.225955,0.165406,0.000000,-0.038197,0.332046,0.246946,0.954759,0.029855,0.348824,0.248097,0.958243,0.009635,0.324249,0.276398,0.874935,,,,-0.003446,0.342891,0.250154,-0.001133,0.372441,0.202428,,,,-0.038210,0.331883,0.246889,0.029700,0.348813,0.248088,0.009762,0.323794,0.276310
129,2.150000,-0.142866,-0.143205,-0.806143,-0.556071,0.034475,0.227266,0.163478,0.000177,-0.003166,0.344213,0.246811,0.765701,-0.000965,0.374377,0.199241,0.935422,0.034471,0.227268,0.163478,0.000000,-0.037971,0.334282,0.244060,0.956744,0.030111,0.350952,0.244961,0.961181,0.009884,0.326693,0.273527,0.879770,,,,-0.003234,0.345036,0.247105,-0.000885,0.374184,0.199098,,,,-0.037973,0.334129,0.244008,0.029960,0.350949,0.244951,0.010022,0.326246,0.273448
130,2.166667,-0.140343,-0.147923,-0.804210,-0.558273,0.034289,0.228331,0.161622,0.000163,-0.002836,0.346373,0.243634,0.780868,-0.000578,0.375975,0.195715,0.936669,0.034285,0.228333,0.161622,0.000000,-0.037679,0.336537,0.241035,0.959622,0.030464,0.352969,0.241670,0.962223,0.010182,0.329116,0.270537,0.881408,,,,-0.002922,0.347139,0.243904,-0.000501,0.375779,0.195582,,,,-0.037693,0.336403,0.240973,0.030325,0.352974,0.241671,0.010342,0.328681,0.270462
131,2.183333,-0.133328,-0.155082,-0.801876,-0.561399,0.034483,0.228941,0.160426,0.000152,-0.002506,0.348801,0.239817,0.795709,0.000026,0.377386,0.191299,0.937761,0.034479,0.228942,0.160425,0.000000,-0.037376,0.339036,0.237300,0.962902,0.030823,0.355238,0.237836,0.965241,0.010354,0.332066,0.267123,0.882520,,,,-0.002593,0.349515,0.240063,0.000109,0.377202,0.191182,,,,-0.037372,0.338910,0.237244,0.030667,0.355239,0.237827,0.010510,0.331661,0.267058
132,2.200000,-0.125402,-0.162459,-0.799180,-0.564971,0.034499,0.229520,0.159455,0.000144,-0.002342,0.351296,0.235948,0.836120,0.000547,0.378769,0.186812,0.944383,0.034496,0.229521,0.159455,0.000000,-0.037242,0.341625,0.233482,0.975142,0.031024,0.357544,0.233985,0.961348,0.010314,0.335125,0.263686,0.893331,,,,-0.002426,0.351916,0.236143,0.000617,0.378597,0.186690,,,,-0.037249,0.341542,0.233428,0.030872,0.357568,0.234001,0.010487,0.334736,0.263651
133,2.216667,-0.122364,-0.167124,-0.797804,-0.566220,0.034515,0.230566,0.157720,0.000141,-0.002130,0.353276,0.232802,0.832118,0.000780,0.380171,0.183348,0.940349,0.034511,0.230567,0.157720,0.000000,-0.037043,0.343626,0.230460,0.975747,0.031245,0.359454,0.230754,0.955489,0.010515,0.337411,0.260722,0.890159,,,,-0.002194,0.353908,0.233022,0.000858,0.379986,0.183219,,,,-0.037056,0.343544,0.230410,0.031071,0.359490,0.230773,0.010686,0.337011,0.260662
134,2.233333,-0.122166,-0.169680,-0.796495,-0.567344,0.034294,0.231657,0.155744,0.000136,-0.001844,0.354836,0.230301,0.843511,0.001009,0.381476,0.180705,0.942251,0.034290,0.231658,0.155744,0.000000,-0.036788,0.345265,0.228096,0.980811,0.031541,0.360917,0.228139,0.956694,0.010830,0.339079,0.258268,0.891532,,,,-0.001937,0.355429,0.230481,0.001087,0.381297,0.180580,,,,-0.036786,0.345200,0.228055,0.031376,0.360961,0.228166,0.011008,0.338685,0.258227
135,2.250000,-0.121370,-0.172087,-0.795783,-0.567789,0.034378,0.232713,0.153747,0.000131,-0.001568,0.356294,0.227730,0.842404,0.001229,0.382679,0.177995,0.943759,0.034374,0.232715,0.153747,0.000000,-0.036522,0.346735,0.225626,0.978048,0.031817,0.362342,0.225487,0.959045,0.011137,0.340671,0.255758,0.895144,,,,-0.001655,0.356885,0.227933,0.001302,0.382510,0.177866,,,,-0.036514,0.346663,0.225577,0.031657,0.362377,0.225499,0.011301,0.340287,0.255722
136,2.266667,-0.119082,-0.175872,-0.794540,-0.568854,0.034368,0.233569,0.151942,0.000126,-0.001361,0.357883,0.224793,0.842404,0.001443,0.383800,0.174813,0.943759,0.034365,0.233570,0.151942,0.000000,-0.036330,0.348354,0.222798,0.978048,0.032031,0.363863,0.222474,0.959045,0.011339,0.342504,0.252957,0.895144,,,,-0.001437,0.358428,0.224968,0.001519,0.383639,0.174700,,,,-0.036345,0.348287,0.222754,0.031881,0.363901,0.222488,0.011505,0.342149,0.252924
137,2.283333,-0.114057,-0.181416,-0.792520,-0.570957,0.034347,0.234103,0.150584,0.000119,-0.001202,0.359639,0.221400,0.855705,0.001764,0.384758,0.171023,0.947454,0.034343,0.234104,0.150584,0.000000,-0.036191,0.350168,0.219486,0.979615,0.032210,0.365497,0.219052,0.961070,0.011404,0.344672,0.249827,0.901871,,,,-0.001279,0.360157,0.221565,0.001845,0.384594,0.170930,,,,-0.036210,0.350107,0.219444,0.032060,0.365543,0.219058,0.011568,0.344333,0.249792
138,2.300000,-0.107267,-0.188320,-0.789925,-0.573627,0.034265,0.234471,0.149572,0.000110,-0.001112,0.361526,0.217714,0.862588,0.002097,0.385611,0.166850,0.948610,0.034261,0.234473,0.149571,0.000000,-0.036125,0.352128,0.215878,0.980901,0.032326,0.367231,0.215359,0.960833,0.011355,0.347099,0.246481,0.905299,,,,-0.001168,0.361989,0.217866,0.002161,0.385450,0.166743,,,,-0.036133,0.352097,0.215839,0.032172,0.367298,0.215380,0.011506,0.346760,0.246454
