Format Version,1.23,Take Name,charlie_nziz,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-09 11.10.33.114 AM,Total Frames in Take,370,Total Exported Frames,370,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
193,3.216667,0.665732,0.708981,-0.038104,-0.229556,0.056385,0.231419,0.057600,0.000278,0.051927,0.375288,0.021275,0.958120,0.038581,0.384879,0.075196,0.964936,0.056388,0.231421,0.057602,0.857913,0.087960,0.376877,0.025362,0.903005,0.018374,0.369805,0.020706,0.847708,0.046245,0.364758,-0.011096,0.959050,,,,,,,0.051835,0.375426,0.021248,0.038495,0.384971,0.075256,0.056639,0.230929,0.057734,0.087883,0.376504,0.025438,0.018500,0.370382,0.020557,0.046123,0.364815,-0.011188
194,3.233333,0.666925,0.708040,-0.040505,-0.228581,0.056785,0.230665,0.056568,0.000256,0.052502,0.374348,0.019487,0.959356,0.039290,0.384248,0.073384,0.971446,0.056788,0.230668,0.056569,0.874642,0.088546,0.375894,0.023487,0.883925,0.018938,0.368921,0.019019,0.839116,0.046732,0.363655,-0.012816,0.957321,,,,,,,0.052409,0.374477,0.019454,0.039201,0.384286,0.073446,0.057059,0.230269,0.056706,0.088463,0.375446,0.023577,0.019056,0.369532,0.018857,0.046607,0.363723,-0.012910
195,3.250000,0.668848,0.706297,-0.042092,-0.228066,0.056786,0.229823,0.055389,0.000275,0.053043,0.373375,0.017749,0.954587,0.039982,0.383545,0.071633,0.968458,0.056789,0.229825,0.055390,0.858874,0.089101,0.374782,0.021670,0.895041,0.019455,0.368090,0.017370,0.839475,0.047161,0.362579,-0.014499,0.960449,,,,,,,0.052926,0.373507,0.017705,0.039901,0.383622,0.071690,0.057051,0.229346,0.055531,0.089017,0.374380,0.021760,0.019592,0.368696,0.017210,0.047044,0.362644,-0.014583
196,3.266667,0.670403,0.704693,-0.042256,-0.228435,0.056793,0.228842,0.054070,0.000292,0.053616,0.372387,0.016351,0.954587,0.040672,0.382644,0.070247,0.968458,0.056796,0.228845,0.054071,0.858874,0.089686,0.373641,0.020223,0.895041,0.020006,0.367246,0.016020,0.839475,0.047645,0.361598,-0.015883,0.960449,,,,,,,0.053511,0.372528,0.016324,0.040583,0.382752,0.070290,0.057046,0.228318,0.054210,0.089605,0.373274,0.020300,0.020146,0.367830,0.015878,0.047531,0.361659,-0.015974
197,3.283333,0.671619,0.703222,-0.042526,-0.229344,0.056952,0.227684,0.052841,0.000272,0.054214,0.371245,0.015151,0.955475,0.041426,0.381540,0.069077,0.963319,0.056955,0.227686,0.052843,0.850176,0.090296,0.372368,0.018944,0.904124,0.020584,0.366227,0.014894,0.845736,0.048132,0.360483,-0.017071,0.960432,,,,,,,0.054115,0.371368,0.015112,0.041335,0.381629,0.069132,0.057221,0.227213,0.052980,0.090200,0.371943,0.019032,0.020725,0.366834,0.014736,0.048010,0.360561,-0.017153
198,3.300000,0.672414,0.702367,-0.043357,-0.229478,0.056994,0.226633,0.051687,0.000276,0.054467,0.370146,0.013797,0.959367,0.041787,0.380542,0.067729,0.965529,0.056997,0.226635,0.051689,0.860172,0.090557,0.371205,0.017529,0.889137,0.020827,0.365191,0.013602,0.839277,0.048312,0.359349,-0.018400,0.958440,,,,,,,0.054382,0.370285,0.013775,0.041686,0.380635,0.067786,0.057262,0.226153,0.051824,0.090480,0.370786,0.017612,0.020961,0.365797,0.013439,0.048177,0.359413,-0.018490
199,3.316667,0.673105,0.701807,-0.045032,-0.228844,0.057014,0.225741,0.050677,0.000291,0.054557,0.369119,0.012278,0.952469,0.041970,0.379720,0.066193,0.965226,0.057017,0.225743,0.050679,0.851091,0.090654,0.370160,0.015951,0.894902,0.020913,0.364194,0.012153,0.840513,0.048342,0.358214,-0.019870,0.957512,,,,,,,0.054433,0.369258,0.012240,0.041886,0.379820,0.066240,0.057278,0.225227,0.050824,0.090573,0.369758,0.016045,0.021061,0.364795,0.011996,0.048222,0.358291,-0.019962
200,3.333333,0.673993,0.701018,-0.047261,-0.228196,0.057097,0.224900,0.049743,0.000272,0.054724,0.368108,0.010708,0.962114,0.042279,0.378965,0.064604,0.964477,0.057100,0.224902,0.049744,0.869153,0.090831,0.369120,0.014290,0.882152,0.021074,0.363224,0.010685,0.830780,0.048420,0.357067,-0.021376,0.953745,,,,,,,0.054604,0.368162,0.010633,0.042194,0.379037,0.064692,0.057379,0.224483,0.049887,0.090743,0.368672,0.014405,0.021208,0.363865,0.010513,0.048301,0.357168,-0.021475
201,3.350000,0.675823,0.699295,-0.048364,-0.227839,0.056767,0.223900,0.048694,0.000298,0.054954,0.366999,0.009229,0.949243,0.042643,0.378073,0.063112,0.958685,0.056770,0.223903,0.048695,0.855251,0.091071,0.367864,0.012751,0.899254,0.021283,0.362261,0.009275,0.839275,0.048551,0.355888,-0.022811,0.961788,,,,,,,0.054796,0.367071,0.009125,0.042563,0.378195,0.063190,0.057026,0.223401,0.048833,0.091002,0.367484,0.012864,0.021441,0.362866,0.009125,0.048446,0.355971,-0.022885
202,3.366667,0.676912,0.698270,-0.049653,-0.227473,0.056664,0.222931,0.047726,0.000292,0.055115,0.365918,0.007850,0.954636,0.042915,0.377176,0.061720,0.958539,0.056667,0.222933,0.047727,0.855461,0.091239,0.366712,0.011312,0.894574,0.021433,0.361258,0.007963,0.837707,0.048635,0.354730,-0.024148,0.959093,,,,,,,0.054972,0.365973,0.007753,0.042835,0.377304,0.061790,0.056927,0.222436,0.047866,0.091145,0.366317,0.011426,0.021599,0.361865,0.007804,0.048525,0.354832,-0.024214
203,3.383333,0.677438,0.697830,-0.050663,-0.227033,0.056665,0.221963,0.046803,0.000282,0.055198,0.364860,0.006601,0.954636,0.043056,0.376252,0.060455,0.958539,0.056668,0.221965,0.046804,0.855461,0.091326,0.365631,0.010028,0.894574,0.021513,0.360228,0.006754,0.837707,0.048680,0.353603,-0.025366,0.959093,,,,,,,0.055045,0.364913,0.006509,0.042966,0.376349,0.060533,0.056941,0.221529,0.046939,0.091253,0.365194,0.010148,0.021669,0.360858,0.006593,0.048567,0.353697,-0.025446
204,3.400000,0.678689,0.696460,-0.051063,-0.227414,0.056353,0.220825,0.045742,0.000291,0.055317,0.363696,0.005435,0.953339,0.043299,0.375170,0.059301,0.961596,0.056356,0.220827,0.045744,0.866969,0.091453,0.364345,0.008806,0.885109,0.021616,0.359181,0.005645,0.832830,0.048710,0.352438,-0.026512,0.958251,,,,,,,0.055185,0.363765,0.005337,0.043223,0.375290,0.059377,0.056610,0.220330,0.045879,0.091358,0.363972,0.008929,0.021782,0.359795,0.005484,0.048591,0.352506,-0.026588
205,3.416667,0.679586,0.695447,-0.052337,-0.227545,0.056323,0.219704,0.044851,0.000269,0.055489,0.362492,0.004245,0.955325,0.043617,0.374104,0.058113,0.959599,0.056326,0.219706,0.044852,0.856436,0.091634,0.363073,0.007531,0.898839,0.021779,0.358046,0.004541,0.835871,0.048785,0.351180,-0.027664,0.961100,,,,,,,0.055328,0.362541,0.004155,0.043531,0.374172,0.058184,0.056605,0.219337,0.044977,0.091553,0.362604,0.007671,0.021943,0.358688,0.004389,0.048671,0.351261,-0.027757
206,3.433333,0.680051,0.694961,-0.054438,-0.227149,0.056414,0.218649,0.044052,0.000285,0.055522,0.361285,0.002917,0.952344,0.043788,0.373101,0.056770,0.967304,0.056417,0.218651,0.044053,0.880202,0.091675,0.361867,0.006111,0.875903,0.021812,0.356851,0.003313,0.830254,0.048736,0.349857,-0.028933,0.957928,,,,,,,0.055267,0.361327,0.002772,0.043718,0.373115,0.056879,0.056719,0.218363,0.044186,0.091609,0.361319,0.006276,0.021988,0.357526,0.003141,0.048651,0.349961,-0.029023
207,3.450000,0.682511,0.692426,-0.054349,-0.227533,0.055604,0.217339,0.042811,0.000360,0.055650,0.359947,0.001570,0.923931,0.044068,0.371884,0.055430,0.955316,0.055607,0.217341,0.042812,0.829636,0.091810,0.360281,0.004717,0.909315,0.021910,0.355748,0.002013,0.840994,0.048744,0.348543,-0.030263,0.965135,,,,,,,0.055424,0.360087,0.001422,0.044016,0.372036,0.055509,0.055841,0.216722,0.042973,0.091745,0.359951,0.004852,0.022111,0.356332,0.001859,0.048652,0.348617,-0.030338
208,3.466667,0.683329,0.691624,-0.056585,-0.226973,0.055697,0.216269,0.042074,0.000285,0.055801,0.358697,0.000217,0.941773,0.044370,0.370880,0.054054,0.967033,0.055700,0.216271,0.042075,0.862870,0.091970,0.359003,0.003271,0.884939,0.022058,0.354539,0.000764,0.833421,0.048800,0.347164,-0.031548,0.962636,,,,,,,0.055620,0.358816,0.000133,0.044305,0.370970,0.054125,0.055965,0.215812,0.042216,0.091898,0.358569,0.003407,0.022223,0.355157,0.000577,0.048689,0.347230,-0.031623
209,3.483333,0.683746,0.691356,-0.058723,-0.225986,0.055848,0.215247,0.041384,0.000259,0.055863,0.357484,-0.001118,0.960420,0.044518,0.369909,0.052683,0.968765,0.055851,0.215249,0.041385,0.883049,0.092037,0.357808,0.001876,0.864585,0.022121,0.353324,-0.000496,0.826354,0.048812,0.345806,-0.032819,0.954969,,,,,,,0.055757,0.357598,-0.001145,0.044422,0.369944,0.052754,0.056141,0.214906,0.041517,0.091943,0.357290,0.002002,0.022264,0.353974,-0.000697,0.048676,0.345869,-0.032919
210,3.500000,0.685241,0.689936,-0.059230,-0.225667,0.055424,0.213980,0.040434,0.000282,0.055941,0.356132,-0.002348,0.956341,0.044682,0.368706,0.051435,0.963617,0.055427,0.213982,0.040436,0.855700,0.092118,0.356327,0.000618,0.890264,0.022184,0.352100,-0.001695,0.837786,0.048823,0.344418,-0.034021,0.956097,,,,,,,0.055843,0.356275,-0.002369,0.044595,0.368814,0.051480,0.055684,0.213486,0.040580,0.092020,0.355914,0.000732,0.022337,0.352707,-0.001867,0.048697,0.344469,-0.034132
211,3.516667,0.686573,0.688607,-0.059918,-0.225496,0.055218,0.212657,0.039606,0.000279,0.056159,0.354723,-0.003454,0.956341,0.045004,0.367439,0.050318,0.963617,0.055222,0.212659,0.039607,0.855700,0.092340,0.354803,-0.000529,0.890264,0.022390,0.350805,-0.002754,0.837786,0.048966,0.342971,-0.035096,0.956097,,,,,,,0.056066,0.354858,-0.003490,0.044911,0.367558,0.050378,0.055480,0.212180,0.039741,0.092250,0.354380,-0.000414,0.022539,0.351409,-0.002935,0.048834,0.343017,-0.035188
212,3.533333,0.687155,0.687964,-0.060965,-0.225405,0.055350,0.211303,0.038890,0.000258,0.056395,0.353286,-0.004442,0.958189,0.045337,0.366117,0.049323,0.959482,0.055353,0.211305,0.038891,0.859810,0.092580,0.353328,-0.001572,0.888020,0.022622,0.349409,-0.003682,0.838025,0.049139,0.341482,-0.036050,0.958206,,,,,,,0.056283,0.353390,-0.004480,0.045243,0.366165,0.049390,0.055639,0.210956,0.039024,0.092480,0.352812,-0.001442,0.022767,0.350045,-0.003875,0.049015,0.341559,-0.036150
213,3.550000,0.688861,0.686141,-0.060322,-0.225925,0.054732,0.209826,0.037793,0.000334,0.056497,0.351828,-0.005454,0.960540,0.045530,0.364684,0.048323,0.968685,0.054735,0.209828,0.037794,0.882356,0.092683,0.351679,-0.002601,0.864633,0.022705,0.348126,-0.004682,0.829951,0.049166,0.340081,-0.037066,0.955616,,,,,,,0.056386,0.351988,-0.005504,0.045448,0.364862,0.048368,0.054962,0.209202,0.037946,0.092594,0.351347,-0.002501,0.022876,0.348698,-0.004843,0.049051,0.340128,-0.037153
214,3.566667,0.688823,0.686224,-0.062576,-0.225177,0.055054,0.208667,0.037237,0.000274,0.056548,0.350493,-0.006594,0.961527,0.045675,0.363555,0.047152,0.962919,0.055057,0.208669,0.037238,0.861704,0.092740,0.350402,-0.003814,0.885479,0.022763,0.346752,-0.005738,0.835581,0.049168,0.338607,-0.038143,0.957249,,,,,,,0.056463,0.350620,-0.006613,0.045587,0.363664,0.047201,0.055317,0.208201,0.037375,0.092633,0.349973,-0.003695,0.022913,0.347364,-0.005926,0.049037,0.338657,-0.038242
215,3.583333,0.689092,0.686155,-0.064561,-0.223999,0.055294,0.207466,0.036727,0.000255,0.056658,0.349095,-0.007740,0.965616,0.045837,0.362392,0.045959,0.968643,0.055297,0.207469,0.036728,0.883978,0.092853,0.349038,-0.005001,0.857767,0.022876,0.345338,-0.006830,0.828015,0.049249,0.337064,-0.039227,0.950618,,,,,,,0.056574,0.349201,-0.007764,0.045732,0.362433,0.046015,0.055593,0.207136,0.036861,0.092755,0.348496,-0.004858,0.023009,0.345984,-0.007026,0.049107,0.337146,-0.039338
216,3.600000,0.690612,0.684771,-0.065225,-0.223358,0.054908,0.206053,0.035961,0.000283,0.056763,0.347558,-0.008883,0.958096,0.046015,0.361036,0.044786,0.958499,0.054911,0.206056,0.035962,0.854158,0.092959,0.347377,-0.006160,0.892816,0.022968,0.343926,-0.007947,0.838674,0.049296,0.335470,-0.040335,0.961011,,,,,,,0.056687,0.347704,-0.008915,0.045922,0.361161,0.044844,0.055160,0.205548,0.036105,0.092853,0.346975,-0.006054,0.023111,0.344528,-0.008128,0.049178,0.335506,-0.040431
217,3.616667,0.690317,0.685292,-0.068351,-0.221735,0.055399,0.204892,0.035687,0.000241,0.056782,0.346114,-0.010054,0.971608,0.046099,0.359902,0.043550,0.967062,0.055402,0.204894,0.035688,0.896157,0.092983,0.346049,-0.007398,0.845700,0.022998,0.342396,-0.009030,0.825995,0.049289,0.333808,-0.041414,0.947137,,,,,,,0.056711,0.346202,-0.010066,0.045987,0.359908,0.043619,0.055711,0.204647,0.035815,0.092880,0.345459,-0.007249,0.023121,0.343048,-0.009240,0.049143,0.333899,-0.041537
218,3.633333,0.690361,0.685423,-0.070931,-0.220377,0.055638,0.203701,0.035274,0.000232,0.056740,0.344675,-0.011233,0.971608,0.046124,0.358738,0.042313,0.967062,0.055641,0.203703,0.035275,0.896157,0.092946,0.344677,-0.008636,0.845700,0.022964,0.340914,-0.010134,0.825995,0.049214,0.332188,-0.042514,0.947137,,,,,,,0.056643,0.344744,-0.011245,0.046020,0.358716,0.042388,0.055970,0.203534,0.035389,0.092823,0.344030,-0.008463,0.023104,0.341591,-0.010368,0.049067,0.332278,-0.042631
219,3.650000,0.690646,0.685163,-0.073266,-0.219528,0.055736,0.202522,0.034726,0.000226,0.056682,0.343284,-0.012421,0.970192,0.046175,0.357585,0.041082,0.967439,0.055739,0.202524,0.034727,0.903268,0.092893,0.343312,-0.009902,0.829873,0.022909,0.339514,-0.011233,0.817333,0.049094,0.330653,-0.043629,0.947996,,,,,,,0.056589,0.343358,-0.012433,0.046076,0.357554,0.041171,0.056061,0.202368,0.034842,0.092785,0.342681,-0.009727,0.023031,0.340177,-0.011471,0.048948,0.330734,-0.043758
220,3.666667,0.690116,0.685918,-0.076905,-0.217582,0.056157,0.201704,0.034503,0.000218,0.056490,0.342120,-0.013677,0.970246,0.046042,0.356775,0.039742,0.966040,0.056161,0.201706,0.034504,0.906039,0.092706,0.342298,-0.011235,0.833899,0.022734,0.338236,-0.012390,0.821296,0.048883,0.329232,-0.044775,0.947404,,,,,,,0.056405,0.342155,-0.013689,0.045935,0.356669,0.039833,0.056511,0.201650,0.034631,0.092594,0.341589,-0.011030,0.022849,0.338934,-0.012637,0.048721,0.329368,-0.044939
221,3.683333,0.689957,0.686492,-0.079869,-0.215194,0.056250,0.201157,0.034119,0.000209,0.056180,0.341222,-0.015071,0.976878,0.045724,0.356234,0.038247,0.956130,0.056253,0.201159,0.034120,0.905706,0.092396,0.341515,-0.012652,0.813481,0.022435,0.337258,-0.013736,0.812408,0.048589,0.328091,-0.046071,0.933063,,,,,,,0.056083,0.341249,-0.015101,0.045616,0.356146,0.038347,0.056590,0.201123,0.034223,0.092292,0.340835,-0.012450,0.022560,0.337938,-0.013980,0.048435,0.328188,-0.046203
222,3.700000,0.690248,0.686894,-0.082395,-0.212002,0.056190,0.200822,0.033815,0.000217,0.055930,0.340492,-0.016485,0.972737,0.045389,0.355907,0.036701,0.962874,0.056194,0.200824,0.033816,0.914456,0.092144,0.340867,-0.014028,0.839505,0.022191,0.336479,-0.015155,0.829860,0.048397,0.327101,-0.047388,0.947028,,,,,,,0.055836,0.340541,-0.016510,0.045277,0.355873,0.036793,0.056503,0.200718,0.033917,0.092057,0.340259,-0.013843,0.022327,0.337107,-0.015379,0.048245,0.327173,-0.047517
223,3.716667,0.690697,0.687105,-0.085306,-0.208678,0.056213,0.200630,0.033668,0.000219,0.055786,0.339855,-0.017851,0.974426,0.045184,0.355719,0.035191,0.966692,0.056216,0.200633,0.033669,0.911684,0.091997,0.340304,-0.015372,0.848850,0.022052,0.335804,-0.016510,0.832698,0.048295,0.326184,-0.048642,0.949386,,,,,,,0.055723,0.339934,-0.017866,0.045087,0.355684,0.035276,0.056512,0.200480,0.033787,0.091879,0.339738,-0.015197,0.022184,0.336413,-0.016754,0.048146,0.326251,-0.048761
224,3.733333,0.691370,0.687202,-0.087872,-0.205034,0.056173,0.200565,0.033591,0.000226,0.055705,0.339329,-0.019156,0.971373,0.045003,0.355651,0.033727,0.965893,0.056176,0.200568,0.033592,0.909407,0.091912,0.339834,-0.016623,0.857245,0.021972,0.335260,-0.017834,0.837208,0.048276,0.325380,-0.049837,0.947120,,,,,,,0.055614,0.339396,-0.019178,0.044902,0.355637,0.033818,0.056463,0.200386,0.033719,0.091828,0.339295,-0.016451,0.022107,0.335852,-0.018070,0.048130,0.325457,-0.049970
225,3.750000,0.691736,0.687698,-0.089475,-0.201413,0.056156,0.200521,0.033535,0.000227,0.055645,0.338898,-0.020221,0.969313,0.044758,0.355588,0.032509,0.964082,0.056159,0.200524,0.033536,0.909506,0.091843,0.339474,-0.017582,0.863974,0.021914,0.334788,-0.018971,0.838304,0.048329,0.324715,-0.050822,0.953914,,,,,,,0.055557,0.338980,-0.020246,0.044651,0.355592,0.032604,0.056437,0.200325,0.033656,0.091763,0.338959,-0.017424,0.022052,0.335374,-0.019207,0.048189,0.324756,-0.050933
226,3.766667,0.691107,0.689169,-0.090486,-0.198066,0.056371,0.200497,0.033534,0.000218,0.055519,0.338573,-0.020985,0.969313,0.044372,0.355510,0.031612,0.964082,0.056374,0.200500,0.033535,0.909506,0.091704,0.339306,-0.018217,0.863974,0.021800,0.334338,-0.019837,0.838304,0.048372,0.324193,-0.051534,0.953914,,,,,,,0.055436,0.338626,-0.021004,0.044264,0.355491,0.031703,0.056670,0.200379,0.033646,0.091619,0.338731,-0.018023,0.021939,0.334929,-0.020081,0.048213,0.324263,-0.051666
227,3.783333,0.689793,0.691119,-0.090201,-0.195970,0.056647,0.200285,0.033405,0.000204,0.055345,0.338267,-0.021343,0.974937,0.043917,0.355236,0.031183,0.964373,0.056650,0.200288,0.033406,0.915288,0.091515,0.339177,-0.018438,0.846899,0.021642,0.333872,-0.020317,0.836297,0.048383,0.323804,-0.051895,0.945460,,,,,,,0.055257,0.338306,-0.021365,0.043814,0.355171,0.031289,0.056958,0.200259,0.033505,0.091417,0.338555,-0.018219,0.021779,0.334479,-0.020559,0.048227,0.323873,-0.052056
228,3.800000,0.689224,0.692302,-0.087427,-0.195051,0.056339,0.199761,0.032864,0.000221,0.055128,0.337904,-0.021477,0.975468,0.043388,0.354698,0.031037,0.959696,0.056342,0.199764,0.032865,0.918770,0.091281,0.338860,-0.018371,0.833481,0.021427,0.333457,-0.020647,0.833214,0.048355,0.323523,-0.052109,0.941448,,,,,,,0.055040,0.337967,-0.021492,0.043293,0.354720,0.031118,0.056615,0.199578,0.032975,0.091196,0.338362,-0.018195,0.021560,0.334029,-0.020870,0.048217,0.323549,-0.052239
229,3.816667,0.687707,0.694492,-0.085983,-0.193255,0.056464,0.199335,0.032616,0.000227,0.054856,0.337499,-0.021663,0.967935,0.042768,0.354208,0.030798,0.967304,0.056467,0.199338,0.032617,0.911334,0.090987,0.338628,-0.018374,0.859311,0.021173,0.332887,-0.021007,0.838748,0.048308,0.323100,-0.052337,0.950999,,,,,,,0.054747,0.337563,-0.021688,0.042676,0.354212,0.030890,0.056750,0.199162,0.032741,0.090904,0.338101,-0.018196,0.021315,0.333467,-0.021250,0.048168,0.323156,-0.052463
230,3.833333,0.686926,0.695960,-0.084581,-0.191359,0.056366,0.198790,0.032236,0.000229,0.054630,0.336942,-0.022067,0.968396,0.042233,0.353622,0.030332,0.967200,0.056369,0.198792,0.032237,0.906858,0.090741,0.338176,-0.018597,0.869462,0.020958,0.332233,-0.021578,0.844875,0.048277,0.322522,-0.052771,0.954866,,,,,,,0.054533,0.337013,-0.022106,0.042138,0.353659,0.030415,0.056640,0.198568,0.032360,0.090664,0.337689,-0.018425,0.021082,0.332802,-0.021792,0.048152,0.322556,-0.052896
231,3.850000,0.686265,0.697186,-0.084632,-0.189233,0.056436,0.198252,0.031891,0.000213,0.054465,0.336261,-0.022767,0.971255,0.041847,0.353036,0.029549,0.968760,0.056439,0.198254,0.031892,0.917117,0.090561,0.337612,-0.019183,0.867103,0.020806,0.331453,-0.022375,0.850049,0.048255,0.321744,-0.053455,0.957655,,,,,,,0.054365,0.336315,-0.022786,0.041754,0.353083,0.029617,0.056706,0.198083,0.031987,0.090484,0.337116,-0.019009,0.020943,0.331995,-0.022592,0.048121,0.321770,-0.053556
232,3.866667,0.686230,0.697695,-0.084977,-0.187321,0.056462,0.197501,0.031488,0.000228,0.054455,0.335343,-0.023589,0.972996,0.041693,0.352260,0.028646,0.965729,0.056465,0.197503,0.031489,0.910592,0.090541,0.336748,-0.019923,0.867734,0.020801,0.330495,-0.023263,0.845204,0.048336,0.320726,-0.054248,0.951845,,,,,,,0.054372,0.335407,-0.023613,0.041595,0.352321,0.028721,0.056738,0.197298,0.031594,0.090478,0.336258,-0.019734,0.020929,0.331053,-0.023498,0.048177,0.320739,-0.054356
233,3.883333,0.687221,0.697056,-0.085025,-0.186037,0.056313,0.196433,0.030969,0.000238,0.054676,0.334151,-0.024429,0.972996,0.041862,0.351215,0.027746,0.965729,0.056316,0.196435,0.030970,0.910592,0.090759,0.335492,-0.020707,0.867734,0.021012,0.329372,-0.024147,0.845204,0.048578,0.319476,-0.055064,0.951845,,,,,,,0.054598,0.334251,-0.024451,0.041766,0.351280,0.027821,0.056574,0.196175,0.031091,0.090669,0.335042,-0.020544,0.021168,0.329919,-0.024380,0.048428,0.319474,-0.055169
234,3.900000,0.688156,0.696310,-0.085238,-0.185281,0.056259,0.195225,0.030383,0.000239,0.054950,0.332846,-0.025265,0.967729,0.042138,0.350031,0.026870,0.965349,0.056262,0.195227,0.030384,0.903502,0.091033,0.334117,-0.021523,0.878425,0.021275,0.328139,-0.024997,0.846441,0.048840,0.318128,-0.055878,0.954288,,,,,,,0.054863,0.332922,-0.025315,0.042043,0.350105,0.026944,0.056517,0.194947,0.030511,0.090954,0.333687,-0.021353,0.021419,0.328693,-0.025209,0.048703,0.318133,-0.055987
235,3.916667,0.687796,0.696909,-0.086548,-0.183749,0.056777,0.194164,0.030146,0.000206,0.055210,0.331575,-0.026011,0.968402,0.042338,0.348926,0.026054,0.964502,0.056780,0.194166,0.030147,0.900016,0.091289,0.332934,-0.022256,0.882758,0.021546,0.326799,-0.025742,0.847240,0.049146,0.316732,-0.056572,0.956241,,,,,,,0.055131,0.331601,-0.026028,0.042232,0.348890,0.026157,0.057094,0.194126,0.030246,0.091194,0.332308,-0.022033,0.021663,0.327421,-0.025998,0.048995,0.316785,-0.056725
236,3.933333,0.688514,0.696384,-0.086568,-0.183040,0.056727,0.192869,0.029587,0.000210,0.055429,0.330206,-0.026758,0.978642,0.042538,0.347648,0.025272,0.961872,0.056730,0.192871,0.029588,0.917018,0.091506,0.331513,-0.022972,0.832076,0.021757,0.325484,-0.026512,0.829181,0.049369,0.315331,-0.057305,0.944721,,,,,,,0.055335,0.330252,-0.026780,0.042425,0.347646,0.025365,0.057035,0.192797,0.029674,0.091425,0.330914,-0.022764,0.021887,0.326097,-0.026762,0.049222,0.315347,-0.057421
237,3.950000,0.688542,0.696548,-0.088037,-0.181603,0.057009,0.191761,0.029269,0.000197,0.055581,0.328870,-0.027626,0.976900,0.042670,0.346508,0.024333,0.958554,0.057012,0.191764,0.029270,0.916108,0.091657,0.330228,-0.023844,0.818435,0.021913,0.324117,-0.027363,0.830108,0.049536,0.313867,-0.058113,0.948329,,,,,,,0.055491,0.328885,-0.027640,0.042566,0.346442,0.024443,0.057334,0.191834,0.029334,0.091557,0.329550,-0.023604,0.022035,0.324731,-0.027628,0.049387,0.313912,-0.058249
238,3.966667,0.689566,0.695755,-0.088741,-0.180412,0.056874,0.190591,0.028756,0.000199,0.055760,0.327523,-0.028570,0.974212,0.042856,0.345351,0.023326,0.961655,0.056877,0.190593,0.028757,0.919321,0.091836,0.328819,-0.024771,0.834165,0.022082,0.322840,-0.028311,0.827510,0.049702,0.312437,-0.059013,0.950638,,,,,,,0.055660,0.327535,-0.028593,0.042752,0.345323,0.023436,0.057190,0.190576,0.028835,0.091749,0.328203,-0.024540,0.022197,0.323471,-0.028565,0.049565,0.312455,-0.059154
239,3.983333,0.689584,0.695901,-0.091303,-0.178492,0.057322,0.189675,0.028560,0.000214,0.055965,0.326248,-0.029611,0.977274,0.043076,0.344378,0.022184,0.952083,0.057325,0.189677,0.028561,0.906040,0.092042,0.327619,-0.025850,0.802623,0.022294,0.321517,-0.029296,0.817985,0.049904,0.310965,-0.059955,0.944041,,,,,,,0.055874,0.326248,-0.029619,0.042974,0.344274,0.022309,0.057671,0.189813,0.028617,0.091938,0.326886,-0.025574,0.022398,0.322176,-0.029588,0.049750,0.311006,-0.060112
240,4.000000,0.690432,0.695259,-0.093119,-0.176769,0.057395,0.188700,0.028212,0.000213,0.056177,0.324963,-0.030686,0.975603,0.043318,0.343382,0.021014,0.952020,0.057398,0.188703,0.028212,0.909597,0.092257,0.326314,-0.026938,0.810987,0.022501,0.320271,-0.030340,0.820839,0.050094,0.309525,-0.060947,0.944601,,,,,,,0.056080,0.324957,-0.030696,0.043205,0.343283,0.021133,0.057734,0.188824,0.028269,0.092174,0.325611,-0.026672,0.022614,0.320923,-0.030617,0.049938,0.309560,-0.061100
241,4.016667,0.690333,0.695523,-0.096075,-0.174522,0.057921,0.187901,0.028092,0.000246,0.056383,0.323738,-0.031774,0.975603,0.043533,0.342500,0.019805,0.952020,0.057924,0.187904,0.028093,0.909597,0.092463,0.325186,-0.028068,0.810987,0.022717,0.318983,-0.031365,0.820839,0.050304,0.308073,-0.061919,0.944601,,,,,,,0.056303,0.323701,-0.031783,0.043417,0.342331,0.019956,0.058278,0.188181,0.028122,0.092366,0.324345,-0.027760,0.022821,0.319654,-0.031681,0.050138,0.308138,-0.062069
