Format Version,1.23,Take Name,charlie_nziz,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-09 11.10.33.114 AM,Total Frames in Take,370,Total Exported Frames,370,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
91,1.516667,0.509869,0.713041,0.166780,-0.451433,0.042545,0.222833,0.183336,0.000109,0.021773,0.356462,0.244570,0.934673,0.012335,0.328975,0.292871,0.955079,0.042548,0.222834,0.183339,0.000000,0.057727,0.359709,0.248365,0.983412,-0.011057,0.348331,0.241075,0.945729,0.014293,0.367532,0.212750,0.945549,,,,,,,0.021666,0.356678,0.244650,0.012295,0.328808,0.292900,,,,0.057702,0.359726,0.248320,-0.010879,0.348455,0.241116,0.014287,0.367343,0.212646
92,1.533333,0.512516,0.715085,0.162171,-0.446857,0.042727,0.223446,0.182502,0.000939,0.021661,0.357918,0.241760,0.936597,0.012114,0.331116,0.290422,0.956388,0.042730,0.223448,0.182505,0.000000,0.057601,0.361254,0.245607,0.986413,-0.011152,0.349706,0.238289,0.944636,0.014260,0.368525,0.209763,0.946036,,,,,,,0.021523,0.358228,0.241878,0.012017,0.331036,0.290483,0.043956,0.221193,0.181651,0.057544,0.361289,0.245551,-0.011059,0.350006,0.238397,0.014194,0.368449,0.209718
93,1.550000,0.515829,0.715676,0.158521,-0.443396,0.042300,0.224328,0.181451,0.000104,0.021464,0.359538,0.239087,0.910150,0.011831,0.333337,0.288059,0.965137,0.042303,0.224329,0.181453,0.323809,0.057407,0.362848,0.242918,0.978168,-0.011364,0.351351,0.235692,0.917214,0.014104,0.369777,0.206961,0.972450,,,,,,,0.021358,0.359760,0.239155,0.011815,0.333184,0.288072,,,,,,,-0.011208,0.351477,0.235717,0.014069,0.369582,0.206855
94,1.566667,0.517976,0.716304,0.155216,-0.441041,0.042009,0.225236,0.180238,0.000105,0.021215,0.360979,0.236623,0.940458,0.011584,0.335235,0.285837,0.954014,0.042012,0.225237,0.180241,0.000000,0.057160,0.364315,0.240418,0.983910,-0.011615,0.352769,0.233310,0.942852,0.013853,0.370922,0.204405,0.940694,,,,,,,0.021122,0.361185,0.236700,0.011538,0.335058,0.285859,,,,0.057138,0.364353,0.240371,-0.011449,0.352918,0.233358,0.013848,0.370706,0.204306
95,1.583333,0.519195,0.717326,0.152770,-0.438795,0.041927,0.226190,0.178894,0.000115,0.020961,0.362321,0.234272,0.938807,0.011290,0.336926,0.283659,0.955330,0.041930,0.226192,0.178897,0.000000,0.056899,0.365713,0.238086,0.983498,-0.011859,0.354062,0.230979,0.946642,0.013630,0.372025,0.201974,0.949880,,,,,,,0.020850,0.362528,0.234341,0.011240,0.336762,0.283709,,,,0.056884,0.365732,0.238025,-0.011683,0.354178,0.231012,0.013630,0.371847,0.201883
96,1.600000,0.520521,0.718984,0.149022,-0.435790,0.042116,0.226965,0.177698,0.000981,0.020770,0.363606,0.231658,0.918025,0.011082,0.338693,0.281286,0.965473,0.042119,0.226967,0.177701,0.286264,0.056695,0.367115,0.235490,0.980149,-0.012026,0.355241,0.228401,0.935594,0.013466,0.372965,0.199252,0.973732,,,,,,,0.020629,0.363883,0.231762,0.010985,0.338616,0.281348,0.043402,0.224524,0.176968,0.056660,0.367150,0.235428,-0.011893,0.355451,0.228470,0.013407,0.372901,0.199194
97,1.616667,0.523525,0.720070,0.144701,-0.431836,0.041978,0.227633,0.176584,0.000975,0.020649,0.364991,0.228699,0.908192,0.010884,0.340744,0.278642,0.973371,0.041981,0.227635,0.176587,0.286644,0.056571,0.368529,0.232529,0.982078,-0.012149,0.356603,0.225513,0.928947,0.013391,0.373923,0.196163,0.972549,,,,,,,0.020436,0.365267,0.228813,0.010827,0.340662,0.278679,0.043283,0.225169,0.175982,0.056535,0.368565,0.232478,-0.012018,0.356849,0.225571,0.013360,0.373838,0.196100
98,1.633333,0.528746,0.720503,0.139765,-0.426345,0.041412,0.228103,0.175846,0.000108,0.020607,0.366443,0.225516,0.908192,0.010657,0.343117,0.275859,0.973371,0.041415,0.228105,0.175849,0.286644,0.056538,0.369891,0.229342,0.982078,-0.012222,0.358145,0.222423,0.928947,0.013439,0.374837,0.192817,0.972549,,,,,,,0.020474,0.366657,0.225611,0.010651,0.342971,0.275859,,,,,,,-0.012053,0.358279,0.222444,0.013408,0.374635,0.192702
99,1.650000,0.529347,0.724120,0.133178,-0.421551,0.042537,0.228648,0.175111,0.000428,0.020590,0.367614,0.222489,0.932785,0.010662,0.345028,0.273173,0.963545,0.042540,0.228650,0.175113,0.000000,0.056484,0.371384,0.226360,0.000000,-0.012169,0.359029,0.219438,0.945700,0.013457,0.375429,0.189639,0.941252,,,,,,,0.020429,0.367913,0.222661,0.010586,0.344983,0.273207,0.042818,0.227806,0.174861,0.056463,0.371339,0.226273,-0.012079,0.359531,0.219582,0.013361,0.375518,0.189615
100,1.666667,0.530882,0.724624,0.129984,-0.419750,0.042387,0.229479,0.173763,0.000440,0.020402,0.368806,0.220051,0.905009,0.010524,0.346619,0.270920,0.976333,0.042390,0.229481,0.173766,0.769123,0.056297,0.372625,0.223864,0.975058,-0.012355,0.360180,0.217093,0.867404,0.013240,0.376355,0.187145,0.966812,,,,,,,0.020245,0.369168,0.220215,0.010463,0.346502,0.270919,0.042667,0.228572,0.173543,0.056270,0.372615,0.223782,-0.012279,0.360684,0.217235,0.013153,0.376459,0.187128
101,1.683333,0.530603,0.725506,0.128100,-0.419157,0.042457,0.230559,0.172000,0.000436,0.020102,0.369980,0.217826,0.893176,0.010302,0.347937,0.268773,0.966770,0.042460,0.230561,0.172002,0.755946,0.055988,0.373910,0.221615,0.978299,-0.012632,0.361253,0.214909,0.867593,0.012908,0.377398,0.184898,0.965949,,,,,,,0.019960,0.370282,0.217993,0.010205,0.347982,0.268838,0.042750,0.229694,0.171702,0.055955,0.373851,0.221534,-0.012531,0.361722,0.215041,0.012808,0.377449,0.184895
102,1.700000,0.531431,0.726407,0.125656,-0.417283,0.042412,0.231440,0.170506,0.000425,0.019841,0.371123,0.215416,0.908379,0.010036,0.349397,0.266498,0.971991,0.042415,0.231441,0.170508,0.761424,0.055719,0.375126,0.219203,0.974546,-0.012879,0.362334,0.212533,0.877152,0.012660,0.378320,0.182436,0.972144,,,,,,,0.019711,0.371440,0.215546,0.009949,0.349428,0.266560,0.042705,0.230577,0.170225,0.055687,0.375060,0.219132,-0.012807,0.362801,0.212668,0.012566,0.378379,0.182444
103,1.716667,0.533601,0.727055,0.122437,-0.414332,0.042284,0.232086,0.169236,0.000431,0.019748,0.372214,0.212757,0.905076,0.009888,0.350994,0.264041,0.977496,0.042287,0.232088,0.169238,0.759261,0.055625,0.376235,0.216536,0.984590,-0.012975,0.363414,0.209932,0.883740,0.012599,0.379091,0.179702,0.969805,,,,,,,0.019622,0.372546,0.212892,0.009809,0.350998,0.264084,0.042557,0.231202,0.168974,0.055596,0.376215,0.216486,-0.012892,0.363856,0.210053,0.012499,0.379159,0.179700
104,1.733333,0.536123,0.728036,0.118354,-0.410522,0.042258,0.232658,0.168116,0.000448,0.019687,0.373316,0.209875,0.906164,0.009752,0.352731,0.261402,0.978635,0.042260,0.232660,0.168118,0.746864,0.055559,0.377378,0.213653,0.981566,-0.013034,0.364487,0.207113,0.874785,0.012584,0.379786,0.176727,0.964585,,,,,,,0.019559,0.373640,0.210015,0.009673,0.352718,0.261432,0.042557,0.231724,0.167870,0.055534,0.377347,0.213591,-0.012965,0.364968,0.207235,0.012477,0.379878,0.176723
105,1.750000,0.537918,0.728934,0.114986,-0.407527,0.042359,0.233286,0.166709,0.000427,0.019687,0.374337,0.207063,0.909988,0.009706,0.354254,0.258780,0.971324,0.042362,0.233287,0.166711,0.758763,0.055554,0.378450,0.210839,0.975746,-0.013027,0.365468,0.204354,0.874866,0.012617,0.380479,0.173846,0.974731,,,,,,,0.019560,0.374654,0.207177,0.009614,0.354292,0.258836,0.042657,0.232407,0.166450,0.055519,0.378386,0.210775,-0.012961,0.365944,0.204495,0.012531,0.380531,0.173842
106,1.766667,0.539518,0.729583,0.112089,-0.405050,0.042397,0.233917,0.165297,0.000441,0.019677,0.375297,0.204458,0.909988,0.009665,0.355644,0.256334,0.971324,0.042400,0.233919,0.165299,0.758763,0.055541,0.379447,0.208223,0.975746,-0.013033,0.366400,0.201801,0.874866,0.012629,0.381160,0.171186,0.974731,,,,,,,0.019547,0.375606,0.204584,0.009568,0.355692,0.256403,0.042698,0.233018,0.165039,0.055520,0.379390,0.208156,-0.012956,0.366869,0.201915,0.012525,0.381223,0.171185
107,1.783333,0.541545,0.730071,0.109549,-0.402149,0.042304,0.234487,0.164052,0.000442,0.019674,0.376220,0.201965,0.910283,0.009568,0.357024,0.253993,0.967792,0.042307,0.234488,0.164054,0.753909,0.055536,0.380366,0.205746,0.977288,-0.013042,0.367334,0.199338,0.877914,0.012679,0.381805,0.168634,0.969663,,,,,,,0.019540,0.376529,0.202085,0.009481,0.357040,0.254040,0.042600,0.233567,0.163815,0.055516,0.380338,0.205685,-0.012979,0.367814,0.199461,0.012589,0.381875,0.168625
108,1.800000,0.543536,0.730273,0.106837,-0.399820,0.042150,0.235046,0.162766,0.000461,0.019657,0.377106,0.199522,0.910644,0.009521,0.358344,0.251702,0.975027,0.042152,0.235048,0.162768,0.751074,0.055523,0.381246,0.203276,0.982529,-0.013068,0.368232,0.196960,0.875254,0.012673,0.382426,0.166145,0.971380,,,,,,,0.019523,0.377425,0.199642,0.009442,0.358351,0.251743,0.042444,0.234082,0.162540,0.055487,0.381227,0.203229,-0.012968,0.368701,0.197059,0.012560,0.382520,0.166138
109,1.816667,0.545177,0.730091,0.105250,-0.398336,0.041963,0.235617,0.161229,0.000456,0.019706,0.377903,0.197246,0.908456,0.009543,0.359429,0.249524,0.977283,0.041966,0.235619,0.161231,0.741824,0.055579,0.382004,0.200977,0.981698,-0.013033,0.369070,0.194733,0.877720,0.012729,0.383061,0.163843,0.965989,,,,,,,0.019579,0.378223,0.197372,0.009463,0.359432,0.249568,0.042254,0.234653,0.161009,0.055537,0.381993,0.200917,-0.012943,0.369542,0.194824,0.012626,0.383150,0.163844
110,1.833333,0.548543,0.728327,0.104601,-0.397114,0.041048,0.236150,0.159510,0.001014,0.019765,0.378743,0.194895,0.937283,0.009535,0.360577,0.247268,0.972208,0.041051,0.236152,0.159512,0.241628,0.055668,0.382625,0.198571,0.984381,-0.013034,0.370115,0.192456,0.940809,0.012787,0.383794,0.161476,0.962573,,,,,,,0.019643,0.378939,0.194995,0.009473,0.360501,0.247320,0.042425,0.233698,0.158375,0.055627,0.382663,0.198542,-0.012878,0.370289,0.192491,0.012741,0.383667,0.161411
111,1.850000,0.550480,0.728255,0.102466,-0.395117,0.040863,0.236615,0.157951,0.001035,0.019808,0.379480,0.192361,0.946517,0.009543,0.361688,0.244855,0.971044,0.040866,0.236616,0.157953,0.211713,0.055716,0.383328,0.196013,0.986047,-0.013005,0.370888,0.189977,0.945241,0.012842,0.384314,0.158907,0.957394,,,,,,,0.019707,0.379644,0.192455,0.009501,0.361585,0.244887,0.042359,0.234032,0.156937,0.055683,0.383358,0.195980,-0.012841,0.371033,0.189990,0.012804,0.384165,0.158834
112,1.866667,0.548198,0.729647,0.102175,-0.395796,0.041688,0.237416,0.154962,0.000385,0.019878,0.380106,0.189628,0.932562,0.009694,0.362164,0.242087,0.836721,0.041691,0.237417,0.154964,0.774042,0.055765,0.384135,0.193298,0.972524,-0.012889,0.371347,0.187220,0.894988,0.012895,0.384965,0.156181,0.902598,,,,,,,0.019768,0.380314,0.189759,0.009499,0.362723,0.242362,0.041960,0.236734,0.154436,0.055737,0.384029,0.193288,-0.012803,0.371723,0.187386,0.012885,0.384579,0.156124
113,1.883333,0.554834,0.729087,0.096153,-0.389032,0.040804,0.237249,0.155304,0.001031,0.019935,0.380794,0.186885,0.932562,0.009553,0.364046,0.239699,0.836721,0.040807,0.237251,0.155306,0.774042,0.055844,0.384653,0.190523,0.972524,-0.012889,0.372212,0.184613,0.894988,0.013032,0.384986,0.153331,0.902598,,,,,,,0.019824,0.380968,0.186976,0.009513,0.363940,0.239740,0.042215,0.234712,0.154151,0.055806,0.384693,0.190501,-0.012724,0.372383,0.184629,0.012993,0.384822,0.153257
114,1.900000,0.556846,0.729927,0.092339,-0.385491,0.040839,0.237603,0.154185,0.001033,0.019892,0.381486,0.184128,0.943642,0.009451,0.365329,0.237114,0.969682,0.040842,0.237605,0.154187,0.218772,0.055795,0.385396,0.187765,0.985243,-0.012927,0.372870,0.181914,0.940550,0.013028,0.385300,0.150521,0.954037,,,,,,,0.019800,0.381637,0.184207,0.009407,0.365239,0.237149,0.042099,0.235002,0.153070,0.055744,0.385446,0.187743,-0.012762,0.373046,0.181933,0.012986,0.385151,0.150468
115,1.916667,0.558048,0.730506,0.089680,-0.383276,0.040806,0.238115,0.152892,0.001028,0.019767,0.382204,0.181762,0.951709,0.009309,0.366433,0.234861,0.973285,0.040809,0.238117,0.152894,0.225458,0.055667,0.386160,0.185388,0.981418,-0.013045,0.373554,0.179595,0.939515,0.012919,0.385766,0.148125,0.959122,,,,,,,0.019681,0.382337,0.181840,0.009270,0.366328,0.234882,0.042232,0.235562,0.151728,0.055612,0.386211,0.185374,-0.012872,0.373736,0.179619,0.012874,0.385599,0.148058
116,1.933333,0.558178,0.730987,0.088507,-0.382442,0.040851,0.238688,0.151303,0.001060,0.019647,0.382836,0.179760,0.955907,0.009192,0.367204,0.232900,0.971378,0.040853,0.238690,0.151305,0.212954,0.055541,0.386841,0.183384,0.981094,-0.013156,0.374143,0.177609,0.936961,0.012803,0.386294,0.146111,0.953603,,,,,,,0.019571,0.382960,0.179825,0.009156,0.367090,0.232922,0.042281,0.236000,0.150221,0.055506,0.386874,0.183363,-0.012978,0.374293,0.177623,0.012759,0.386128,0.146042
117,1.950000,0.558370,0.731681,0.086950,-0.381191,0.041042,0.239118,0.149739,0.001020,0.019611,0.383345,0.177614,0.944999,0.009148,0.367907,0.230810,0.975849,0.041045,0.239120,0.149741,0.239611,0.055497,0.387418,0.181243,0.985041,-0.013178,0.374596,0.175479,0.938538,0.012782,0.386661,0.143948,0.961187,,,,,,,0.019498,0.383515,0.177697,0.009098,0.367838,0.230856,0.042205,0.236592,0.148510,0.055464,0.387466,0.181234,-0.013014,0.374779,0.175495,0.012724,0.386523,0.143907
118,1.966667,0.559401,0.732352,0.084601,-0.378911,0.041084,0.239502,0.148379,0.001012,0.019532,0.383904,0.175238,0.944808,0.009023,0.368827,0.228528,0.974111,0.041087,0.239504,0.148381,0.231888,0.055412,0.388025,0.178877,0.984028,-0.013248,0.375120,0.173129,0.938929,0.012737,0.386984,0.141543,0.957292,,,,,,,0.019425,0.384075,0.175327,0.008979,0.368745,0.228573,0.042425,0.237026,0.147152,0.055368,0.388070,0.178870,-0.013090,0.375305,0.173152,0.012684,0.386835,0.141477
119,1.983333,0.560470,0.733022,0.082079,-0.376584,0.041250,0.239845,0.146947,0.001023,0.019573,0.384422,0.172744,0.947811,0.009026,0.369722,0.226131,0.973018,0.041253,0.239847,0.146949,0.215731,0.055447,0.388594,0.176385,0.987095,-0.013200,0.375600,0.170668,0.941919,0.012806,0.387254,0.139020,0.959279,,,,,,,0.019463,0.384579,0.172826,0.008985,0.369631,0.226171,0.042486,0.237328,0.145543,0.055418,0.388627,0.176359,-0.013026,0.375754,0.170668,0.012762,0.387102,0.138980
120,2.000000,0.559615,0.735069,0.078575,-0.374608,0.042287,0.240113,0.145498,0.000477,0.019746,0.384739,0.170262,0.914482,0.009249,0.370353,0.223745,0.972701,0.042290,0.240115,0.145500,0.731977,0.055592,0.389146,0.173896,0.985719,-0.012973,0.375710,0.168227,0.869821,0.012985,0.387293,0.136515,0.969661,,,,,,,0.019603,0.385031,0.170366,0.009176,0.370410,0.223803,0.042599,0.239105,0.145315,0.055544,0.389131,0.173869,-0.012882,0.376218,0.168294,0.012883,0.387346,0.136477
121,2.016667,0.562043,0.733240,0.078379,-0.374597,0.041630,0.240538,0.143475,0.001011,0.019929,0.385330,0.168016,0.914482,0.009458,0.371100,0.221546,0.972701,0.041633,0.240540,0.143477,0.731977,0.055805,0.389548,0.171573,0.985719,-0.012843,0.376477,0.166062,0.869821,0.013116,0.387860,0.134278,0.969661,,,,,,,0.019828,0.385489,0.168082,0.009423,0.371031,0.221603,0.042895,0.238035,0.142203,0.055753,0.389584,0.171572,-0.012684,0.376643,0.166070,0.013064,0.387730,0.134230
122,2.033333,0.562520,0.733475,0.077246,-0.373656,0.041834,0.240985,0.141702,0.001009,0.020089,0.385847,0.165789,0.950362,0.009611,0.371781,0.219360,0.975845,0.041837,0.240987,0.141704,0.229593,0.055964,0.390086,0.169339,0.984050,-0.012680,0.376979,0.163855,0.942446,0.013283,0.388270,0.132042,0.962964,,,,,,,0.019981,0.385997,0.165855,0.009590,0.371686,0.219418,0.043205,0.238516,0.140321,0.055902,0.390118,0.169332,-0.012522,0.377142,0.163869,0.013259,0.388122,0.131967
123,2.050000,0.563522,0.733403,0.076028,-0.372536,0.042038,0.241309,0.139848,0.001028,0.020409,0.386278,0.163385,0.950870,0.009917,0.372424,0.217008,0.971681,0.042041,0.241311,0.139850,0.213639,0.056288,0.390501,0.166921,0.982407,-0.012367,0.377430,0.161483,0.943230,0.013607,0.388579,0.129628,0.958123,,,,,,,0.020308,0.386439,0.163474,0.009894,0.372339,0.217050,0.043263,0.238748,0.138440,0.056238,0.390506,0.166903,-0.012179,0.377553,0.161466,0.013561,0.388441,0.129570
124,2.066667,0.565417,0.733494,0.073066,-0.370069,0.042342,0.241494,0.138323,0.001029,0.020835,0.386678,0.160617,0.950473,0.010328,0.373291,0.214356,0.971283,0.042345,0.241496,0.138324,0.192757,0.056717,0.390900,0.164120,0.989983,-0.011949,0.377841,0.158789,0.942992,0.014036,0.388695,0.126842,0.956655,,,,,,,0.020727,0.386825,0.160695,0.010304,0.373187,0.214398,0.043585,0.238951,0.136772,0.056691,0.390913,0.164092,-0.011763,0.377972,0.158766,0.013996,0.388536,0.126788
125,2.083333,0.567214,0.733628,0.070277,-0.367586,0.042692,0.241745,0.136767,0.001033,0.021291,0.387125,0.157856,0.947280,0.010756,0.374190,0.211700,0.971922,0.042695,0.241747,0.136768,0.205836,0.057175,0.391348,0.161335,0.987929,-0.011498,0.378299,0.156090,0.942981,0.014505,0.388869,0.124063,0.957814,,,,,,,0.021186,0.387284,0.157945,0.010734,0.374094,0.211754,0.043785,0.239154,0.135293,0.057135,0.391360,0.161312,-0.011314,0.378431,0.156069,0.014465,0.388719,0.123997
126,2.100000,0.568988,0.733012,0.068488,-0.366408,0.042888,0.242064,0.135010,0.001024,0.021822,0.387597,0.155367,0.955126,0.011313,0.374964,0.209289,0.969950,0.042891,0.242066,0.135012,0.193072,0.057718,0.391760,0.158789,0.985516,-0.010989,0.378832,0.153680,0.943218,0.015005,0.389181,0.121572,0.956708,,,,,,,0.021727,0.387731,0.155439,0.011283,0.374857,0.209334,0.044155,0.239514,0.133492,0.057675,0.391780,0.158756,-0.010807,0.378968,0.153679,0.014979,0.389023,0.121504
127,2.116667,0.570696,0.732691,0.066867,-0.364689,0.043167,0.242382,0.133337,0.001009,0.022376,0.388065,0.152883,0.952598,0.011832,0.375751,0.206871,0.970671,0.043170,0.242384,0.133339,0.187946,0.058279,0.392179,0.156289,0.987229,-0.010451,0.379354,0.151237,0.943786,0.015569,0.389474,0.119078,0.958295,,,,,,,0.022276,0.388210,0.152952,0.011794,0.375647,0.206910,0.044524,0.239896,0.131748,0.058254,0.392194,0.156247,-0.010266,0.379481,0.151224,0.015534,0.389316,0.119041
128,2.133333,0.572538,0.731647,0.065472,-0.364152,0.043412,0.242655,0.131458,0.001043,0.023085,0.388473,0.150478,0.952598,0.012603,0.376398,0.204533,0.970671,0.043415,0.242657,0.131460,0.187946,0.059006,0.392494,0.153804,0.987229,-0.009771,0.379853,0.148925,0.943786,0.016221,0.389772,0.116681,0.958295,,,,,,,0.022995,0.388597,0.150534,0.012570,0.376293,0.204573,0.044607,0.240056,0.129782,0.058961,0.392517,0.153784,-0.009566,0.379997,0.148920,0.016172,0.389611,0.116627
129,2.150000,0.574609,0.730485,0.063817,-0.363516,0.043703,0.242816,0.129594,0.001030,0.023887,0.388784,0.147999,0.959334,0.013480,0.376987,0.202129,0.970629,0.043706,0.242818,0.129596,0.170885,0.059828,0.392703,0.151232,0.986427,-0.008999,0.380263,0.146553,0.937332,0.016957,0.389953,0.114210,0.955929,,,,,,,0.023793,0.388905,0.148051,0.013445,0.376892,0.202164,0.045063,0.240255,0.128028,0.059797,0.392721,0.151213,-0.008799,0.380393,0.146543,0.016903,0.389805,0.114169
130,2.166667,0.576992,0.729573,0.061192,-0.362021,0.044015,0.242941,0.128011,0.000119,0.024642,0.389092,0.145404,0.959558,0.014299,0.377713,0.199636,0.973375,0.044017,0.242943,0.128013,0.175611,0.060600,0.392933,0.148545,0.989754,-0.008271,0.380654,0.144078,0.940241,0.017654,0.390039,0.111620,0.959366,,,,,,,0.024537,0.389211,0.145471,0.014267,0.377607,0.199683,,,,0.060582,0.392949,0.148518,-0.008064,0.380784,0.144059,0.017601,0.389881,0.111552
131,2.183333,0.579501,0.729015,0.058568,-0.359562,0.044305,0.243107,0.126635,0.000117,0.025330,0.389451,0.142800,0.957154,0.014965,0.378557,0.197127,0.969887,0.044308,0.243109,0.126637,0.000000,0.061299,0.393222,0.145903,0.991177,-0.007605,0.381092,0.141550,0.938875,0.018339,0.390133,0.109011,0.955131,,,,,,,0.025233,0.389571,0.142857,0.014929,0.378451,0.197169,,,,0.061259,0.393235,0.145874,-0.007386,0.381223,0.141542,0.018293,0.389975,0.108950
132,2.200000,0.582366,0.727941,0.056350,-0.357458,0.044426,0.243246,0.125283,0.000105,0.026058,0.389785,0.140346,0.959835,0.015683,0.379346,0.194760,0.969741,0.044429,0.243248,0.125285,0.000000,0.062043,0.393432,0.143398,0.987709,-0.006913,0.381550,0.139179,0.941779,0.019048,0.390238,0.106556,0.953263,,,,,,,0.025973,0.389910,0.140400,0.015662,0.379236,0.194804,,,,0.062000,0.393450,0.143383,-0.006724,0.381686,0.139166,0.019008,0.390069,0.106485
133,2.216667,0.584465,0.727113,0.054342,-0.356027,0.044711,0.243366,0.123816,0.000103,0.026761,0.390042,0.138020,0.958420,0.016417,0.379959,0.192507,0.969359,0.044714,0.243368,0.123818,0.000000,0.062760,0.393609,0.141012,0.989445,-0.006233,0.381892,0.136938,0.943584,0.019716,0.390312,0.104236,0.954425,,,,,,,0.026672,0.390175,0.138066,0.016399,0.379849,0.192559,,,,0.062723,0.393623,0.140996,-0.006049,0.382021,0.136915,0.019676,0.390144,0.104175
134,2.233333,0.586428,0.725957,0.052918,-0.355370,0.044909,0.243456,0.122276,0.000116,0.027462,0.390247,0.135907,0.951928,0.017181,0.380421,0.190453,0.968253,0.044912,0.243458,0.122278,0.000000,0.063478,0.393708,0.138822,0.985923,-0.005560,0.382200,0.134916,0.935918,0.020359,0.390401,0.102134,0.953772,,,,,,,0.027353,0.390388,0.135979,0.017153,0.380309,0.190506,,,,0.063438,0.393719,0.138783,-0.005343,0.382333,0.134883,0.020319,0.390229,0.102080
135,2.250000,0.587712,0.725497,0.051364,-0.354416,0.045182,0.243608,0.120783,0.000105,0.027953,0.390480,0.133807,0.956067,0.017707,0.380900,0.188403,0.968649,0.045185,0.243610,0.120784,0.000000,0.063976,0.393903,0.136674,0.987212,-0.005081,0.382475,0.132879,0.942722,0.020819,0.390501,0.100040,0.953959,0.337861,0.480071,0.303176,,,,0.027861,0.390618,0.133866,0.017680,0.380788,0.188453,,,,0.063938,0.393918,0.136644,-0.004893,0.382605,0.132865,0.020788,0.390331,0.099977
136,2.266667,0.589886,0.724879,0.049425,-0.352338,0.045292,0.243680,0.119585,0.000115,0.028462,0.390683,0.131618,0.956067,0.018186,0.381498,0.186277,0.968649,0.045295,0.243682,0.119586,0.000000,0.064494,0.394027,0.134466,0.987212,-0.004594,0.382761,0.130742,0.942722,0.021331,0.390495,0.097851,0.953959,0.339025,0.480796,0.303300,,,,0.028353,0.390821,0.131694,0.018168,0.381385,0.186321,,,,0.064456,0.394041,0.134444,-0.004392,0.382897,0.130724,0.021294,0.390320,0.097770
137,2.283333,0.592239,0.724667,0.046617,-0.349195,0.045396,0.243778,0.118600,0.000113,0.028849,0.390921,0.129234,0.952211,0.018508,0.382272,0.183968,0.969298,0.045399,0.243780,0.118602,0.000000,0.064885,0.394220,0.132082,0.988460,-0.004222,0.383058,0.128404,0.939044,0.021746,0.390430,0.095465,0.950806,0.339999,0.481420,0.303379,,,,0.028749,0.391048,0.129285,0.018486,0.382166,0.184009,,,,0.064853,0.394236,0.132072,-0.004017,0.383190,0.128384,0.021693,0.390261,0.095404
138,2.300000,0.594777,0.724178,0.043992,-0.346225,0.045451,0.243835,0.117626,0.000110,0.029295,0.391112,0.126918,0.957755,0.018898,0.382987,0.181722,0.971013,0.045454,0.243837,0.117628,0.000000,0.065338,0.394340,0.129758,0.990753,-0.003796,0.383331,0.126138,0.938652,0.022211,0.390335,0.093150,0.953229,0.340910,0.481994,0.303473,,,,0.029210,0.391242,0.126971,0.018869,0.382885,0.181779,,,,0.065302,0.394351,0.129731,-0.003591,0.383453,0.126101,0.022157,0.390174,0.093104
139,2.316667,0.596583,0.723558,0.042402,-0.344607,0.045503,0.243934,0.116435,0.000107,0.029701,0.391297,0.124930,0.958528,0.019293,0.383495,0.179778,0.973419,0.045506,0.243936,0.116436,0.000000,0.065753,0.394454,0.127748,0.985176,-0.003409,0.383591,0.124196,0.937457,0.022611,0.390354,0.091167,0.958402,0.341999,0.482708,0.303562,,,,0.029613,0.391424,0.124990,0.019272,0.383402,0.179825,,,,0.065698,0.394457,0.127725,-0.003190,0.383706,0.124154,0.022556,0.390202,0.091125
140,2.333333,0.597774,0.722837,0.041780,-0.344133,0.045579,0.244002,0.115011,0.000118,0.030106,0.391418,0.123188,0.954709,0.019717,0.383760,0.178060,0.970585,0.045582,0.244004,0.115013,0.000000,0.066166,0.394502,0.125976,0.986303,-0.003021,0.383783,0.122493,0.934722,0.022992,0.390415,0.089433,0.956167,0.343561,0.483689,0.303709,,,,0.030009,0.391559,0.123249,0.019687,0.383661,0.178117,,,,0.066119,0.394503,0.125947,-0.002790,0.383898,0.122455,0.022934,0.390257,0.089382
141,2.350000,0.599050,0.722263,0.041126,-0.343198,0.045610,0.244024,0.113640,0.000116,0.030455,0.391496,0.121390,0.955027,0.020046,0.384019,0.176283,0.972266,0.045613,0.244026,0.113642,0.000000,0.066521,0.394510,0.124171,0.987108,-0.002688,0.383931,0.120715,0.935334,0.023341,0.390410,0.087637,0.959332,0.344767,0.484440,0.303839,,,,0.030348,0.391628,0.121449,0.020019,0.383927,0.176339,,,,0.066480,0.394510,0.124141,-0.002458,0.384040,0.120670,0.023287,0.390262,0.087598
